Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki
3s.14d	1D	1	2	0	5	0.55642400	3s.3p	1P*	1	1	1	3	0.31941062	4.188e-01
3s.14d	1D	1	2	0	5	0.55642400	3s.4p	1P*	1	1	1	3	0.44968048	1.940e-03
3s.14d	1D	1	2	0	5	0.55642400	3s.4f	1F*	1	3	1	7	0.49824836	1.392e-05
3s.14d	1D	1	2	0	5	0.55642400	3s.5p	1P*	1	1	1	3	0.49852264	3.375e-05
3s.14d	1D	1	2	0	5	0.55642400	3s.5f	1F*	1	3	1	7	0.52128269	8.438e-07
3s.14d	1D	1	2	0	5	0.55642400	3s.6p	1P*	1	1	1	3	0.52138137	1.120e-06
3s.15s	1S	1	0	0	1	0.55650300	3s.4f	1F*	1	3	1	7	0.49824836	6.826e-05
3s.15s	1S	1	0	0	1	0.55650300	3s.5f	1F*	1	3	1	7	0.52128269	4.136e-06
3s.15s	1S	1	0	0	1	0.55650300	3s.6f	1F*	1	3	1	7	0.53377902	2.685e-07
3s.15p	3P*	3	1	1	9	0.55666200	3s.3d	3D	3	2	0	15	0.43701672	1.081e-05
3s.15p	3P*	3	1	1	9	0.55666200	3s.4d	3D	3	2	0	15	0.49383643	1.404e-07
3s.14d	3D	3	2	0	15	0.55675930	3s.3p	3P*	3	1	1	9	0.19948414	1.186e+00
3s.14d	3D	3	2	0	15	0.55675930	3s.4p	3P*	3	1	1	9	0.43602120	4.477e-04
3s.14d	3D	3	2	0	15	0.55675930	3s.5p	3P*	3	1	1	9	0.49437523	4.910e-06
3s.14d	3D	3	2	0	15	0.55675930	3s.4f	3F*	3	3	1	21	0.49825087	9.040e-06
3s.14d	3D	3	2	0	15	0.55675930	3s.6p	3P*	3	1	1	9	0.51958967	1.478e-07
3s.14d	3D	3	2	0	15	0.55675930	3s.5f	3F*	3	3	1	21	0.52128370	5.465e-07
3s.14f	1F*	1	3	1	7	0.55684840	3s2	1S	1	0	0	1	0.00000000	2.097e+00
3s.14f	1F*	1	3	1	7	0.55684840	3s.4s	1S	1	0	0	1	0.39643154	4.591e-03
3s.14f	1F*	1	3	1	7	0.55684840	3s.3d	1D	1	2	0	5	0.42285584	3.132e-04
3s.14f	1F*	1	3	1	7	0.55684840	3s.5s	1S	1	0	0	1	0.47892739	5.021e-05
3s.14f	1F*	1	3	1	7	0.55684840	3s.4d	1D	1	2	0	5	0.48419848	7.369e-06
3s.14f	1F*	1	3	1	7	0.55684840	3s.6s	1S	1	0	0	1	0.51201246	1.461e-06
3s.14f	1F*	1	3	1	7	0.55684840	3s.5d	1D	1	2	0	5	0.51311972	2.219e-07
3s.14f	3F*	3	3	1	21	0.55684840	3s.4s	3S	3	0	0	3	0.37541836	4.811e-03
3s.14f	3F*	3	3	1	21	0.55684840	3s.3d	3D	3	2	0	15	0.43701672	2.976e-05
3s.14f	3F*	3	3	1	21	0.55684840	3s.5s	3S	3	0	0	3	0.47269724	2.239e-05
3s.14f	3F*	3	3	1	21	0.55684840	3s.4d	3D	3	2	0	15	0.49383643	4.911e-07
3s.14f	3F*	3	3	1	21	0.55684840	3s.6s	3S	3	0	0	3	0.50932360	5.878e-07
3s.15p	1P*	1	1	1	3	0.55685110	3s.3d	1D	1	2	0	5	0.42285584	9.372e-03
3s.15p	1P*	1	1	1	3	0.55685110	3s.4d	1D	1	2	0	5	0.48419848	2.350e-04
3s.15p	1P*	1	1	1	3	0.55685110	3s.5d	1D	1	2	0	5	0.51311972	8.871e-06
3s.15p	1P*	1	1	1	3	0.55685110	3s.6d	1D	1	2	0	5	0.52874672	5.514e-07
3s.16s	3S	3	0	0	3	0.55701300	3s.4f	3F*	3	3	1	21	0.49825087	4.012e-04
3s.16s	3S	3	0	0	3	0.55701300	3s.5f	3F*	3	3	1	21	0.52128370	2.524e-05
3s.16s	3S	3	0	0	3	0.55701300	3s.6f	3F*	3	3	1	21	0.53377948	1.780e-06
3s.16s	3S	3	0	0	3	0.55701300	3s.7f	3F*	3	3	1	21	0.54129958	1.627e-07
3s.15d	1D	1	2	0	5	0.55716800	3s.3p	1P*	1	1	1	3	0.31941062	9.464e-01
3s.15d	1D	1	2	0	5	0.55716800	3s.4p	1P*	1	1	1	3	0.44968048	4.544e-03
3s.15d	1D	1	2	0	5	0.55716800	3s.4f	1F*	1	3	1	7	0.49824836	5.277e-04
3s.15d	1D	1	2	0	5	0.55716800	3s.5p	1P*	1	1	1	3	0.49852264	8.426e-05
3s.15d	1D	1	2	0	5	0.55716800	3s.5f	1F*	1	3	1	7	0.52128269	3.384e-05
3s.15d	1D	1	2	0	5	0.55716800	3s.6p	1P*	1	1	1	3	0.52138137	3.144e-06
3s.15d	1D	1	2	0	5	0.55716800	3s.6f	1F*	1	3	1	7	0.53377902	2.368e-06
3s.15d	1D	1	2	0	5	0.55716800	3s.7p	1P*	1	1	1	3	0.53382230	1.725e-07
3s.15d	1D	1	2	0	5	0.55716800	3s.7f	1F*	1	3	1	7	0.54129958	2.096e-07
3s.16s	1S	1	0	0	1	0.55721200	3s.4f	1F*	1	3	1	7	0.49824836	2.016e-03
3s.16s	1S	1	0	0	1	0.55721200	3s.5f	1F*	1	3	1	7	0.52128269	1.296e-04
3s.16s	1S	1	0	0	1	0.55721200	3s.6f	1F*	1	3	1	7	0.53377902	9.094e-06
3s.16s	1S	1	0	0	1	0.55721200	3s.7f	1F*	1	3	1	7	0.54129958	8.078e-07
3s.15d	3D	3	2	0	15	0.55732000	3s.3p	3P*	3	1	1	9	0.19948414	3.019e+00
3s.15d	3D	3	2	0	15	0.55732000	3s.4p	3P*	3	1	1	9	0.43602120	1.166e-03
3s.15d	3D	3	2	0	15	0.55732000	3s.5p	3P*	3	1	1	9	0.49437523	1.314e-05
3s.15d	3D	3	2	0	15	0.55732000	3s.4f	3F*	3	3	1	21	0.49825087	7.165e-04
3s.15d	3D	3	2	0	15	0.55732000	3s.6p	3P*	3	1	1	9	0.51958967	4.096e-07
3s.15d	3D	3	2	0	15	0.55732000	3s.5f	3F*	3	3	1	21	0.52128370	4.609e-05
3s.15d	3D	3	2	0	15	0.55732000	3s.6f	3F*	3	3	1	21	0.53377948	3.295e-06
3s.15d	3D	3	2	0	15	0.55732000	3s.7f	3F*	3	3	1	21	0.54129958	2.962e-07
3s.16p	3P*	3	1	1	9	0.55733200	3s.3d	3D	3	2	0	15	0.43701672	4.375e-05
3s.16p	3P*	3	1	1	9	0.55733200	3s.4d	3D	3	2	0	15	0.49383643	6.512e-07
3s.15f	1F*	1	3	1	7	0.55751290	3s2	1S	1	0	0	1	0.00000000	6.171e+00
3s.15f	1F*	1	3	1	7	0.55751290	3s.4s	1S	1	0	0	1	0.39643154	1.388e-02
3s.15f	1F*	1	3	1	7	0.55751290	3s.3d	1D	1	2	0	5	0.42285584	8.202e-04
3s.15f	1F*	1	3	1	7	0.55751290	3s.5s	1S	1	0	0	1	0.47892739	1.582e-04
3s.15f	1F*	1	3	1	7	0.55751290	3s.4d	1D	1	2	0	5	0.48419848	2.033e-05
3s.15f	1F*	1	3	1	7	0.55751290	3s.6s	1S	1	0	0	1	0.51201246	4.996e-06
3s.15f	1F*	1	3	1	7	0.55751290	3s.5d	1D	1	2	0	5	0.51311972	6.947e-07
3s.15f	1F*	1	3	1	7	0.55751290	3s.7s	1S	1	0	0	1	0.52862060	2.689e-07
3s.15f	3F*	3	3	1	21	0.55751290	3s.4s	3S	3	0	0	3	0.37541836	1.451e-02
3s.15f	3F*	3	3	1	21	0.55751290	3s.3d	3D	3	2	0	15	0.43701672	7.615e-05
3s.15f	3F*	3	3	1	21	0.55751290	3s.5s	3S	3	0	0	3	0.47269724	6.702e-05
3s.15f	3F*	3	3	1	21	0.55751290	3s.4d	3D	3	2	0	15	0.49383643	1.255e-06
3s.15f	3F*	3	3	1	21	0.55751290	3s.6s	3S	3	0	0	3	0.50932360	1.622e-06
3s.16p	1P*	1	1	1	3	0.55751540	3s.3d	1D	1	2	0	5	0.42285584	1.692e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.4d	1D	1	2	0	5	0.48419848	4.351e-04
3s.16p	1P*	1	1	1	3	0.55751540	3s.5d	1D	1	2	0	5	0.51311972	1.683e-05
3s.16p	1P*	1	1	1	3	0.55751540	3s.6d	1D	1	2	0	5	0.52874672	1.060e-06
3s.17s	3S	3	0	0	3	0.55761800	3s.4f	3F*	3	3	1	21	0.49825087	5.816e-03
3s.17s	3S	3	0	0	3	0.55761800	3s.5f	3F*	3	3	1	21	0.52128370	3.857e-04
3s.17s	3S	3	0	0	3	0.55761800	3s.6f	3F*	3	3	1	21	0.53377948	2.871e-05
3s.17s	3S	3	0	0	3	0.55761800	3s.7f	3F*	3	3	1	21	0.54129958	2.716e-06
3s.17s	3S	3	0	0	3	0.55761800	3s.8f	1F*	1	3	1	7	0.54617128	2.977e-07
3s.16d	1D	1	2	0	5	0.55777000	3s.3p	1P*	1	1	1	3	0.31941062	2.604e+00
3s.16d	1D	1	2	0	5	0.55777000	3s.4p	1P*	1	1	1	3	0.44968048	1.286e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.4f	1F*	1	3	1	7	0.49824836	1.291e-03
3s.16d	1D	1	2	0	5	0.55777000	3s.5p	1P*	1	1	1	3	0.49852264	2.502e-04
3s.16d	1D	1	2	0	5	0.55777000	3s.5f	1F*	1	3	1	7	0.52128269	8.765e-05
3s.16d	1D	1	2	0	5	0.55777000	3s.6p	1P*	1	1	1	3	0.52138137	1.013e-05
3s.16d	1D	1	2	0	5	0.55777000	3s.6f	1F*	1	3	1	7	0.53377902	6.625e-06
3s.16d	1D	1	2	0	5	0.55777000	3s.7p	1P*	1	1	1	3	0.53382230	6.417e-07
3s.16d	1D	1	2	0	5	0.55777000	3s.7f	1F*	1	3	1	7	0.54129958	6.481e-07
3s.17s	1S	1	0	0	1	0.55779100	3s.4f	1F*	1	3	1	7	0.49824836	4.794e-03
3s.17s	1S	1	0	0	1	0.55779100	3s.5f	1F*	1	3	1	7	0.52128269	3.263e-04
3s.17s	1S	1	0	0	1	0.55779100	3s.6f	1F*	1	3	1	7	0.53377902	2.474e-05
3s.17s	1S	1	0	0	1	0.55779100	3s.7f	1F*	1	3	1	7	0.54129958	2.431e-06
3s.17s	1S	1	0	0	1	0.55779100	3s.8f	3F*	3	3	1	21	0.54617128	2.846e-07
3s.16d	3D	3	2	0	15	0.55786900	3s.3p	3P*	3	1	1	9	0.19948414	9.573e+00
3s.16d	3D	3	2	0	15	0.55786900	3s.4p	3P*	3	1	1	9	0.43602120	3.780e-03
3s.16d	3D	3	2	0	15	0.55786900	3s.5p	3P*	3	1	1	9	0.49437523	4.388e-05
3s.16d	3D	3	2	0	15	0.55786900	3s.4f	3F*	3	3	1	21	0.49825087	1.055e-03
3s.16d	3D	3	2	0	15	0.55786900	3s.6p	3P*	3	1	1	9	0.51958967	1.418e-06
3s.16d	3D	3	2	0	15	0.55786900	3s.5f	3F*	3	3	1	21	0.52128370	7.186e-05
3s.16d	3D	3	2	0	15	0.55786900	3s.6f	3F*	3	3	1	21	0.53377948	5.575e-06
3s.16d	3D	3	2	0	15	0.55786900	3s.7f	3F*	3	3	1	21	0.54129958	5.619e-07
3s.17p	3P*	3	1	1	9	0.55788000	3s.3d	3D	3	2	0	15	0.43701672	2.159e-04
3s.17p	3P*	3	1	1	9	0.55788000	3s.4d	3D	3	2	0	15	0.49383643	3.432e-06
3s.17p	3P*	3	1	1	9	0.55788000	3s.5d	3D	3	2	0	15	0.51913279	1.113e-07
3s.17p	1P*	1	1	1	3	0.55805840	3s.3d	1D	1	2	0	5	0.42285584	3.284e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.4d	1D	1	2	0	5	0.48419848	8.621e-04
3s.17p	1P*	1	1	1	3	0.55805840	3s.5d	1D	1	2	0	5	0.51311972	3.408e-05
3s.17p	1P*	1	1	1	3	0.55805840	3s.6d	1D	1	2	0	5	0.52874672	2.182e-06
3s.17p	1P*	1	1	1	3	0.55805840	3s.7d	1D	1	2	0	5	0.53802135	2.004e-07
3s.18s	3S	3	0	0	3	0.55811500	3s.4f	3F*	3	3	1	21	0.49825087	3.441e-04
3s.18s	3S	3	0	0	3	0.55811500	3s.5f	3F*	3	3	1	21	0.52128370	2.421e-05
3s.18s	3S	3	0	0	3	0.55811500	3s.6f	3F*	3	3	1	21	0.53377948	1.982e-06
3s.18s	3S	3	0	0	3	0.55811500	3s.7f	3F*	3	3	1	21	0.54129958	2.185e-07
3s.17d	1D	1	2	0	5	0.55826900	3s.3p	1P*	1	1	1	3	0.31941062	9.894e+00
3s.17d	1D	1	2	0	5	0.55826900	3s.4p	1P*	1	1	1	3	0.44968048	5.000e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.4f	1F*	1	3	1	7	0.49824836	7.030e-07
3s.17d	1D	1	2	0	5	0.55826900	3s.5p	1P*	1	1	1	3	0.49852264	1.010e-03
3s.17d	1D	1	2	0	5	0.55826900	3s.6p	1P*	1	1	1	3	0.52138137	4.341e-05
3s.17d	1D	1	2	0	5	0.55826900	3s.7p	1P*	1	1	1	3	0.53382230	3.022e-06
3s.17d	1D	1	2	0	5	0.55826900	3s.8p	1P*	1	1	1	3	0.54132160	2.811e-07
3s.18s	1S	1	0	0	1	0.55827200	3s.4f	1F*	1	3	1	7	0.49824836	2.511e-06
3s.18s	1S	1	0	0	1	0.55827200	3s.5f	1F*	1	3	1	7	0.52128269	1.738e-07
3s.17d	3D	3	2	0	15	0.55832400	3s.3p	3P*	3	1	1	9	0.19948414	4.347e+01
3s.17d	3D	3	2	0	15	0.55832400	3s.4p	3P*	3	1	1	9	0.43602120	1.750e-02
3s.17d	3D	3	2	0	15	0.55832400	3s.5p	3P*	3	1	1	9	0.49437523	2.083e-04
3s.17d	3D	3	2	0	15	0.55832400	3s.4f	3F*	3	3	1	21	0.49825087	7.321e-06
3s.17d	3D	3	2	0	15	0.55832400	3s.6p	3P*	3	1	1	9	0.51958967	6.949e-06
3s.17d	3D	3	2	0	15	0.55832400	3s.5f	3F*	3	3	1	21	0.52128370	5.217e-07
3s.17d	3D	3	2	0	15	0.55832400	3s.7p	3P*	3	1	1	9	0.53288523	4.256e-07
3s.18p	3P*	3	1	1	9	0.55833300	3s.3d	3D	3	2	0	15	0.43701672	1.330e-03
3s.18p	3P*	3	1	1	9	0.55833300	3s.4d	3D	3	2	0	15	0.49383643	2.189e-05
3s.18p	3P*	3	1	1	9	0.55833300	3s.5d	3D	3	2	0	15	0.51913279	7.815e-07
3s.18p	1P*	1	1	1	3	0.55850820	3s.3d	1D	1	2	0	5	0.42285584	6.965e-02
3s.18p	1P*	1	1	1	3	0.55850820	3s.4d	1D	1	2	0	5	0.48419848	1.862e-03
3s.18p	1P*	1	1	1	3	0.55850820	3s.5d	1D	1	2	0	5	0.51311972	7.505e-05
3s.18p	1P*	1	1	1	3	0.55850820	3s.6d	1D	1	2	0	5	0.52874672	4.889e-06
3s.18p	1P*	1	1	1	3	0.55850820	3s.7d	1D	1	2	0	5	0.53802135	4.516e-07
3s.19s	3S	3	0	0	3	0.55853000	3s.4f	3F*	3	3	1	21	0.49825087	4.103e-05
3s.19s	3S	3	0	0	3	0.55853000	3s.5f	3F*	3	3	1	21	0.52128370	3.031e-06
3s.19s	3S	3	0	0	3	0.55853000	3s.6f	3F*	3	3	1	21	0.53377948	2.690e-07
3s.18d	1D	1	2	0	5	0.55868300	3s.3p	1P*	1	1	1	3	0.31941062	6.929e+01
3s.18d	1D	1	2	0	5	0.55868300	3s.4p	1P*	1	1	1	3	0.44968048	3.567e-01
3s.18d	1D	1	2	0	5	0.55868300	3s.5p	1P*	1	1	1	3	0.49852264	7.422e-03
3s.18d	1D	1	2	0	5	0.55868300	3s.6p	1P*	1	1	1	3	0.52138137	3.332e-04
3s.18d	1D	1	2	0	5	0.55868300	3s.7p	1P*	1	1	1	3	0.53382230	2.474e-05
3s.18d	1D	1	2	0	5	0.55868300	3s.8p	1P*	1	1	1	3	0.54132160	2.535e-06
3s.18d	1D	1	2	0	5	0.55868300	3s.9p	1P*	1	1	1	3	0.54618280	3.188e-07
3s.18d	3D	3	2	0	15	0.55870500	3s.3p	3P*	3	1	1	9	0.19948414	3.923e+02
3s.18d	3D	3	2	0	15	0.55870500	3s.4p	3P*	3	1	1	9	0.43602120	1.606e-01
3s.18d	3D	3	2	0	15	0.55870500	3s.5p	3P*	3	1	1	9	0.49437523	1.954e-03
3s.18d	3D	3	2	0	15	0.55870500	3s.4f	3F*	3	3	1	21	0.49825087	5.466e-07
3s.18d	3D	3	2	0	15	0.55870500	3s.6p	3P*	3	1	1	9	0.51958967	6.708e-05
3s.18d	3D	3	2	0	15	0.55870500	3s.7p	3P*	3	1	1	9	0.53288523	4.261e-06
3s.18d	3D	3	2	0	15	0.55870500	3s.8p	3P*	3	1	1	9	0.54076870	3.898e-07
3s.19p	3P*	3	1	1	9	0.55871200	3s.3d	3D	3	2	0	15	0.43701672	1.156e-02
3s.19p	3P*	3	1	1	9	0.55871200	3s.4d	3D	3	2	0	15	0.49383643	1.946e-04
3s.19p	3P*	3	1	1	9	0.55871200	3s.5d	3D	3	2	0	15	0.51913279	7.288e-06
3s.19p	3P*	3	1	1	9	0.55871200	3s.6d	3D	3	2	0	15	0.53257046	4.603e-07
3s.20s	3S	3	0	0	3	0.55887800	3s.4f	3F*	3	3	1	21	0.49825087	1.033e-05
3s.20s	3S	3	0	0	3	0.55887800	3s.5f	3F*	3	3	1	21	0.52128370	7.982e-07
3s.19p	1P*	1	1	1	3	0.55888510	3s.3d	1D	1	2	0	5	0.42285584	1.499e-01
3s.19p	1P*	1	1	1	3	0.55888510	3s.4d	1D	1	2	0	5	0.48419848	4.068e-03
3s.19p	1P*	1	1	1	3	0.55888510	3s.5d	1D	1	2	0	5	0.51311972	1.671e-04
3s.19p	1P*	1	1	1	3	0.55888510	3s.6d	1D	1	2	0	5	0.52874672	1.109e-05
3s.19p	1P*	1	1	1	3	0.55888510	3s.7d	1D	1	2	0	5	0.53802135	1.040e-06
3s.19p	1P*	1	1	1	3	0.55888510	3s.8d	1D	1	2	0	5	0.54393522	1.277e-07
3s.19d	3D	3	2	0	15	0.55902700	3s.3p	3P*	3	1	1	9	0.19948414	2.016e+04
3s.19d	3D	3	2	0	15	0.55902700	3s.4p	3P*	3	1	1	9	0.43602120	8.367e+00
3s.19d	3D	3	2	0	15	0.55902700	3s.5p	3P*	3	1	1	9	0.49437523	1.038e-01
3s.19d	3D	3	2	0	15	0.55902700	3s.6p	3P*	3	1	1	9	0.51958967	3.653e-03
3s.19d	3D	3	2	0	15	0.55902700	3s.7p	3P*	3	1	1	9	0.53288523	2.397e-04
3s.19d	3D	3	2	0	15	0.55902700	3s.8p	3P*	3	1	1	9	0.54076870	2.284e-05
3s.19d	3D	3	2	0	15	0.55902700	3s.9p	3P*	3	1	1	9	0.54582950	2.784e-06
3s.19d	3D	3	2	0	15	0.55902700	3s.10p	3P*	3	1	1	9	0.54922800	4.123e-07
3s.19d	1D	1	2	0	5	0.55903200	3s.3p	1P*	1	1	1	3	0.31941062	2.204e+03
3s.19d	1D	1	2	0	5	0.55903200	3s.4p	1P*	1	1	1	3	0.44968048	1.152e+01
3s.19d	1D	1	2	0	5	0.55903200	3s.5p	1P*	1	1	1	3	0.49852264	2.452e-01
3s.19d	1D	1	2	0	5	0.55903200	3s.6p	1P*	1	1	1	3	0.52138137	1.138e-02
3s.19d	1D	1	2	0	5	0.55903200	3s.7p	1P*	1	1	1	3	0.53382230	8.839e-04
3s.19d	1D	1	2	0	5	0.55903200	3s.8p	1P*	1	1	1	3	0.54132160	9.638e-05
3s.19d	1D	1	2	0	5	0.55903200	3s.9p	1P*	1	1	1	3	0.54618280	1.321e-05
3s.19d	1D	1	2	0	5	0.55903200	3s.10p	1P*	1	1	1	3	0.54951500	2.105e-06
3s.19d	1D	1	2	0	5	0.55903200	3s.11p	1P*	1	1	1	3	0.55189390	3.690e-07
3s.20p	3P*	3	1	1	9	0.55903400	3s.3d	3D	3	2	0	15	0.43701672	1.954e-01
3s.20p	3P*	3	1	1	9	0.55903400	3s.4d	3D	3	2	0	15	0.49383643	3.346e-03
3s.20p	3P*	3	1	1	9	0.55903400	3s.5d	3D	3	2	0	15	0.51913279	1.289e-04
3s.20p	3P*	3	1	1	9	0.55903400	3s.6d	3D	3	2	0	15	0.53257046	8.552e-06
3s.20p	3P*	3	1	1	9	0.55903400	3s.7d	3D	3	2	0	15	0.54055244	8.038e-07
3s.20s	1S	1	0	0	1	0.55910800	3s.4f	1F*	1	3	1	7	0.49824836	1.334e-07
3s.20p	1P*	1	1	1	3	0.55920400	3s.3d	1D	1	2	0	5	0.42285584	2.019e+00
3s.20p	1P*	1	1	1	3	0.55920400	3s.4d	1D	1	2	0	5	0.48419848	5.556e-02
3s.20p	1P*	1	1	1	3	0.55920400	3s.5d	1D	1	2	0	5	0.51311972	2.300e-03
3s.20p	1P*	1	1	1	3	0.55920400	3s.6d	1D	1	2	0	5	0.52874672	1.518e-04
3s.20p	1P*	1	1	1	3	0.55920400	3s.7d	1D	1	2	0	5	0.53802135	1.371e-05
3s.20p	1P*	1	1	1	3	0.55920400	3s.8d	1D	1	2	0	5	0.54393522	1.535e-06
3s.20p	1P*	1	1	1	3	0.55920400	3s.9d	1D	1	2	0	5	0.54791972	1.965e-07
3s.20d	3D	3	2	0	15	0.55930200	3s.3p	3P*	3	1	1	9	0.19948414	3.670e+04
3s.20d	3D	3	2	0	15	0.55930200	3s.4p	3P*	3	1	1	9	0.43602120	1.544e+01
3s.20d	3D	3	2	0	15	0.55930200	3s.5p	3P*	3	1	1	9	0.49437523	1.953e-01
3s.20d	3D	3	2	0	15	0.55930200	3s.6p	3P*	3	1	1	9	0.51958967	7.051e-03
3s.20d	3D	3	2	0	15	0.55930200	3s.7p	3P*	3	1	1	9	0.53288523	4.782e-04
3s.20d	3D	3	2	0	15	0.55930200	3s.8p	3P*	3	1	1	9	0.54076870	4.752e-05
3s.20d	3D	3	2	0	15	0.55930200	3s.9p	3P*	3	1	1	9	0.54582950	6.105e-06
3s.20d	3D	3	2	0	15	0.55930200	3s.10p	3P*	3	1	1	9	0.54922800	9.652e-07
3s.20d	3D	3	2	0	15	0.55930200	3s.11p	3P*	3	1	1	9	0.55164600	1.734e-07
3s.20d	1D	1	2	0	5	0.55932800	3s.3p	1P*	1	1	1	3	0.31941062	5.723e+03
3s.20d	1D	1	2	0	5	0.55932800	3s.4p	1P*	1	1	1	3	0.44968048	3.034e+01
3s.20d	1D	1	2	0	5	0.55932800	3s.5p	1P*	1	1	1	3	0.49852264	6.598e-01
3s.20d	1D	1	2	0	5	0.55932800	3s.6p	1P*	1	1	1	3	0.52138137	3.151e-02
3s.20d	1D	1	2	0	5	0.55932800	3s.7p	1P*	1	1	1	3	0.53382230	2.544e-03
3s.20d	1D	1	2	0	5	0.55932800	3s.8p	1P*	1	1	1	3	0.54132160	2.914e-04
3s.20d	1D	1	2	0	5	0.55932800	3s.9p	1P*	1	1	1	3	0.54618280	4.258e-05
3s.20d	1D	1	2	0	5	0.55932800	3s.10p	1P*	1	1	1	3	0.54951500	7.364e-06
3s.20d	1D	1	2	0	5	0.55932800	3s.11p	1P*	1	1	1	3	0.55189390	1.437e-06
3s.20d	1D	1	2	0	5	0.55932800	3s.12p	1P*	1	1	1	3	0.55365060	3.043e-07
3p2	1D	1	2	0	5	0.63470200	3s.3p	1P*	1	1	1	3	0.31941062	4.420e-01
3p2	1D	1	2	0	5	0.63470200	3s.4p	1P*	1	1	1	3	0.44968048	1.499e-02
3p2	1D	1	2	0	5	0.63470200	3s.4f	1F*	1	3	1	7	0.49824836	3.999e-07
3p2	1D	1	2	0	5	0.63470200	3s.5p	1P*	1	1	1	3	0.49852264	2.712e-03
3p2	1D	1	2	0	5	0.63470200	3s.5f	1F*	1	3	1	7	0.52128269	2.838e-07
3p2	1D	1	2	0	5	0.63470200	3s.6p	1P*	1	1	1	3	0.52138137	1.133e-03
3p2	1D	1	2	0	5	0.63470200	3s.6f	1F*	1	3	1	7	0.53377902	7.495e-07
3p2	1D	1	2	0	5	0.63470200	3s.7p	1P*	1	1	1	3	0.53382230	7.397e-04
3p2	1D	1	2	0	5	0.63470200	3s.6h	3H*	3	5	1	33	0.53417510	9.609e-07
3p2	1D	1	2	0	5	0.63470200	3s.7f	1F*	1	3	1	7	0.54129958	1.710e-06
3p2	1D	1	2	0	5	0.63470200	3s.8p	1P*	1	1	1	3	0.54132160	6.234e-04
3p2	1D	1	2	0	5	0.63470200	3s.7h	1H*	1	5	1	11	0.54155556	3.368e-06
3p2	1D	1	2	0	5	0.63470200	3s.8f	3F*	3	3	1	21	0.54617128	3.514e-06
3p2	1D	1	2	0	5	0.63470200	3s.9p	1P*	1	1	1	3	0.54618280	6.145e-04
3p2	1D	1	2	0	5	0.63470200	3s.8h	1H*	1	5	1	11	0.54634581	9.052e-06
3p2	1D	1	2	0	5	0.63470200	3s.9f	1F*	1	3	1	7	0.54950572	6.815e-06
3p2	1D	1	2	0	5	0.63470200	3s.10p	1P*	1	1	1	3	0.54951500	6.727e-04
3p2	1D	1	2	0	5	0.63470200	3s.9h	3H*	3	5	1	33	0.54962983	2.156e-05
3p2	1D	1	2	0	5	0.63470200	3s.10f	1F*	1	3	1	7	0.55188736	1.293e-05
3p2	1D	1	2	0	5	0.63470200	3s.11p	1P*	1	1	1	3	0.55189390	7.964e-04
3p2	1D	1	2	0	5	0.63470200	3s.11f	1F*	1	3	1	7	0.55364726	2.462e-05
3p2	1D	1	2	0	5	0.63470200	3s.12p	1P*	1	1	1	3	0.55365060	1.005e-03
3p2	1D	1	2	0	5	0.63470200	3s.12f	1F*	1	3	1	7	0.55498440	4.809e-05
3p2	1D	1	2	0	5	0.63470200	3s.13p	1P*	1	1	1	3	0.55498830	1.345e-03
3p2	1D	1	2	0	5	0.63470200	3s.13f	1F*	1	3	1	7	0.55602420	9.835e-05
3p2	1D	1	2	0	5	0.63470200	3s.14p	1P*	1	1	1	3	0.55602720	1.906e-03
3p2	1D	1	2	0	5	0.63470200	3s.14f	1F*	1	3	1	7	0.55684840	2.153e-04
3p2	1D	1	2	0	5	0.63470200	3s.15p	1P*	1	1	1	3	0.55685110	2.880e-03
3p2	1D	1	2	0	5	0.63470200	3s.15f	1F*	1	3	1	7	0.55751290	5.146e-04
3p2	1D	1	2	0	5	0.63470200	3s.16p	1P*	1	1	1	3	0.55751540	4.684e-03
3p2	1D	1	2	0	5	0.63470200	3s.17p	1P*	1	1	1	3	0.55805840	8.329e-03
3p2	1D	1	2	0	5	0.63470200	3s.18p	1P*	1	1	1	3	0.55850820	1.641e-02
3p2	1D	1	2	0	5	0.63470200	3s.19p	1P*	1	1	1	3	0.55888510	3.320e-02
3p2	1D	1	2	0	5	0.63470200	3s.20p	1P*	1	1	1	3	0.55920400	4.119e-01
3p2	1S	1	0	0	1	0.68804800	3s.4f	1F*	1	3	1	7	0.49824836	1.734e-05
3p2	1S	1	0	0	1	0.68804800	3s.5f	1F*	1	3	1	7	0.52128269	2.008e-05
3p2	1S	1	0	0	1	0.68804800	3s.6f	1F*	1	3	1	7	0.53377902	2.623e-05
3p2	1S	1	0	0	1	0.68804800	3s.7f	1F*	1	3	1	7	0.54129958	4.158e-05
3p2	1S	1	0	0	1	0.68804800	3s.8f	3F*	3	3	1	21	0.54617128	7.408e-05
3p2	1S	1	0	0	1	0.68804800	3s.9f	1F*	1	3	1	7	0.54950572	1.417e-04
3p2	1S	1	0	0	1	0.68804800	3s.10f	1F*	1	3	1	7	0.55188736	2.847e-04
