Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	fik	gf	source
3s.17d	3D	3	2	0	3	0.55832400	3s.15p	3P*	3	1	1	5	0.55666300	3.724e+01	1.008e-03	5.041e-03	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.14f	3F*	3	3	1	5	0.55684840	8.702e+02	2.985e-02	1.493e-01	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.15p	1P*	1	1	1	3	0.55685110	2.364e-03	1.357e-07	4.070e-07	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.16p	3P*	3	1	1	1	0.55733200	6.832e+02	2.593e-01	2.593e-01	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.16p	3P*	3	1	1	3	0.55733200	5.120e+02	6.477e-02	1.943e-01	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.16p	3P*	3	1	1	5	0.55733300	3.408e+01	2.592e-03	1.296e-02	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.15f	3F*	3	3	1	5	0.55751290	6.513e+02	7.395e-02	3.697e-01	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.16p	1P*	1	1	1	3	0.55751540	1.151e-03	2.192e-07	6.575e-07	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.17p	3P*	3	1	1	1	0.55788000	6.194e+02	1.173e+00	1.173e+00	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.17p	3P*	3	1	1	3	0.55788000	4.638e+02	2.929e-01	8.787e-01	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.17p	3P*	3	1	1	5	0.55788100	3.083e+01	1.173e-02	5.867e-02	auto
3s.17d	3D	3	2	0	3	0.55832400	3s.17p	1P*	1	1	1	3	0.55805840	1.370e-05	2.418e-08	7.253e-08	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.3p	3P*	3	1	1	3	0.19929833	2.463e+06	3.965e-03	1.189e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.3p	3P*	3	1	1	5	0.19966935	8.209e+05	7.945e-04	3.972e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.3p	1P*	1	1	1	3	0.31941062	3.183e+00	1.157e-08	3.471e-08	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.4p	3P*	3	1	1	3	0.43599038	2.203e+04	3.054e-04	9.163e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.4p	3P*	3	1	1	5	0.43605187	7.339e+03	6.111e-05	3.056e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.4p	1P*	1	1	1	3	0.44968048	3.434e-01	6.037e-09	1.811e-08	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.5p	3P*	3	1	1	3	0.49436316	2.422e+00	1.228e-07	3.685e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.5p	3P*	3	1	1	5	0.49438722	7.831e-01	2.385e-08	1.192e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.4f	1F*	1	3	1	7	0.49824836	1.469e+02	3.619e-06	2.534e-05	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.4f	3F*	3	3	1	5	0.49825033	1.263e+03	4.357e-05	2.178e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.4f	3F*	3	3	1	7	0.49825076	9.951e+03	2.452e-04	1.716e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.5p	1P*	1	1	1	3	0.49852264	4.694e-03	2.723e-10	8.170e-10	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.6p	3P*	3	1	1	3	0.51958373	1.395e+03	1.929e-04	5.786e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.6p	3P*	3	1	1	5	0.51959559	4.644e+02	3.855e-05	1.927e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.5f	1F*	1	3	1	7	0.52128269	2.602e+02	1.686e-05	1.180e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.5f	3F*	3	3	1	5	0.52128328	8.906e+02	8.081e-05	4.041e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.5f	3F*	3	3	1	7	0.52128364	6.862e+03	4.448e-04	3.113e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.6p	1P*	1	1	1	3	0.52138137	2.082e-02	3.165e-09	9.496e-09	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.7p	3P*	3	1	1	3	0.53288182	2.099e+03	6.728e-04	2.018e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.7p	3P*	3	1	1	5	0.53288856	6.988e+02	1.345e-04	6.723e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.6f	1F*	1	3	1	7	0.53377902	3.076e+02	4.540e-05	3.178e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.6f	3F*	3	3	1	5	0.53377948	5.796e+02	1.198e-04	5.989e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.6f	3F*	3	3	1	7	0.53377948	4.328e+03	6.388e-04	4.472e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.7p	1P*	1	1	1	3	0.53382230	5.192e-02	1.794e-08	5.383e-08	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.8p	3P*	3	1	1	3	0.54076870	2.157e+03	1.452e-03	4.357e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.8p	3P*	3	1	1	5	0.54076870	7.183e+02	2.902e-04	1.451e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.7f	1F*	1	3	1	7	0.54129958	1.076e+03	3.301e-04	2.311e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.7f	3F*	3	3	1	5	0.54129958	4.078e+02	1.752e-04	8.758e-04	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.7f	3F*	3	3	1	7	0.54129958	2.185e+03	6.704e-04	4.693e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.8p	1P*	1	1	1	3	0.54132160	6.620e-02	4.752e-08	1.425e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.9p	3P*	3	1	1	3	0.54582950	1.982e+03	2.634e-03	7.903e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.9p	3P*	3	1	1	5	0.54582950	6.602e+02	5.265e-04	2.632e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.8f	1F*	1	3	1	7	0.54617128	8.060e+02	4.853e-04	3.397e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.8f	3F*	3	3	1	5	0.54617128	3.055e+02	2.575e-04	1.288e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.8f	3F*	3	3	1	7	0.54617128	1.637e+03	9.856e-04	6.900e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.9p	1P*	1	1	1	3	0.54618280	6.929e-02	9.753e-08	2.926e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.10p	3P*	3	1	1	3	0.54922700	1.774e+03	4.448e-03	1.334e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.10p	3P*	3	1	1	5	0.54923000	5.909e+02	8.895e-04	4.448e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.9f	1F*	1	3	1	7	0.54950572	6.329e+02	7.237e-04	5.066e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.9f	3F*	3	3	1	5	0.54950572	2.398e+02	3.839e-04	1.920e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.9f	3F*	3	3	1	7	0.54950572	1.285e+03	1.469e-03	1.029e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.10p	1P*	1	1	1	3	0.54951500	4.755e-02	1.271e-07	3.814e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.11p	3P*	3	1	1	3	0.55164600	1.570e+03	7.305e-03	2.191e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.11p	3P*	3	1	1	5	0.55164700	5.230e+02	1.460e-03	7.302e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.10f	1F*	1	3	1	7	0.55188736	5.146e+02	1.105e-03	7.732e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.10f	3F*	3	3	1	5	0.55188736	1.947e+02	5.851e-04	2.925e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.10f	3F*	3	3	1	7	0.55188736	1.043e+03	2.239e-03	1.567e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.11p	1P*	1	1	1	3	0.55189390	3.057e-02	1.534e-07	4.602e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.12p	3P*	3	1	1	3	0.55342800	1.390e+03	1.203e-02	3.610e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.12p	3P*	3	1	1	5	0.55342900	4.630e+02	2.406e-03	1.203e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.11f	1F*	1	3	1	7	0.55364726	4.290e+02	1.744e-03	1.221e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.11f	3F*	3	3	1	5	0.55364726	1.621e+02	9.227e-04	4.613e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.11f	3F*	3	3	1	7	0.55364726	8.675e+02	3.527e-03	2.469e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.12p	1P*	1	1	1	3	0.55365060	1.928e-02	1.832e-07	5.495e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.13p	3P*	3	1	1	3	0.55478100	1.236e+03	2.043e-02	6.129e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.13p	3P*	3	1	1	5	0.55478200	4.117e+02	4.085e-03	2.043e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.12f	1F*	1	3	1	7	0.55498440	3.636e+02	2.899e-03	2.029e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.12f	3F*	3	3	1	5	0.55498440	1.371e+02	1.530e-03	7.652e-03	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.12f	3F*	3	3	1	7	0.55498440	7.328e+02	5.843e-03	4.090e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.13p	1P*	1	1	1	3	0.55498830	1.191e-02	2.221e-07	6.663e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.14p	3P*	3	1	1	3	0.55583100	1.109e+03	3.702e-02	1.111e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.14p	3P*	3	1	1	5	0.55583200	3.694e+02	7.405e-03	3.703e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.13f	1F*	1	3	1	7	0.55602420	3.094e+02	5.202e-03	3.641e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.13f	3F*	3	3	1	5	0.55602420	1.163e+02	2.737e-03	1.369e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.13f	3F*	3	3	1	7	0.55602420	6.211e+02	1.044e-02	7.310e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.14p	1P*	1	1	1	3	0.55602720	7.393e-03	2.908e-07	8.724e-07	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.15p	3P*	3	1	1	3	0.55666200	1.007e+03	7.564e-02	2.269e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.15p	3P*	3	1	1	5	0.55666300	3.351e+02	1.512e-02	7.561e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.14f	1F*	1	3	1	7	0.55684840	2.583e+02	1.055e-02	7.384e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.14f	3F*	3	3	1	5	0.55684840	9.669e+01	5.528e-03	2.764e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.14f	3F*	3	3	1	7	0.55684840	5.152e+02	2.104e-02	1.473e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.15p	1P*	1	1	1	3	0.55685110	4.424e-03	4.231e-07	1.269e-06	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.16p	3P*	3	1	1	3	0.55733200	9.215e+02	1.943e-01	5.829e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.16p	3P*	3	1	1	5	0.55733300	3.067e+02	3.888e-02	1.944e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.15f	1F*	1	3	1	7	0.55751290	1.949e+02	2.634e-02	1.844e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.15f	3F*	3	3	1	5	0.55751290	7.236e+01	1.369e-02	6.846e-02	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.15f	3F*	3	3	1	7	0.55751290	3.840e+02	5.190e-02	3.633e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.16p	1P*	1	1	1	3	0.55751540	2.193e-03	6.959e-07	2.088e-06	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.17p	3P*	3	1	1	3	0.55788000	8.349e+02	8.787e-01	2.636e+00	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.17p	3P*	3	1	1	5	0.55788100	2.775e+02	1.760e-01	8.802e-01	auto
3s.17d	3D	3	2	0	5	0.55832400	3s.17p	1P*	1	1	1	3	0.55805840	1.127e-05	3.315e-08	9.945e-08	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.3p	3P*	3	1	1	5	0.19966935	3.283e+06	4.448e-03	2.224e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.4p	3P*	3	1	1	5	0.43605187	2.935e+04	3.422e-04	1.711e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.5p	3P*	3	1	1	5	0.49438722	3.132e+00	1.335e-07	6.677e-07	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.4f	1F*	1	3	1	7	0.49824836	1.310e+01	4.519e-07	3.163e-06	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.4f	3F*	3	3	1	5	0.49825033	2.577e+01	1.245e-06	6.223e-06	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.4f	3F*	3	3	1	7	0.49825076	8.885e+02	3.065e-05	2.146e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.4f	3F*	3	3	1	9	0.49825125	1.043e+04	2.799e-04	2.519e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.6p	3P*	3	1	1	5	0.51959559	1.858e+03	2.159e-04	1.080e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.5f	1F*	1	3	1	7	0.52128269	2.322e+01	2.107e-06	1.475e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.5f	3F*	3	3	1	5	0.52128328	1.818e+01	2.309e-06	1.155e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.5f	3F*	3	3	1	7	0.52128364	6.127e+02	5.560e-05	3.892e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.5f	3F*	3	3	1	9	0.52128398	7.354e+03	5.190e-04	4.671e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.7p	3P*	3	1	1	5	0.53288856	2.795e+03	7.530e-04	3.765e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.6f	1F*	1	3	1	7	0.53377902	2.746e+01	5.674e-06	3.972e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.6f	3F*	3	3	1	5	0.53377948	1.183e+01	3.423e-06	1.711e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.6f	3F*	3	3	1	7	0.53377948	3.864e+02	7.985e-05	5.590e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.6f	3F*	3	3	1	9	0.53377948	4.787e+03	7.694e-04	6.925e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.8p	3P*	3	1	1	5	0.54076870	2.873e+03	1.625e-03	8.124e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.7f	1F*	1	3	1	7	0.54129958	9.609e+01	4.127e-05	2.889e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.7f	3F*	3	3	1	5	0.54129958	8.321e+00	5.004e-06	2.502e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.7f	3F*	3	3	1	7	0.54129958	1.951e+02	8.380e-05	5.866e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.7f	3F*	3	3	1	9	0.54129958	3.368e+03	1.125e-03	1.013e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.9p	3P*	3	1	1	5	0.54582950	2.641e+03	2.949e-03	1.474e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.8f	1F*	1	3	1	7	0.54617128	7.196e+01	6.066e-05	4.246e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.8f	3F*	3	3	1	5	0.54617128	6.234e+00	7.357e-06	3.678e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.8f	3F*	3	3	1	7	0.54617128	1.462e+02	1.232e-04	8.627e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.8f	3F*	3	3	1	9	0.54617128	2.524e+03	1.655e-03	1.489e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.10p	3P*	3	1	1	5	0.54923000	2.364e+03	4.982e-03	2.491e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.9f	1F*	1	3	1	7	0.54950572	5.650e+01	9.045e-05	6.332e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.9f	3F*	3	3	1	5	0.54950572	4.893e+00	1.097e-05	5.483e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.9f	3F*	3	3	1	7	0.54950572	1.147e+02	1.836e-04	1.285e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.9f	3F*	3	3	1	9	0.54950572	1.981e+03	2.467e-03	2.220e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.11p	3P*	3	1	1	5	0.55164700	2.092e+03	8.179e-03	4.089e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.10f	1F*	1	3	1	7	0.55188736	4.594e+01	1.380e-04	9.663e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.10f	3F*	3	3	1	5	0.55188736	3.974e+00	1.672e-05	8.359e-05	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.10f	3F*	3	3	1	7	0.55188736	9.312e+01	2.798e-04	1.959e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.10f	3F*	3	3	1	9	0.55188736	1.609e+03	3.760e-03	3.384e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.12p	3P*	3	1	1	5	0.55342900	1.852e+03	1.347e-02	6.736e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.11f	1F*	1	3	1	7	0.55364726	3.830e+01	2.180e-04	1.526e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.11f	3F*	3	3	1	5	0.55364726	3.308e+00	2.636e-05	1.318e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.11f	3F*	3	3	1	7	0.55364726	7.746e+01	4.409e-04	3.086e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.11f	3F*	3	3	1	9	0.55364726	1.339e+03	5.928e-03	5.335e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.13p	3P*	3	1	1	5	0.55478200	1.647e+03	2.288e-02	1.144e-01	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.12f	1F*	1	3	1	7	0.55498440	3.246e+01	3.623e-04	2.536e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.12f	3F*	3	3	1	5	0.55498440	2.797e+00	4.371e-05	2.185e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.12f	3F*	3	3	1	7	0.55498440	6.544e+01	7.305e-04	5.113e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.12f	3F*	3	3	1	9	0.55498440	1.133e+03	9.837e-03	8.853e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.14p	3P*	3	1	1	5	0.55583200	1.477e+03	4.145e-02	2.073e-01	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.13f	1F*	1	3	1	7	0.55602420	2.762e+01	6.501e-04	4.551e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.13f	3F*	3	3	1	5	0.55602420	2.374e+00	7.823e-05	3.912e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.13f	3F*	3	3	1	7	0.55602420	5.546e+01	1.305e-03	9.138e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.13f	3F*	3	3	1	9	0.55602420	9.613e+02	1.760e-02	1.584e-01	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.15p	3P*	3	1	1	5	0.55666300	1.341e+03	8.472e-02	4.236e-01	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.14f	1F*	1	3	1	7	0.55684840	2.306e+01	1.318e-03	9.229e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.14f	3F*	3	3	1	5	0.55684840	1.973e+00	1.579e-04	7.897e-04	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.14f	3F*	3	3	1	7	0.55684840	4.600e+01	2.630e-03	1.841e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.14f	3F*	3	3	1	9	0.55684840	7.991e+02	3.554e-02	3.198e-01	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.16p	3P*	3	1	1	5	0.55733300	1.227e+03	2.178e-01	1.089e+00	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.15f	1F*	1	3	1	7	0.55751290	1.740e+01	3.293e-03	2.305e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.15f	3F*	3	3	1	5	0.55751290	1.477e+00	3.913e-04	1.956e-03	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.15f	3F*	3	3	1	7	0.55751290	3.429e+01	6.489e-03	4.542e-02	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.15f	3F*	3	3	1	9	0.55751290	5.981e+02	8.803e-02	7.923e-01	auto
3s.17d	3D	3	2	0	7	0.55832400	3s.17p	3P*	3	1	1	5	0.55788100	1.110e+03	9.858e-01	4.929e+00	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.4s	3S	3	0	0	3	0.37541836	7.094e+05	8.799e-04	2.640e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.3d	3D	3	2	0	3	0.43701687	6.079e+05	1.714e-03	5.142e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.5s	3S	3	0	0	3	0.47269724	8.106e+04	4.587e-04	1.376e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.4d	3D	3	2	0	3	0.49383689	1.026e+05	1.024e-03	3.071e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.6s	3S	3	0	0	3	0.50932360	2.126e+04	3.673e-04	1.102e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.5d	3D	3	2	0	3	0.51913308	2.023e+04	5.463e-04	1.639e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3p2	3P	3	1	0	3	0.52701670	3.636e+00	1.539e-07	4.616e-07	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.7s	3S	3	0	0	3	0.52721550	8.112e+03	3.477e-04	1.043e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.6d	3D	3	2	0	3	0.53257065	4.020e+03	2.514e-04	7.541e-04	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.8s	3S	3	0	0	3	0.53730801	3.897e+03	3.658e-04	1.098e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.7d	3D	3	2	0	3	0.54055262	6.017e+02	7.898e-05	2.369e-04	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.9s	3S	3	0	0	3	0.54356300	2.185e+03	4.156e-04	1.247e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.8d	3D	3	2	0	3	0.54567761	1.377e+01	3.568e-06	1.070e-05	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.10s	3S	3	0	0	3	0.54770790	1.369e+03	5.032e-04	1.510e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.9d	3D	3	2	0	3	0.54916218	6.506e+01	3.210e-05	9.630e-05	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.11s	3S	3	0	0	3	0.55059550	9.332e+02	6.468e-04	1.941e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.10d	3D	3	2	0	3	0.55163860	2.239e+02	2.073e-04	6.220e-04	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.12s	3S	3	0	0	3	0.55268770	6.802e+02	8.857e-04	2.657e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.11d	3D	3	2	0	3	0.55346150	3.633e+02	6.353e-04	1.906e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.13s	3S	3	0	0	3	0.55425240	5.234e+02	1.304e-03	3.913e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.12d	3D	3	2	0	3	0.55484160	4.604e+02	1.567e-03	4.702e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.14s	3S	3	0	0	3	0.55545280	4.217e+02	2.110e-03	6.329e-03	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.13d	3D	3	2	0	3	0.55591240	5.156e+02	3.652e-03	1.096e-02	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.15s	3S	3	0	0	3	0.55626800	4.258e+02	4.144e-03	1.243e-02	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.14d	3D	3	2	0	3	0.55675930	5.294e+02	8.871e-03	2.661e-02	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.16s	3S	3	0	0	3	0.55701300	4.147e+02	9.877e-03	2.963e-02	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.15d	3D	3	2	0	3	0.55732000	7.059e+02	2.855e-02	8.564e-02	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.17s	3S	3	0	0	3	0.55761800	4.680e+02	3.799e-02	1.140e-01	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.16d	3D	3	2	0	3	0.55786900	7.402e+02	1.427e-01	4.280e-01	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.18s	3S	3	0	0	3	0.55811500	9.092e+02	7.939e-01	2.382e+00	auto
3s.18p	3P*	3	1	1	1	0.55833300	3s.17d	3D	3	2	0	3	0.55832400	2.096e-01	1.074e-01	3.221e-01	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s2	1S	1	0	0	1	0.00000000	9.426e+00	1.129e-08	1.129e-08	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.4s	3S	3	0	0	3	0.37541836	7.094e+05	2.640e-03	7.919e-03	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.4s	1S	1	0	0	1	0.39643154	1.090e-03	1.553e-11	1.553e-11	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.3d	1D	1	2	0	5	0.42285584	1.151e+01	4.684e-08	2.342e-07	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.3d	3D	3	2	0	3	0.43701687	1.520e+05	1.286e-03	3.857e-03	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.3d	3D	3	2	0	5	0.43701659	4.559e+05	2.314e-03	1.157e-02	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.5s	3S	3	0	0	3	0.47269724	8.106e+04	1.376e-03	4.128e-03	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.5s	1S	1	0	0	1	0.47892739	6.928e-02	4.104e-09	4.104e-09	auto
3s.18p	3P*	3	1	1	3	0.55833300	3s.4d	1D	1	2	0	5	0.48419848	3.331e+00	4.527e-08	2.264e-07	auto
