Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	source
3s.4p	1P*	1	1	1	3	0.44968048	3s.3d	3D	3	2	0	3	0.43701687	2.844e-11	auto
3s.5s	3S	3	0	0	3	0.47269724	3s.3p	3P*	3	1	1	3	0.19929833	2.823e-05	auto
3s.5s	3S	3	0	0	3	0.47269724	3s.3p	3P*	3	1	1	5	0.19966935	8.421e-05	auto
3s.5s	3S	3	0	0	3	0.47269724	3s.3p	1P*	1	1	1	3	0.31941062	1.905e-06	auto
3s.5s	3S	3	0	0	3	0.47269724	3s.4p	3P*	3	1	1	3	0.43599038	1.960e-07	auto
3s.5s	3S	3	0	0	3	0.47269724	3s.4p	3P*	3	1	1	5	0.43605187	5.753e-07	auto
3s.5s	3S	3	0	0	3	0.47269724	3s.4p	1P*	1	1	1	3	0.44968048	9.549e-08	auto
3s.5s	1S	1	0	0	1	0.47892739	3s.3p	3P*	3	1	1	5	0.19966935	3.436e-04	auto
3s.5s	1S	1	0	0	1	0.47892739	3s.4p	3P*	3	1	1	5	0.43605187	1.084e-06	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.3p	3P*	3	1	1	1	0.19911554	1.095e-04	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.3p	3P*	3	1	1	3	0.19929833	2.451e-04	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.3p	3P*	3	1	1	5	0.19966935	1.886e-04	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.3p	1P*	1	1	1	3	0.31941062	2.039e-04	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.4p	3P*	3	1	1	1	0.43596035	3.973e-07	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.4p	3P*	3	1	1	3	0.43599038	8.978e-07	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.4p	3P*	3	1	1	5	0.43605187	6.874e-07	auto
3s.4d	1D	1	2	0	5	0.48419848	3s.4p	1P*	1	1	1	3	0.44968048	7.086e-07	auto
3s.4d	3D	3	2	0	3	0.49383689	3s.3p	3P*	3	1	1	3	0.19929833	1.578e-05	auto
3s.4d	3D	3	2	0	3	0.49383689	3s.3p	3P*	3	1	1	5	0.19966935	1.565e-03	auto
3s.4d	3D	3	2	0	3	0.49383689	3s.3p	1P*	1	1	1	3	0.31941062	3.313e-07	auto
3s.4d	3D	3	2	0	3	0.49383689	3s.4p	3P*	3	1	1	3	0.43599038	8.736e-08	auto
3s.4d	3D	3	2	0	3	0.49383689	3s.4p	3P*	3	1	1	5	0.43605187	2.083e-06	auto
3s.4d	3D	3	2	0	3	0.49383689	3s.4p	1P*	1	1	1	3	0.44968048	4.316e-08	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.3p	3P*	3	1	1	1	0.19911554	9.860e-06	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.3p	3P*	3	1	1	3	0.19929833	7.220e-04	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.3p	3P*	3	1	1	5	0.19966935	1.135e-03	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.3p	1P*	1	1	1	3	0.31941062	2.932e-06	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.4p	3P*	3	1	1	1	0.43596035	8.790e-08	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.4p	3P*	3	1	1	3	0.43599038	2.114e-06	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.4p	3P*	3	1	1	5	0.43605187	2.000e-06	auto
3s.4d	3D	3	2	0	5	0.49383652	3s.4p	1P*	1	1	1	3	0.44968048	3.857e-07	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.3p	3P*	3	1	1	1	0.19911554	3.751e-04	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.3p	3P*	3	1	1	3	0.19929833	7.583e-04	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.3p	3P*	3	1	1	5	0.19966935	1.071e-03	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.3p	1P*	1	1	1	3	0.31941062	1.185e-05	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.4p	3P*	3	1	1	1	0.43596035	5.027e-07	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.4p	3P*	3	1	1	3	0.43599038	1.085e-06	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.4p	3P*	3	1	1	5	0.43605187	4.957e-06	auto
3s.4d	3D	3	2	0	7	0.49383617	3s.4p	1P*	1	1	1	3	0.44968048	1.550e-06	auto
3s.5p	3P*	3	1	1	1	0.49435152	3s.3d	1D	1	2	0	5	0.42285584	7.088e-08	auto
3s.5p	3P*	3	1	1	1	0.49435152	3s.3d	3D	3	2	0	5	0.43701659	1.270e-08	auto
3s.5p	3P*	3	1	1	1	0.49435152	3s.3d	3D	3	2	0	7	0.43701675	7.441e-07	auto
3s.5p	3P*	3	1	1	1	0.49435152	3s.4d	1D	1	2	0	5	0.48419848	2.824e-09	auto
3s.5p	3P*	3	1	1	1	0.49435152	3s.4d	3D	3	2	0	5	0.49383652	2.096e-16	auto
3s.5p	3P*	3	1	1	1	0.49435152	3s.4d	3D	3	2	0	7	0.49383617	3.480e-19	auto
3s.5p	3P*	3	1	1	3	0.49436316	3s.4s	3S	3	0	0	3	0.37541836	1.400e-06	auto
3s.5p	3P*	3	1	1	3	0.49436316	3s.3d	3D	3	2	0	3	0.43701687	1.876e-09	auto
3s.5p	3P*	3	1	1	3	0.49436316	3s.3d	3D	3	2	0	5	0.43701659	3.077e-07	auto
3s.5p	3P*	3	1	1	3	0.49436316	3s.3d	3D	3	2	0	7	0.43701675	5.031e-07	auto
3s.5p	3P*	3	1	1	3	0.49436316	3s.5s	3S	3	0	0	3	0.47269724	4.903e-08	auto
3s.5p	3P*	3	1	1	3	0.49436316	3s.4d	3D	3	2	0	3	0.49383689	4.939e-17	auto
3s.5p	3P*	3	1	1	5	0.49438722	3s2	1S	1	0	0	1	0.00000000	8.760e-05	auto
3s.5p	3P*	3	1	1	5	0.49438722	3s.4s	3S	3	0	0	3	0.37541836	2.463e-06	auto
3s.5p	3P*	3	1	1	5	0.49438722	3s.4s	1S	1	0	0	1	0.39643154	3.294e-07	auto
3s.5p	3P*	3	1	1	5	0.49438722	3s.3d	3D	3	2	0	3	0.43701687	2.694e-07	auto
3s.5p	3P*	3	1	1	5	0.49438722	3s.3d	3D	3	2	0	5	0.43701659	3.142e-07	auto
3s.5p	3P*	3	1	1	5	0.49438722	3s.3d	3D	3	2	0	7	0.43701675	3.346e-07	auto
3s.5p	3P*	3	1	1	5	0.49438722	3s.5s	1S	1	0	0	1	0.47892739	1.664e-08	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s2	1S	1	0	0	1	0.00000000	1.831e-03	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s.4s	3S	3	0	0	3	0.37541836	8.058e-07	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s.4s	1S	1	0	0	1	0.39643154	4.248e-05	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s.3d	1D	1	2	0	5	0.42285584	1.235e-05	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s.3d	3D	3	2	0	3	0.43701687	2.340e-06	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s.3d	3D	3	2	0	5	0.43701659	1.799e-06	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s.3d	3D	3	2	0	7	0.43701675	1.374e-06	auto
3s.4f	1F*	1	3	1	7	0.49824836	3s.5s	1S	1	0	0	1	0.47892739	6.098e-09	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s2	1S	1	0	0	1	0.00000000	2.517e-13	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s.4s	3S	3	0	0	3	0.37541836	5.570e-05	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s.4s	1S	1	0	0	1	0.39643154	3.452e-16	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	1D	1	2	0	5	0.42285584	4.385e-07	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	3D	3	2	0	3	0.43701687	2.016e-06	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	3D	3	2	0	5	0.43701659	1.423e-06	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	3D	3	2	0	7	0.43701675	2.622e-07	auto
3s.4f	3F*	3	3	1	5	0.49825033	3s.5s	1S	1	0	0	1	0.47892739	8.533e-20	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s2	1S	1	0	0	1	0.00000000	2.684e-05	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s.4s	3S	3	0	0	3	0.37541836	5.490e-05	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s.4s	1S	1	0	0	1	0.39643154	6.236e-07	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s.3d	1D	1	2	0	5	0.42285584	3.525e-06	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s.3d	3D	3	2	0	3	0.43701687	1.156e-06	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s.3d	3D	3	2	0	5	0.43701659	9.221e-06	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s.3d	3D	3	2	0	7	0.43701675	2.397e-06	auto
3s.4f	3F*	3	3	1	7	0.49825076	3s.5s	1S	1	0	0	1	0.47892739	8.959e-11	auto
3s.4f	3F*	3	3	1	9	0.49825125	3s.4s	3S	3	0	0	3	0.37541836	5.570e-05	auto
3s.4f	3F*	3	3	1	9	0.49825125	3s.3d	1D	1	2	0	5	0.42285584	6.579e-06	auto
3s.4f	3F*	3	3	1	9	0.49825125	3s.3d	3D	3	2	0	3	0.43701687	6.824e-08	auto
3s.4f	3F*	3	3	1	9	0.49825125	3s.3d	3D	3	2	0	5	0.43701659	8.234e-07	auto
3s.4f	3F*	3	3	1	9	0.49825125	3s.3d	3D	3	2	0	7	0.43701675	1.895e-05	auto
3s.4f	3F*	3	3	1	9	0.49825125	3s.5s	3S	3	0	0	3	0.47269724	3.042e-08	auto
3s.4f	3F*	3	3	1	9	0.49825125	3s.4d	3D	3	2	0	3	0.49383689	1.168e-14	auto
3s.5p	1P*	1	1	1	3	0.49852264	3s.4s	3S	3	0	0	3	0.37541836	1.096e-05	auto
3s.5p	1P*	1	1	1	3	0.49852264	3s.3d	1D	1	2	0	5	0.42285584	6.558e-06	auto
3s.5p	1P*	1	1	1	3	0.49852264	3s.3d	3D	3	2	0	3	0.43701687	1.318e-10	auto
3s.5p	1P*	1	1	1	3	0.49852264	3s.5s	3S	3	0	0	3	0.47269724	1.152e-07	auto
3s.5p	1P*	1	1	1	3	0.49852264	3s.4d	3D	3	2	0	3	0.49383689	1.012e-12	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.3p	3P*	3	1	1	3	0.19929833	1.722e-05	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.3p	3P*	3	1	1	5	0.19966935	5.149e-05	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.3p	1P*	1	1	1	3	0.31941062	2.357e-06	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.4p	3P*	3	1	1	3	0.43599038	2.519e-07	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.4p	3P*	3	1	1	5	0.43605187	7.511e-07	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.4p	1P*	1	1	1	3	0.44968048	2.144e-09	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.5p	3P*	3	1	1	3	0.49436316	7.941e-09	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.4f	3F*	3	3	1	9	0.49825125	3.876e-10	auto
3s.6s	3S	3	0	0	3	0.50932360	3s.5p	1P*	1	1	1	3	0.49852264	6.542e-09	auto
3s.6s	1S	1	0	0	1	0.51201246	3s.3p	3P*	3	1	1	5	0.19966935	2.513e-04	auto
3s.6s	1S	1	0	0	1	0.51201246	3s.4p	3P*	3	1	1	5	0.43605187	1.864e-06	auto
3s.6s	1S	1	0	0	1	0.51201246	3s.5p	3P*	3	1	1	5	0.49438722	4.793e-08	auto
3s.6s	1S	1	0	0	1	0.51201246	3s.4f	1F*	1	3	1	7	0.49824836	2.724e-09	auto
3s.6s	1S	1	0	0	1	0.51201246	3s.4f	3F*	3	3	1	5	0.49825033	3.172e-19	auto
3s.6s	1S	1	0	0	1	0.51201246	3s.4f	3F*	3	3	1	7	0.49825076	3.995e-11	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.3p	3P*	3	1	1	1	0.19911554	3.646e-05	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.3p	3P*	3	1	1	3	0.19929833	8.054e-05	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.3p	3P*	3	1	1	5	0.19966935	6.066e-05	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.3p	1P*	1	1	1	3	0.31941062	1.683e-03	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.4p	3P*	3	1	1	1	0.43596035	2.677e-07	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.4p	3P*	3	1	1	3	0.43599038	6.027e-07	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.4p	3P*	3	1	1	5	0.43605187	4.650e-07	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.4p	1P*	1	1	1	3	0.44968048	4.773e-07	auto
3s.5d	1D	1	2	0	5	0.51311972	3s.5p	3P*	3	1	1	1	0.49435152	1.007e-08	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.3p	3P*	3	1	1	3	0.19929833	5.484e-06	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.3p	3P*	3	1	1	5	0.19966935	4.994e-03	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.3p	1P*	1	1	1	3	0.31941062	6.314e-08	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.4p	3P*	3	1	1	3	0.43599038	8.348e-08	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.4p	1P*	1	1	1	3	0.44968048	1.889e-08	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.5p	3P*	3	1	1	3	0.49436316	3.114e-09	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.5p	3P*	3	1	1	5	0.49438722	1.778e-07	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.4f	3F*	3	3	1	9	0.49825125	1.139e-09	auto
3s.5d	3D	3	2	0	3	0.51913308	3s.5p	1P*	1	1	1	3	0.49852264	2.278e-09	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.3p	3P*	3	1	1	1	0.19911554	6.486e-06	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.3p	3P*	3	1	1	3	0.19929833	1.768e-03	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.3p	3P*	3	1	1	5	0.19966935	3.370e-03	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.3p	1P*	1	1	1	3	0.31941062	5.513e-07	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.4p	3P*	3	1	1	1	0.43596035	8.039e-08	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.4p	3P*	3	1	1	3	0.43599038	1.315e-06	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.4p	3P*	3	1	1	5	0.43605187	5.761e-07	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.4p	1P*	1	1	1	3	0.44968048	1.666e-07	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.5p	3P*	3	1	1	1	0.49435152	3.137e-09	auto
3s.5d	3D	3	2	0	5	0.51913287	3s.5p	3P*	3	1	1	5	0.49438722	1.403e-07	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.3p	3P*	3	1	1	1	0.19911554	1.196e-03	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.3p	3P*	3	1	1	3	0.19929833	2.393e-03	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.3p	3P*	3	1	1	5	0.19966935	1.726e-03	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.3p	1P*	1	1	1	3	0.31941062	2.248e-06	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.4p	3P*	3	1	1	1	0.43596035	6.973e-10	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.4p	3P*	3	1	1	5	0.43605187	4.081e-06	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.4p	1P*	1	1	1	3	0.44968048	6.749e-07	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.5p	3P*	3	1	1	1	0.49435152	4.288e-08	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.5p	3P*	3	1	1	5	0.49438722	2.067e-07	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.3d	1D	1	2	0	5	0.42285584	3.369e-07	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.3d	3D	3	2	0	5	0.43701659	4.081e-09	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.3d	3D	3	2	0	7	0.43701675	4.245e-08	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.4d	1D	1	2	0	5	0.48419848	4.170e-09	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.4d	3D	3	2	0	5	0.49383652	1.144e-09	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.4d	3D	3	2	0	7	0.49383617	1.306e-07	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.5d	1D	1	2	0	5	0.51311972	8.726e-10	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.5d	3D	3	2	0	5	0.51913287	2.912e-16	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.5d	3D	3	2	0	7	0.51913260	2.358e-18	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.4s	3S	3	0	0	3	0.37541836	8.778e-07	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	1D	1	2	0	5	0.42285584	2.556e-07	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	3D	3	2	0	3	0.43701687	2.307e-10	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.5s	3S	3	0	0	3	0.47269724	4.254e-08	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.4d	3D	3	2	0	3	0.49383689	2.110e-10	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.6s	3S	3	0	0	3	0.50932360	3.021e-09	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.5d	3D	3	2	0	3	0.51913308	6.295e-17	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s2	1S	1	0	0	1	0.00000000	5.845e-05	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.4s	3S	3	0	0	3	0.37541836	1.527e-06	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.4s	1S	1	0	0	1	0.39643154	4.937e-07	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.3d	1D	1	2	0	5	0.42285584	1.180e-07	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.5s	1S	1	0	0	1	0.47892739	7.239e-09	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.6s	1S	1	0	0	1	0.51201246	1.222e-09	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s2	1S	1	0	0	1	0.00000000	3.143e-03	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.4s	3S	3	0	0	3	0.37541836	7.322e-07	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.4s	1S	1	0	0	1	0.39643154	1.060e-06	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.3d	1D	1	2	0	5	0.42285584	6.551e-06	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.3d	3D	3	2	0	3	0.43701687	1.422e-06	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.3d	3D	3	2	0	5	0.43701659	8.319e-07	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.3d	3D	3	2	0	7	0.43701675	7.580e-07	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.5s	1S	1	0	0	1	0.47892739	2.313e-06	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.4d	1D	1	2	0	5	0.48419848	8.293e-07	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.6s	1S	1	0	0	1	0.51201246	8.815e-10	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s2	1S	1	0	0	1	0.00000000	5.157e-13	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.4s	3S	3	0	0	3	0.37541836	2.010e-05	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.4s	1S	1	0	0	1	0.39643154	6.045e-16	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.3d	1D	1	2	0	5	0.42285584	3.325e-07	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.3d	3D	3	2	0	3	0.43701687	1.063e-06	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.3d	3D	3	2	0	5	0.43701659	2.963e-07	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.5s	3S	3	0	0	3	0.47269724	1.951e-06	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.5s	1S	1	0	0	1	0.47892739	2.170e-18	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.4d	3D	3	2	0	5	0.49383652	1.348e-07	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.6s	1S	1	0	0	1	0.51201246	8.090e-21	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s2	1S	1	0	0	1	0.00000000	1.186e-04	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.4s	3S	3	0	0	3	0.37541836	1.937e-05	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.4s	1S	1	0	0	1	0.39643154	4.020e-08	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.3d	1D	1	2	0	5	0.42285584	3.270e-06	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.3d	3D	3	2	0	3	0.43701687	4.618e-07	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.3d	3D	3	2	0	5	0.43701659	6.188e-06	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.3d	3D	3	2	0	7	0.43701675	1.177e-06	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.5s	3S	3	0	0	3	0.47269724	1.880e-06	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.5s	1S	1	0	0	1	0.47892739	8.741e-08	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.4d	1D	1	2	0	5	0.48419848	1.256e-07	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.4d	3D	3	2	0	5	0.49383652	3.129e-07	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.6s	1S	1	0	0	1	0.51201246	3.334e-11	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.4s	3S	3	0	0	3	0.37541836	2.010e-05	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.3d	1D	1	2	0	5	0.42285584	4.988e-06	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.3d	3D	3	2	0	3	0.43701687	3.618e-10	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.3d	3D	3	2	0	5	0.43701659	1.625e-07	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.3d	3D	3	2	0	7	0.43701675	1.160e-05	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.5s	3S	3	0	0	3	0.47269724	1.951e-06	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.4d	1D	1	2	0	5	0.48419848	1.520e-07	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.4d	3D	3	2	0	3	0.49383689	8.512e-09	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.4d	3D	3	2	0	7	0.49383617	6.726e-07	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.6s	3S	3	0	0	3	0.50932360	3.876e-09	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.5d	3D	3	2	0	3	0.51913308	2.004e-15	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.4s	3S	3	0	0	3	0.37541836	9.320e-06	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.3d	1D	1	2	0	5	0.42285584	4.094e-05	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.3d	3D	3	2	0	3	0.43701687	7.965e-11	auto
