Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	source
3s.8p	1P*	1	1	1	3	0.54132160	3s.4f	3F*	3	3	1	7	0.49825076	1.580e-04	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.5p	1P*	1	1	1	3	0.49852264	4.826e-02	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.6p	3P*	3	1	1	1	0.51957785	1.007e-10	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.6p	3P*	3	1	1	3	0.51958373	7.242e-06	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.6p	3P*	3	1	1	5	0.51959559	2.687e-06	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.5f	1F*	1	3	1	7	0.52128269	7.270e-03	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.5f	3F*	3	3	1	5	0.52128328	2.770e-07	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.5f	3F*	3	3	1	7	0.52128364	2.502e-04	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.6p	1P*	1	1	1	3	0.52138137	8.137e-02	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.7p	3P*	3	1	1	1	0.53287880	9.017e-11	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.7p	3P*	3	1	1	3	0.53288182	4.429e-06	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.7p	3P*	3	1	1	5	0.53288856	1.368e-06	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.6f	1F*	1	3	1	7	0.53377902	2.606e-03	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.6f	3F*	3	3	1	5	0.53377948	1.881e-07	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.6f	3F*	3	3	1	7	0.53377948	1.681e-04	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.7p	1P*	1	1	1	3	0.53382230	4.449e-02	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.8p	3P*	3	1	1	1	0.54076870	1.316e-10	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.7f	1F*	1	3	1	7	0.54129958	8.884e-14	auto
3s.8p	1P*	1	1	1	3	0.54132160	3s.7f	3F*	3	3	1	7	0.54129958	4.143e-14	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.4s	3S	3	0	0	3	0.37541836	5.812e-18	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.3d	3D	3	2	0	3	0.43701687	6.813e+00	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.3d	3D	3	2	0	5	0.43701659	1.892e+00	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.3d	3D	3	2	0	7	0.43701675	1.261e-01	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5s	3S	3	0	0	3	0.47269724	8.461e-22	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.4d	3D	3	2	0	3	0.49383689	6.845e-02	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.4d	3D	3	2	0	5	0.49383652	1.901e-02	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.4d	3D	3	2	0	7	0.49383617	1.268e-03	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6s	3S	3	0	0	3	0.50932360	5.575e-24	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5d	3D	3	2	0	3	0.51913308	6.660e-02	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5d	3D	3	2	0	5	0.51913287	1.850e-02	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5d	3D	3	2	0	7	0.51913260	1.233e-03	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5g	3G	3	4	0	7	0.52181666	1.248e-02	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5g	1G	1	4	0	9	0.52181666	1.163e-03	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5g	3G	3	4	0	9	0.52181666	1.534e-03	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.5g	3G	3	4	0	11	0.52181666	7.264e-05	auto
3s.7g	3G	3	4	0	7	0.54150711	3p2	3P	3	1	0	3	0.52701670	3.166e-12	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.7s	3S	3	0	0	3	0.52721550	4.487e-22	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6d	3D	3	2	0	3	0.53257065	1.091e-01	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6d	3D	3	2	0	5	0.53257046	3.032e-02	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6d	3D	3	2	0	7	0.53257037	2.021e-03	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6g	3G	3	4	0	7	0.53410086	1.172e-02	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6g	1G	1	4	0	9	0.53410086	1.185e-03	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6g	3G	3	4	0	9	0.53410086	1.347e-03	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.6g	3G	3	4	0	11	0.53410086	6.820e-05	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.8s	3S	3	0	0	3	0.53730801	1.605e-28	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.7d	3D	3	2	0	3	0.54055262	6.444e-06	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.7d	3D	3	2	0	5	0.54055245	1.790e-06	auto
3s.7g	3G	3	4	0	7	0.54150711	3s.7d	3D	3	2	0	7	0.54055235	1.193e-07	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.3d	1D	1	2	0	5	0.42285584	4.776e+00	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.3d	3D	3	2	0	5	0.43701659	3.686e+00	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.3d	3D	3	2	0	7	0.43701675	7.371e-01	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.4d	1D	1	2	0	5	0.48419848	4.459e-02	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.4d	3D	3	2	0	5	0.49383652	3.703e-02	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.4d	3D	3	2	0	7	0.49383617	7.406e-03	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.5d	1D	1	2	0	5	0.51311972	2.652e-01	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.5d	3D	3	2	0	5	0.51913287	3.603e-02	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.5d	3D	3	2	0	7	0.51913260	7.206e-03	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.5g	3G	3	4	0	7	0.52181666	1.050e-03	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.5g	1G	1	4	0	9	0.52181666	1.313e-02	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.5g	3G	3	4	0	9	0.52181666	1.629e-06	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.5g	3G	3	4	0	11	0.52181666	1.070e-03	auto
3s.7g	3G	3	4	0	9	0.54150711	3p2	3P	3	1	0	5	0.52738610	4.451e-05	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.6d	1D	1	2	0	5	0.52874672	2.070e-01	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.6d	3D	3	2	0	5	0.53257046	5.905e-02	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.6d	3D	3	2	0	7	0.53257037	1.181e-02	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.6g	3G	3	4	0	7	0.53410086	9.864e-04	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.6g	1G	1	4	0	9	0.53410086	1.230e-02	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.6g	3G	3	4	0	9	0.53410086	2.868e-05	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.6g	3G	3	4	0	11	0.53410086	1.004e-03	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.7d	1D	1	2	0	5	0.53802135	2.734e-03	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.7d	3D	3	2	0	5	0.54055245	3.486e-06	auto
3s.7g	3G	3	4	0	9	0.54150711	3s.7d	3D	3	2	0	7	0.54055235	6.970e-07	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.3d	1D	1	2	0	5	0.42285584	4.793e+00	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.3d	3D	3	2	0	5	0.43701659	3.673e+00	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.3d	3D	3	2	0	7	0.43701675	7.346e-01	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.4d	1D	1	2	0	5	0.48419848	4.475e-02	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.4d	3D	3	2	0	5	0.49383652	3.691e-02	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.4d	3D	3	2	0	7	0.49383617	7.381e-03	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.5d	1D	1	2	0	5	0.51311972	2.661e-01	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.5d	3D	3	2	0	5	0.51913287	3.591e-02	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.5d	3D	3	2	0	7	0.51913260	7.183e-03	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.5g	3G	3	4	0	7	0.52181666	1.047e-03	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.5g	1G	1	4	0	9	0.52181666	2.965e-04	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.5g	3G	3	4	0	9	0.52181666	1.285e-02	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.5g	3G	3	4	0	11	0.52181666	1.066e-03	auto
3s.7g	1G	1	4	0	9	0.54150711	3p2	3P	3	1	0	5	0.52738610	4.461e-05	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.6d	1D	1	2	0	5	0.52874672	2.077e-01	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.6d	3D	3	2	0	5	0.53257046	5.885e-02	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.6d	3D	3	2	0	7	0.53257037	1.177e-02	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.6g	3G	3	4	0	7	0.53410086	9.831e-04	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.6g	1G	1	4	0	9	0.53410086	1.584e-04	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.6g	3G	3	4	0	9	0.53410086	1.218e-02	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.6g	3G	3	4	0	11	0.53410086	1.001e-03	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.7d	1D	1	2	0	5	0.53802135	2.743e-03	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.7d	3D	3	2	0	5	0.54055245	3.474e-06	auto
3s.7g	1G	1	4	0	9	0.54150711	3s.7d	3D	3	2	0	7	0.54055235	6.948e-07	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.3d	3D	3	2	0	7	0.43701675	8.830e+00	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.4d	3D	3	2	0	7	0.49383617	8.872e-02	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.5d	3D	3	2	0	7	0.51913260	8.633e-02	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.5g	3G	3	4	0	7	0.52181666	4.622e-05	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.5g	1G	1	4	0	9	0.52181666	7.534e-04	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.5g	3G	3	4	0	9	0.52181666	9.938e-04	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.5g	3G	3	4	0	11	0.52181666	1.346e-02	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.6d	3D	3	2	0	7	0.53257037	1.415e-01	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.6g	3G	3	4	0	7	0.53410086	4.340e-05	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.6g	1G	1	4	0	9	0.53410086	7.681e-04	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.6g	3G	3	4	0	9	0.53410086	8.725e-04	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.6g	3G	3	4	0	11	0.53410086	1.264e-02	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.7d	3D	3	2	0	7	0.54055235	8.352e-06	auto
3s.7g	3G	3	4	0	11	0.54150711	3s.7g	3G	3	4	0	7	0.54150711	3.550e-30	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.4f	1F*	1	3	1	7	0.49824836	1.549e+00	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.4f	3F*	3	3	1	7	0.49825076	8.753e-01	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.4f	3F*	3	3	1	9	0.49825125	6.745e-02	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.5f	1F*	1	3	1	7	0.52128269	2.777e-02	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.5f	3F*	3	3	1	7	0.52128364	2.127e-02	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.5f	3F*	3	3	1	9	0.52128398	1.378e-03	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.6f	1F*	1	3	1	7	0.53377902	5.110e-02	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.6f	3F*	3	3	1	7	0.53377948	5.085e-02	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.6f	3F*	3	3	1	9	0.53377948	2.835e-03	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.6h	1H*	1	5	1	11	0.53417510	7.705e-03	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.6h	3H*	3	5	1	9	0.53417510	2.080e-04	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.6h	3H*	3	5	1	11	0.53417510	1.606e-05	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.6h	3H*	3	5	1	13	0.53417510	2.100e-04	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.7f	1F*	1	3	1	7	0.54129958	1.261e-09	auto
3s.7h	1H*	1	5	1	11	0.54155556	3s.7f	3F*	3	3	1	7	0.54129958	5.806e-09	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.4f	1F*	1	3	1	7	0.49824836	4.411e-03	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.4f	3F*	3	3	1	5	0.49825033	2.178e+00	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.4f	3F*	3	3	1	7	0.49825076	3.006e-01	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.4f	3F*	3	3	1	9	0.49825125	1.188e-02	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.5f	1F*	1	3	1	7	0.52128269	2.266e-04	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.5f	3F*	3	3	1	5	0.52128328	4.449e-02	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.5f	3F*	3	3	1	7	0.52128364	6.003e-03	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.5f	3F*	3	3	1	9	0.52128398	2.427e-04	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6f	1F*	1	3	1	7	0.53377902	8.492e-04	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6f	3F*	3	3	1	5	0.53377948	9.157e-02	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6f	3F*	3	3	1	7	0.53377948	1.197e-02	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6f	3F*	3	3	1	9	0.53377948	4.994e-04	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6h	1H*	1	5	1	11	0.53417510	2.542e-04	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6h	3H*	3	5	1	9	0.53417510	7.182e-03	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6h	3H*	3	5	1	11	0.53417510	6.863e-04	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.6h	3H*	3	5	1	13	0.53417510	1.644e-05	auto
3s.7h	3H*	3	5	1	9	0.54155556	3s.7f	3F*	3	3	1	5	0.54129958	6.351e-09	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.4f	1F*	1	3	1	7	0.49824836	9.379e-01	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.4f	3F*	3	3	1	7	0.49825076	1.374e+00	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.4f	3F*	3	3	1	9	0.49825125	1.821e-01	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.5f	1F*	1	3	1	7	0.52128269	2.227e-02	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.5f	3F*	3	3	1	7	0.52128364	2.476e-02	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.5f	3F*	3	3	1	9	0.52128398	3.720e-03	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.6f	1F*	1	3	1	7	0.53377902	5.297e-02	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.6f	3F*	3	3	1	7	0.53377948	4.423e-02	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.6f	3F*	3	3	1	9	0.53377948	7.653e-03	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.6h	1H*	1	5	1	11	0.53417510	1.604e-05	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.6h	3H*	3	5	1	9	0.53417510	5.615e-04	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.6h	3H*	3	5	1	11	0.53417510	6.995e-03	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.6h	3H*	3	5	1	13	0.53417510	5.669e-04	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.7f	1F*	1	3	1	7	0.54129958	5.781e-09	auto
3s.7h	3H*	3	5	1	11	0.54155556	3s.7f	3F*	3	3	1	7	0.54129958	9.653e-10	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.4f	3F*	3	3	1	9	0.49825125	2.495e+00	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.5f	3F*	3	3	1	9	0.52128398	5.098e-02	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.6f	3F*	3	3	1	9	0.53377948	1.049e-01	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.6h	1H*	1	5	1	11	0.53417510	1.777e-04	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.6h	3H*	3	5	1	9	0.53417510	1.138e-05	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.6h	3H*	3	5	1	11	0.53417510	4.797e-04	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.6h	3H*	3	5	1	13	0.53417510	7.471e-03	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.7f	3F*	3	3	1	9	0.54129958	7.250e-09	auto
3s.7h	3H*	3	5	1	13	0.54155556	3s.7h	3H*	3	5	1	9	0.54155556	1.109e-33	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.5g	1G	1	4	0	9	0.52181666	1.057e-01	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.5g	3G	3	4	0	9	0.52181666	8.911e-01	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.5g	3G	3	4	0	11	0.52181666	1.775e-02	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.6g	1G	1	4	0	9	0.53410086	6.034e-03	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.6g	3G	3	4	0	9	0.53410086	6.559e-02	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.6g	3G	3	4	0	11	0.53410086	1.275e-03	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.7g	3G	3	4	0	9	0.54150711	1.815e-13	auto
3s.7i	1I	1	6	0	13	0.54157072	3s.7g	1G	1	4	0	9	0.54150711	2.526e-12	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.5g	3G	3	4	0	7	0.52181666	9.326e-01	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.5g	1G	1	4	0	9	0.52181666	3.447e-02	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.5g	3G	3	4	0	9	0.52181666	4.547e-02	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.5g	3G	3	4	0	11	0.52181666	2.050e-03	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.6g	3G	3	4	0	7	0.53410086	6.701e-02	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.6g	1G	1	4	0	9	0.53410086	2.689e-03	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.6g	3G	3	4	0	9	0.53410086	3.054e-03	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.6g	3G	3	4	0	11	0.53410086	1.473e-04	auto
3s.7i	3I	3	6	0	11	0.54157072	3s.7g	3G	3	4	0	7	0.54150711	2.538e-12	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.5g	1G	1	4	0	9	0.52181666	8.797e-01	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.5g	3G	3	4	0	9	0.52181666	8.496e-02	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.5g	3G	3	4	0	11	0.52181666	4.989e-02	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.6g	1G	1	4	0	9	0.53410086	6.459e-02	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.6g	3G	3	4	0	9	0.53410086	4.724e-03	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.6g	3G	3	4	0	11	0.53410086	3.584e-03	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.7g	3G	3	4	0	9	0.54150711	2.486e-12	auto
3s.7i	3I	3	6	0	13	0.54157072	3s.7g	1G	1	4	0	9	0.54150711	1.380e-13	auto
3s.7i	3I	3	6	0	15	0.54157072	3s.5g	3G	3	4	0	11	0.52181666	1.015e+00	auto
3s.7i	3I	3	6	0	15	0.54157072	3s.6g	3G	3	4	0	11	0.53410086	7.289e-02	auto
3s.7i	3I	3	6	0	15	0.54157072	3s.7g	3G	3	4	0	11	0.54150711	2.754e-12	auto
3s.7i	3I	3	6	0	15	0.54157072	3s.7i	3I	3	6	0	11	0.54157072	6.344e-35	auto
3s.9s	3S	3	0	0	3	0.54356300	3s2	1S	1	0	0	1	0.00000000	2.898e-16	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.4s	1S	1	0	0	1	0.39643154	2.330e-18	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.3d	3D	3	2	0	3	0.43701687	3.896e-01	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.3d	3D	3	2	0	5	0.43701659	6.493e-01	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.3d	3D	3	2	0	7	0.43701675	9.090e-01	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.5s	1S	1	0	0	1	0.47892739	1.019e-18	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.4d	3D	3	2	0	3	0.49383689	4.888e-03	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.4d	3D	3	2	0	5	0.49383652	8.146e-03	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.4d	3D	3	2	0	7	0.49383617	1.140e-02	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.6s	1S	1	0	0	1	0.51201246	9.020e-19	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.5d	3D	3	2	0	3	0.51913308	5.499e-05	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.5d	3D	3	2	0	5	0.51913287	9.166e-05	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.5d	3D	3	2	0	7	0.51913260	1.283e-04	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.5g	3G	3	4	0	7	0.52181666	2.366e-24	auto
3s.9s	3S	3	0	0	3	0.54356300	3p2	3P	3	1	0	1	0.52682870	3.509e-13	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.7s	1S	1	0	0	1	0.52862060	5.719e-18	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.6d	3D	3	2	0	3	0.53257065	3.556e-04	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.6d	3D	3	2	0	5	0.53257046	5.926e-04	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.6d	3D	3	2	0	7	0.53257037	8.296e-04	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.6g	3G	3	4	0	7	0.53410086	2.092e-26	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.8s	1S	1	0	0	1	0.53813530	4.572e-21	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.7d	3D	3	2	0	3	0.54055262	1.552e-03	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.7d	3D	3	2	0	5	0.54055245	2.586e-03	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.7d	3D	3	2	0	7	0.54055235	3.620e-03	auto
3s.9s	3S	3	0	0	3	0.54356300	3s.7g	3G	3	4	0	7	0.54150711	6.271e-30	auto
3s.8d	1D	1	2	0	5	0.54393522	3s2	1S	1	0	0	1	0.00000000	4.295e+02	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.4s	1S	1	0	0	1	0.39643154	1.062e+01	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.3d	1D	1	2	0	5	0.42285584	5.397e+01	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.5s	1S	1	0	0	1	0.47892739	8.461e-01	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.4d	1D	1	2	0	5	0.48419848	1.968e+00	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.6s	1S	1	0	0	1	0.51201246	1.672e-01	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.5d	1D	1	2	0	5	0.51311972	1.232e-02	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.5g	1G	1	4	0	9	0.52181666	8.905e-04	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.5g	3G	3	4	0	9	0.52181666	6.753e-04	auto
3s.8d	1D	1	2	0	5	0.54393522	3p2	3P	3	1	0	1	0.52682870	1.246e-06	auto
3s.8d	1D	1	2	0	5	0.54393522	3p2	3P	3	1	0	5	0.52738610	2.170e-06	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.7s	1S	1	0	0	1	0.52862060	5.085e-02	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.6d	1D	1	2	0	5	0.52874672	1.482e-02	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.6g	1G	1	4	0	9	0.53410086	8.990e-04	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.6g	3G	3	4	0	9	0.53410086	7.915e-04	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.7d	1D	1	2	0	5	0.53802135	1.610e-02	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.8s	1S	1	0	0	1	0.53813530	1.458e-02	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.7g	3G	3	4	0	9	0.54150711	1.613e-04	auto
3s.8d	1D	1	2	0	5	0.54393522	3s.7g	1G	1	4	0	9	0.54150711	1.618e-04	auto
3s.9s	1S	1	0	0	1	0.54409120	3s.4s	3S	3	0	0	3	0.37541836	5.999e-15	auto
3s.9s	1S	1	0	0	1	0.54409120	3s.3d	1D	1	2	0	5	0.42285584	1.186e+00	auto
3s.9s	1S	1	0	0	1	0.54409120	3s.3d	3D	3	2	0	3	0.43701687	1.171e-13	auto
3s.9s	1S	1	0	0	1	0.54409120	3s.3d	3D	3	2	0	5	0.43701659	2.322e-09	auto
3s.9s	1S	1	0	0	1	0.54409120	3s.5s	3S	3	0	0	3	0.47269724	2.123e-17	auto
3s.9s	1S	1	0	0	1	0.54409120	3s.4d	1D	1	2	0	5	0.48419848	4.464e-01	auto
3s.9s	1S	1	0	0	1	0.54409120	3s.4d	3D	3	2	0	3	0.49383689	1.081e-14	auto
