Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	source
3s.14f	1F*	1	3	1	7	0.55684840	3s.4f	1F*	1	3	1	7	0.49824836	2.024e-01	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.4f	3F*	3	3	1	5	0.49825033	1.884e-02	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.4f	3F*	3	3	1	7	0.49825076	2.878e-02	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.4f	3F*	3	3	1	9	0.49825125	1.959e-02	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.5p	1P*	1	1	1	3	0.49852264	2.598e-01	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6p	3P*	3	1	1	3	0.51958373	1.233e-03	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6p	3P*	3	1	1	5	0.51959559	5.836e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.5f	1F*	1	3	1	7	0.52128269	2.556e-02	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.5f	3F*	3	3	1	5	0.52128328	2.236e-03	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.5f	3F*	3	3	1	7	0.52128364	2.211e-03	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.5f	3F*	3	3	1	9	0.52128398	2.324e-03	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6p	1P*	1	1	1	3	0.52138137	2.175e-02	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.7p	3P*	3	1	1	3	0.53288182	1.764e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.7p	3P*	3	1	1	5	0.53288856	1.035e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6f	1F*	1	3	1	7	0.53377902	1.793e-03	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6f	3F*	3	3	1	5	0.53377948	1.505e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6f	3F*	3	3	1	7	0.53377948	8.679e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6f	3F*	3	3	1	9	0.53377948	1.563e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.7p	1P*	1	1	1	3	0.53382230	2.681e-03	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6h	1H*	1	5	1	11	0.53417510	1.483e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6h	3H*	3	5	1	9	0.53417510	2.925e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.6h	3H*	3	5	1	11	0.53417510	6.973e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8p	3P*	3	1	1	3	0.54076870	2.016e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8p	3P*	3	1	1	5	0.54076870	1.030e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.7f	1F*	1	3	1	7	0.54129958	1.358e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8p	1P*	1	1	1	3	0.54132160	4.840e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.7h	1H*	1	5	1	11	0.54155556	2.623e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.7h	3H*	3	5	1	9	0.54155556	5.154e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.7h	3H*	3	5	1	11	0.54155556	1.230e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9p	3P*	3	1	1	3	0.54582950	2.507e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9p	3P*	3	1	1	5	0.54582950	1.266e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8f	1F*	1	3	1	7	0.54617128	1.692e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8f	3F*	3	3	1	5	0.54617128	1.465e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8f	3F*	3	3	1	7	0.54617128	2.407e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8f	3F*	3	3	1	9	0.54617128	1.529e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9p	1P*	1	1	1	3	0.54618280	1.428e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8h	1H*	1	5	1	11	0.54634581	3.083e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8h	3H*	3	5	1	9	0.54634581	6.057e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.8h	3H*	3	5	1	11	0.54634581	1.446e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.10p	3P*	3	1	1	3	0.54922700	2.290e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.10p	3P*	3	1	1	5	0.54923000	1.152e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9f	1F*	1	3	1	7	0.54950572	2.892e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9f	3F*	3	3	1	5	0.54950572	2.474e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9f	3F*	3	3	1	7	0.54950572	4.362e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9f	3F*	3	3	1	9	0.54950572	2.579e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.10p	1P*	1	1	1	3	0.54951500	7.446e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9h	1H*	1	5	1	11	0.54962983	3.078e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9h	3H*	3	5	1	9	0.54962983	6.046e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.9h	3H*	3	5	1	11	0.54962983	1.443e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.11p	3P*	3	1	1	3	0.55164600	1.890e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.11p	3P*	3	1	1	5	0.55164700	9.501e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.10f	1F*	1	3	1	7	0.55188736	2.917e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.10f	3F*	3	3	1	5	0.55188736	2.488e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.10f	3F*	3	3	1	7	0.55188736	4.492e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.10f	3F*	3	3	1	9	0.55188736	2.592e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.11p	1P*	1	1	1	3	0.55189390	6.281e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.12p	3P*	3	1	1	3	0.55342800	1.516e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.12p	3P*	3	1	1	5	0.55342900	7.621e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.11f	1F*	1	3	1	7	0.55364726	2.436e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.11f	3F*	3	3	1	5	0.55364726	2.075e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.11f	3F*	3	3	1	7	0.55364726	3.808e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.11f	3F*	3	3	1	9	0.55364726	2.162e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.12p	1P*	1	1	1	3	0.55365060	7.283e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.13p	3P*	3	1	1	3	0.55478100	1.232e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.13p	3P*	3	1	1	5	0.55478200	6.199e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.12f	1F*	1	3	1	7	0.55498440	1.820e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.12f	3F*	3	3	1	5	0.55498440	1.550e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.12f	3F*	3	3	1	7	0.55498440	2.887e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.12f	3F*	3	3	1	9	0.55498440	1.614e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.13p	1P*	1	1	1	3	0.55498830	1.109e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.14p	3P*	3	1	1	3	0.55583100	1.137e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.14p	3P*	3	1	1	5	0.55583200	5.741e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.13f	1F*	1	3	1	7	0.55602420	1.179e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.13f	3F*	3	3	1	5	0.55602420	1.004e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.13f	3F*	3	3	1	7	0.55602420	1.903e-06	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.13f	3F*	3	3	1	9	0.55602420	1.046e-05	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.14p	1P*	1	1	1	3	0.55602720	3.533e-04	auto
3s.14f	1F*	1	3	1	7	0.55684840	3s.15p	3P*	3	1	1	3	0.55666200	1.948e-07	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.3p	3P*	3	1	1	1	0.19911554	8.341e+02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.3p	3P*	3	1	1	3	0.19929833	8.333e+02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.3p	3P*	3	1	1	5	0.19966935	1.188e+02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.3p	1P*	1	1	1	3	0.31941062	4.620e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4p	3P*	3	1	1	1	0.43596035	2.715e+00	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4p	3P*	3	1	1	3	0.43599038	2.712e+00	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4p	3P*	3	1	1	5	0.43605187	3.864e-01	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4p	1P*	1	1	1	3	0.44968048	2.202e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5p	3P*	3	1	1	1	0.49435152	8.332e-02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5p	3P*	3	1	1	3	0.49436316	8.323e-02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5p	3P*	3	1	1	5	0.49438722	1.186e-02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4f	1F*	1	3	1	7	0.49824836	1.151e-03	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4f	3F*	3	3	1	5	0.49825033	1.806e-01	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4f	3F*	3	3	1	7	0.49825076	7.779e-02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.4f	3F*	3	3	1	9	0.49825125	3.755e-03	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5p	1P*	1	1	1	3	0.49852264	1.415e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6p	3P*	3	1	1	1	0.51957785	2.454e-03	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6p	3P*	3	1	1	3	0.51958373	2.452e-03	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6p	3P*	3	1	1	5	0.51959559	3.495e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5f	1F*	1	3	1	7	0.52128269	3.431e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5f	3F*	3	3	1	5	0.52128328	2.143e-02	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5f	3F*	3	3	1	7	0.52128364	9.023e-03	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.5f	3F*	3	3	1	9	0.52128398	4.454e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.7p	3P*	3	1	1	1	0.53287880	4.352e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.7p	3P*	3	1	1	3	0.53288182	4.349e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.7p	3P*	3	1	1	5	0.53288856	6.205e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6f	1F*	1	3	1	7	0.53377902	4.202e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6f	3F*	3	3	1	5	0.53377948	1.443e-03	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6f	3F*	3	3	1	7	0.53377948	5.882e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6f	3F*	3	3	1	9	0.53377948	2.995e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.6h	3H*	3	5	1	9	0.53417510	8.762e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8p	3P*	3	1	1	1	0.54076870	4.328e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8p	3P*	3	1	1	3	0.54076870	4.324e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8p	3P*	3	1	1	5	0.54076870	6.168e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.7f	3F*	3	3	1	5	0.54129958	6.004e-07	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.7f	3F*	3	3	1	7	0.54129958	1.662e-07	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.7f	3F*	3	3	1	9	0.54129958	1.163e-08	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.7h	3H*	3	5	1	9	0.54155556	1.544e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9p	3P*	3	1	1	1	0.54582950	5.323e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9p	3P*	3	1	1	3	0.54582950	5.319e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9p	3P*	3	1	1	5	0.54582950	7.586e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8f	1F*	1	3	1	7	0.54617128	2.025e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8f	3F*	3	3	1	5	0.54617128	1.405e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8f	3F*	3	3	1	7	0.54617128	4.125e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8f	3F*	3	3	1	9	0.54617128	2.932e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.8h	3H*	3	5	1	9	0.54634581	1.814e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.10p	3P*	3	1	1	1	0.54922600	4.845e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.10p	3P*	3	1	1	3	0.54922700	4.841e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.10p	3P*	3	1	1	5	0.54923000	6.904e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9f	1F*	1	3	1	7	0.54950572	3.422e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9f	3F*	3	3	1	5	0.54950572	2.372e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9f	3F*	3	3	1	7	0.54950572	6.957e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9f	3F*	3	3	1	9	0.54950572	4.944e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.9h	3H*	3	5	1	9	0.54962983	1.811e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.11p	3P*	3	1	1	1	0.55164500	3.995e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.11p	3P*	3	1	1	3	0.55164600	3.991e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.11p	3P*	3	1	1	5	0.55164700	5.692e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.10f	1F*	1	3	1	7	0.55188736	3.445e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.10f	3F*	3	3	1	5	0.55188736	2.384e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.10f	3F*	3	3	1	7	0.55188736	6.988e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.10f	3F*	3	3	1	9	0.55188736	4.969e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.12p	3P*	3	1	1	1	0.55342700	3.206e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.12p	3P*	3	1	1	3	0.55342800	3.202e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.12p	3P*	3	1	1	5	0.55342900	4.566e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.11f	1F*	1	3	1	7	0.55364726	2.878e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.11f	3F*	3	3	1	5	0.55364726	1.989e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.11f	3F*	3	3	1	7	0.55364726	5.824e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.11f	3F*	3	3	1	9	0.55364726	4.144e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.13p	3P*	3	1	1	1	0.55478000	2.609e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.13p	3P*	3	1	1	3	0.55478100	2.606e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.13p	3P*	3	1	1	5	0.55478200	3.714e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.12f	1F*	1	3	1	7	0.55498440	2.154e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.12f	3F*	3	3	1	5	0.55498440	1.486e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.12f	3F*	3	3	1	7	0.55498440	4.345e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.12f	3F*	3	3	1	9	0.55498440	3.095e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.14p	3P*	3	1	1	1	0.55583100	2.422e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.14p	3P*	3	1	1	3	0.55583100	2.417e-04	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.14p	3P*	3	1	1	5	0.55583200	3.439e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.13f	1F*	1	3	1	7	0.55602420	1.400e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.13f	3F*	3	3	1	5	0.55602420	9.625e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.13f	3F*	3	3	1	7	0.55602420	2.811e-05	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.13f	3F*	3	3	1	9	0.55602420	2.005e-06	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.15p	3P*	3	1	1	1	0.55666200	4.144e-07	auto
3s.14f	3F*	3	3	1	5	0.55684840	3s.15p	3P*	3	1	1	3	0.55666200	4.108e-07	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.3p	3P*	3	1	1	3	0.19929833	7.911e+02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.3p	3P*	3	1	1	5	0.19966935	3.957e+02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.3p	1P*	1	1	1	3	0.31941062	1.404e+02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.4p	3P*	3	1	1	3	0.43599038	2.558e+00	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.4p	3P*	3	1	1	5	0.43605187	1.287e+00	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.4p	1P*	1	1	1	3	0.44968048	2.646e+00	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.5p	3P*	3	1	1	3	0.49436316	7.811e-02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.5p	3P*	3	1	1	5	0.49438722	3.951e-02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.4f	1F*	1	3	1	7	0.49824836	6.840e-02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.4f	3F*	3	3	1	5	0.49825033	3.759e-02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.4f	3F*	3	3	1	7	0.49825076	1.210e-01	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.4f	3F*	3	3	1	9	0.49825125	3.908e-02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.5p	1P*	1	1	1	3	0.49852264	1.315e-01	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6p	3P*	3	1	1	3	0.51958373	2.270e-03	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6p	3P*	3	1	1	5	0.51959559	1.164e-03	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.5f	1F*	1	3	1	7	0.52128269	6.738e-03	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.5f	3F*	3	3	1	5	0.52128328	4.460e-03	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.5f	3F*	3	3	1	7	0.52128364	1.589e-02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.5f	3F*	3	3	1	9	0.52128398	4.635e-03	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6p	1P*	1	1	1	3	0.52138137	1.098e-02	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7p	3P*	3	1	1	3	0.53288182	4.473e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7p	3P*	3	1	1	5	0.53288856	2.070e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6f	1F*	1	3	1	7	0.53377902	3.645e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6f	3F*	3	3	1	5	0.53377948	3.002e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6f	3F*	3	3	1	7	0.53377948	1.162e-03	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6f	3F*	3	3	1	9	0.53377948	3.116e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7p	1P*	1	1	1	3	0.53382230	1.340e-03	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6h	1H*	1	5	1	11	0.53417510	7.027e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6h	3H*	3	5	1	9	0.53417510	5.837e-06	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.6h	3H*	3	5	1	11	0.53417510	1.144e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8p	3P*	3	1	1	3	0.54076870	4.163e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8p	3P*	3	1	1	5	0.54076870	2.055e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7f	1F*	1	3	1	7	0.54129958	1.050e-07	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7f	3F*	3	3	1	5	0.54129958	1.238e-07	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7f	3F*	3	3	1	7	0.54129958	8.107e-07	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7f	3F*	3	3	1	9	0.54129958	1.199e-07	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8p	1P*	1	1	1	3	0.54132160	2.370e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7h	1H*	1	5	1	11	0.54155556	1.240e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7h	3H*	3	5	1	9	0.54155556	1.028e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.7h	3H*	3	5	1	11	0.54155556	2.012e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9p	3P*	3	1	1	3	0.54582950	5.092e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9p	3P*	3	1	1	5	0.54582950	2.527e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8f	1F*	1	3	1	7	0.54617128	2.753e-06	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8f	3F*	3	3	1	5	0.54617128	2.925e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8f	3F*	3	3	1	7	0.54617128	1.410e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8f	3F*	3	3	1	9	0.54617128	3.053e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9p	1P*	1	1	1	3	0.54618280	6.810e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8h	1H*	1	5	1	11	0.54634581	1.457e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8h	3H*	3	5	1	9	0.54634581	1.209e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.8h	3H*	3	5	1	11	0.54634581	2.364e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.10p	3P*	3	1	1	3	0.54922700	4.626e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.10p	3P*	3	1	1	5	0.54923000	2.300e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9f	1F*	1	3	1	7	0.54950572	4.951e-06	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9f	3F*	3	3	1	5	0.54950572	4.938e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9f	3F*	3	3	1	7	0.54950572	2.394e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9f	3F*	3	3	1	9	0.54950572	5.147e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.10p	1P*	1	1	1	3	0.54951500	3.524e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9h	1H*	1	5	1	11	0.54962983	1.455e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9h	3H*	3	5	1	9	0.54962983	1.206e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.9h	3H*	3	5	1	11	0.54962983	2.359e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.11p	3P*	3	1	1	3	0.55164600	3.812e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.11p	3P*	3	1	1	5	0.55164700	1.896e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.10f	1F*	1	3	1	7	0.55188736	5.036e-06	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.10f	3F*	3	3	1	5	0.55188736	4.964e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.10f	3F*	3	3	1	7	0.55188736	2.411e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.10f	3F*	3	3	1	9	0.55188736	5.172e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.11p	1P*	1	1	1	3	0.55189390	3.001e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.12p	3P*	3	1	1	3	0.55342800	3.059e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.12p	3P*	3	1	1	5	0.55342900	1.521e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.11f	1F*	1	3	1	7	0.55364726	4.196e-06	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.11f	3F*	3	3	1	5	0.55364726	4.141e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.11f	3F*	3	3	1	7	0.55364726	2.012e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.11f	3F*	3	3	1	9	0.55364726	4.314e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.12p	1P*	1	1	1	3	0.55365060	3.534e-05	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.13p	3P*	3	1	1	3	0.55478100	2.491e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.13p	3P*	3	1	1	5	0.55478200	1.237e-04	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.12f	1F*	1	3	1	7	0.55498440	3.111e-06	auto
3s.14f	3F*	3	3	1	7	0.55684840	3s.12f	3F*	3	3	1	5	0.55498440	3.093e-05	auto
