Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	fik	gf
3s.15f	3F*	3	3	1	21	0.55751290	3s.8g	1G	1	4	0	9	0.54631250	6.846e+02	1.585e-03	1.427e-02
3s.15f	3F*	3	3	1	21	0.55751290	3s.9d	3D	3	2	0	15	0.54916218	5.961e+03	1.490e-02	2.235e-01
3s.15f	3F*	3	3	1	21	0.55751290	3s.9g	1G	1	4	0	9	0.54960627	7.269e+02	3.378e-03	3.040e-02
3s.15f	3F*	3	3	1	21	0.55751290	3s.10d	3D	3	2	0	15	0.55163860	4.642e+03	2.345e-02	3.517e-01
3s.15f	3F*	3	3	1	21	0.55751290	3s.11d	3D	3	2	0	15	0.55346150	3.694e+03	3.922e-02	5.884e-01
3s.15f	3F*	3	3	1	21	0.55751290	3s.12d	3D	3	2	0	15	0.55484160	2.994e+03	7.313e-02	1.097e+00
3s.15f	3F*	3	3	1	21	0.55751290	3s.13d	3D	3	2	0	15	0.55591240	2.450e+03	1.667e-01	2.501e+00
3s.15f	3F*	3	3	1	21	0.55751290	3s.14d	3D	3	2	0	15	0.55675930	1.952e+03	5.990e-01	8.985e+00
3s.15f	3F*	3	3	1	21	0.55751290	3s.15d	3D	3	2	0	15	0.55732000	9.076e+02	4.251e+00	6.377e+01
3s.16p	1P*	1	1	1	3	0.55751540	3s2	1S	1	0	0	1	0.00000000	2.083e+06	2.503e-03	2.503e-03
3s.16p	1P*	1	1	1	3	0.55751540	3s.4s	1S	1	0	0	1	0.39643154	6.439e+03	9.268e-05	9.268e-05
3s.16p	1P*	1	1	1	3	0.55751540	3s.3d	1D	1	2	0	5	0.42285584	1.992e+06	8.205e-03	4.102e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.5s	1S	1	0	0	1	0.47892739	9.272e+03	5.607e-04	5.607e-04
3s.16p	1P*	1	1	1	3	0.55751540	3s.4d	1D	1	2	0	5	0.48419848	5.919e+05	8.225e-03	4.112e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.6s	1S	1	0	0	1	0.51201246	7.208e+03	1.300e-03	1.300e-03
3s.16p	1P*	1	1	1	3	0.55751540	3s.5d	1D	1	2	0	5	0.51311972	1.694e+05	6.420e-03	3.210e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.7s	1S	1	0	0	1	0.52862060	5.240e+03	2.344e-03	2.344e-03
3s.16p	1P*	1	1	1	3	0.55751540	3s.6d	1D	1	2	0	5	0.52874672	6.226e+04	5.619e-03	2.810e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.7d	1D	1	2	0	5	0.53802135	2.655e+04	5.219e-03	2.610e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.8s	1S	1	0	0	1	0.53813530	3.796e+03	3.775e-03	3.775e-03
3s.16p	1P*	1	1	1	3	0.55751540	3s.8d	1D	1	2	0	5	0.54393522	1.283e+04	5.196e-03	2.598e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.9s	1S	1	0	0	1	0.54409120	2.809e+03	5.823e-03	5.823e-03
3s.16p	1P*	1	1	1	3	0.55751540	3s.9d	1D	1	2	0	5	0.54791972	6.904e+03	5.601e-03	2.800e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.10s	1S	1	0	0	1	0.54806540	2.134e+03	8.926e-03	8.926e-03
3s.16p	1P*	1	1	1	3	0.55751540	3s.10d	1D	1	2	0	5	0.55072514	4.093e+03	6.631e-03	3.316e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.11s	1S	1	0	0	1	0.55111500	1.474e+03	1.344e-02	1.344e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.11d	1D	1	2	0	5	0.55277180	2.662e+03	8.837e-03	4.418e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.12s	1S	1	0	0	1	0.55304500	1.196e+03	2.235e-02	2.235e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.12d	1D	1	2	0	5	0.55430930	1.909e+03	1.387e-02	6.936e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.13s	1S	1	0	0	1	0.55449800	1.007e+03	4.129e-02	4.129e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.13d	1D	1	2	0	5	0.55549300	1.550e+03	2.831e-02	1.416e-01
3s.16p	1P*	1	1	1	3	0.55751540	3s.14s	1S	1	0	0	1	0.55561900	8.980e+02	9.326e-02	9.326e-02
3s.16p	1P*	1	1	1	3	0.55751540	3s.14d	1D	1	2	0	5	0.55642400	1.587e+03	9.954e-02	4.977e-01
3s.16p	1P*	1	1	1	3	0.55751540	3s.15s	1S	1	0	0	1	0.55650300	9.125e+02	3.325e-01	3.325e-01
3s.16p	1P*	1	1	1	3	0.55751540	3s.15d	1D	1	2	0	5	0.55716800	4.974e+03	3.078e+00	1.539e+01
3s.16p	1P*	1	1	1	3	0.55751540	3s.16s	1S	1	0	0	1	0.55721200	1.679e+03	6.813e+00	6.813e+00
3s.17s	3S	3	0	0	3	0.55761800	3s.3p	3P*	3	1	1	9	0.19948414	7.109e+06	2.300e-03	2.070e-02
3s.17s	3S	3	0	0	3	0.55761800	3s.4p	3P*	3	1	1	9	0.43602120	3.517e+05	9.870e-04	8.883e-03
3s.17s	3S	3	0	0	3	0.55761800	3s.5p	3P*	3	1	1	9	0.49437523	8.630e+04	8.954e-04	8.059e-03
3s.17s	3S	3	0	0	3	0.55761800	3s.6p	3P*	3	1	1	9	0.51958967	3.303e+04	9.478e-04	8.530e-03
3s.17s	3S	3	0	0	3	0.55761800	3s.7p	3P*	3	1	1	9	0.53288523	1.659e+04	1.125e-03	1.013e-02
3s.17s	3S	3	0	0	3	0.55761800	3s.8p	3P*	3	1	1	9	0.54076870	9.726e+03	1.422e-03	1.280e-02
3s.17s	3S	3	0	0	3	0.55761800	3s.9p	3P*	3	1	1	9	0.54582950	6.332e+03	1.891e-03	1.702e-02
3s.17s	3S	3	0	0	3	0.55761800	3s.10p	3P*	3	1	1	9	0.54922800	4.518e+03	2.664e-03	2.397e-02
3s.17s	3S	3	0	0	3	0.55761800	3s.11p	3P*	3	1	1	9	0.55164600	3.439e+03	4.002e-03	3.601e-02
3s.17s	3S	3	0	0	3	0.55761800	3s.12p	3P*	3	1	1	9	0.55342800	2.771e+03	6.551e-03	5.896e-02
3s.17s	3S	3	0	0	3	0.55761800	3s.13p	3P*	3	1	1	9	0.55478100	2.362e+03	1.218e-02	1.096e-01
3s.17s	3S	3	0	0	3	0.55761800	3s.14p	3P*	3	1	1	9	0.55583100	2.163e+03	2.811e-02	2.530e-01
3s.17s	3S	3	0	0	3	0.55761800	3s.15p	3P*	3	1	1	9	0.55666200	2.252e+03	1.023e-01	9.205e-01
3s.17s	3S	3	0	0	3	0.55761800	3s.16p	3P*	3	1	1	9	0.55733200	3.831e+03	1.944e+00	1.749e+01
3s.16d	1D	1	2	0	5	0.55777000	3s.3p	1P*	1	1	1	3	0.31941062	9.337e+05	3.410e-03	1.023e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.4p	1P*	1	1	1	3	0.44968048	1.619e+05	2.876e-03	8.627e-03
3s.16d	1D	1	2	0	5	0.55777000	3s.4f	1F*	1	3	1	7	0.49824836	6.405e+04	1.608e-03	1.125e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.5p	1P*	1	1	1	3	0.49852264	5.292e+04	3.128e-03	9.384e-03
3s.16d	1D	1	2	0	5	0.55777000	3s.5f	1F*	1	3	1	7	0.52128269	3.712e+04	2.480e-03	1.736e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.6p	1P*	1	1	1	3	0.52138137	2.194e+04	3.439e-03	1.032e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.6f	1F*	1	3	1	7	0.53377902	1.981e+04	3.061e-03	2.142e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.7p	1P*	1	1	1	3	0.53382230	1.133e+04	4.097e-03	1.229e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.7f	1F*	1	3	1	7	0.54129958	1.183e+04	3.878e-03	2.714e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.8p	1P*	1	1	1	3	0.54132160	6.765e+03	5.188e-03	1.556e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.8f	3F*	3	3	1	21	0.54617128	7.751e+03	1.708e-03	3.587e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.9p	1P*	1	1	1	3	0.54618280	4.475e+03	6.915e-03	2.075e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.9f	1F*	1	3	1	7	0.54950572	5.450e+03	7.096e-03	4.967e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.10p	1P*	1	1	1	3	0.54951500	3.186e+03	9.700e-03	2.910e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.10f	1F*	1	3	1	7	0.55188736	4.037e+03	1.037e-02	7.262e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.11p	1P*	1	1	1	3	0.55189390	2.406e+03	1.446e-02	4.337e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.11f	1F*	1	3	1	7	0.55364726	3.102e+03	1.623e-02	1.136e-01
3s.16d	1D	1	2	0	5	0.55777000	3s.12p	1P*	1	1	1	3	0.55365060	1.909e+03	2.334e-02	7.002e-02
3s.16d	1D	1	2	0	5	0.55777000	3s.12f	1F*	1	3	1	7	0.55498440	2.431e+03	2.785e-02	1.950e-01
3s.16d	1D	1	2	0	5	0.55777000	3s.13p	1P*	1	1	1	3	0.55498830	1.580e+03	4.237e-02	1.271e-01
3s.16d	1D	1	2	0	5	0.55777000	3s.13f	1F*	1	3	1	7	0.55602420	1.885e+03	5.501e-02	3.850e-01
3s.16d	1D	1	2	0	5	0.55777000	3s.14p	1P*	1	1	1	3	0.55602720	1.372e+03	9.370e-02	2.811e-01
3s.16d	1D	1	2	0	5	0.55777000	3s.14f	1F*	1	3	1	7	0.55684840	1.324e+03	1.387e-01	9.707e-01
3s.16d	1D	1	2	0	5	0.55777000	3s.15p	1P*	1	1	1	3	0.55685110	1.261e+03	3.098e-01	9.293e-01
3s.16d	1D	1	2	0	5	0.55777000	3s.15f	1F*	1	3	1	7	0.55751290	4.222e+02	5.680e-01	3.976e+00
3s.16d	1D	1	2	0	5	0.55777000	3s.16p	1P*	1	1	1	3	0.55751540	1.163e+03	3.723e+00	1.117e+01
3s.17s	1S	1	0	0	1	0.55779100	3s.3p	1P*	1	1	1	3	0.31941062	1.372e+05	1.002e-04	3.006e-04
3s.17s	1S	1	0	0	1	0.55779100	3s.4p	1P*	1	1	1	3	0.44968048	1.081e+04	3.838e-05	1.152e-04
3s.17s	1S	1	0	0	1	0.55779100	3s.5p	1P*	1	1	1	3	0.49852264	1.724e+04	2.036e-04	6.109e-04
3s.17s	1S	1	0	0	1	0.55779100	3s.6p	1P*	1	1	1	3	0.52138137	1.576e+04	4.934e-04	1.480e-03
3s.17s	1S	1	0	0	1	0.55779100	3s.7p	1P*	1	1	1	3	0.53382230	1.236e+04	8.930e-04	2.679e-03
3s.17s	1S	1	0	0	1	0.55779100	3s.8p	1P*	1	1	1	3	0.54132160	9.463e+03	1.448e-03	4.343e-03
3s.17s	1S	1	0	0	1	0.55779100	3s.9p	1P*	1	1	1	3	0.54618280	7.307e+03	2.250e-03	6.751e-03
3s.17s	1S	1	0	0	1	0.55779100	3s.10p	1P*	1	1	1	3	0.54951500	5.742e+03	3.479e-03	1.044e-02
3s.17s	1S	1	0	0	1	0.55779100	3s.11p	1P*	1	1	1	3	0.55189390	4.615e+03	5.507e-03	1.652e-02
3s.17s	1S	1	0	0	1	0.55779100	3s.12p	1P*	1	1	1	3	0.55365060	3.807e+03	9.216e-03	2.765e-02
3s.17s	1S	1	0	0	1	0.55779100	3s.13p	1P*	1	1	1	3	0.55498830	3.226e+03	1.704e-02	5.113e-02
3s.17s	1S	1	0	0	1	0.55779100	3s.14p	1P*	1	1	1	3	0.55602720	2.853e+03	3.806e-02	1.142e-01
3s.17s	1S	1	0	0	1	0.55779100	3s.15p	1P*	1	1	1	3	0.55685110	2.737e+03	1.286e-01	3.857e-01
3s.17s	1S	1	0	0	1	0.55779100	3s.16p	1P*	1	1	1	3	0.55751540	3.612e+03	1.974e+00	5.921e+00
3s.16d	3D	3	2	0	15	0.55786900	3s.3p	3P*	3	1	1	9	0.19948414	1.690e+06	2.730e-03	2.457e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.4p	3P*	3	1	1	9	0.43602120	4.212e+03	5.887e-05	5.298e-04
3s.16d	3D	3	2	0	15	0.55786900	3s.5p	3P*	3	1	1	9	0.49437523	2.822e+03	1.452e-04	1.307e-03
3s.16d	3D	3	2	0	15	0.55786900	3s.4f	3F*	3	3	1	21	0.49825087	3.821e+04	9.559e-04	2.007e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.6p	3P*	3	1	1	9	0.51958967	5.480e+03	7.760e-04	6.984e-03
3s.16d	3D	3	2	0	15	0.55786900	3s.5f	3F*	3	3	1	21	0.52128370	2.337e+04	1.553e-03	3.261e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.7p	3P*	3	1	1	9	0.53288523	5.506e+03	1.830e-03	1.647e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.6f	3F*	3	3	1	21	0.53377948	1.314e+04	2.013e-03	4.227e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.8p	3P*	3	1	1	9	0.54076870	4.830e+03	3.427e-03	3.084e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.7f	3F*	3	3	1	21	0.54129958	8.176e+03	2.648e-03	5.561e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.9p	3P*	3	1	1	9	0.54582950	4.077e+03	5.836e-03	5.252e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.8f	1F*	1	3	1	7	0.54617128	5.543e+03	1.081e-02	7.564e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.10p	3P*	3	1	1	9	0.54922800	3.462e+03	9.621e-03	8.658e-02
3s.16d	3D	3	2	0	15	0.55786900	3s.9f	3F*	3	3	1	21	0.54950572	4.010e+03	5.098e-03	1.071e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.11p	3P*	3	1	1	9	0.55164600	2.957e+03	1.584e-02	1.426e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.10f	3F*	3	3	1	21	0.55188736	3.046e+03	7.571e-03	1.590e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.12p	3P*	3	1	1	9	0.55342800	2.552e+03	2.685e-02	2.416e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.11f	3F*	3	3	1	21	0.55364726	2.398e+03	1.196e-02	2.513e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.13p	3P*	3	1	1	9	0.55478100	2.226e+03	4.844e-02	4.360e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.12f	3F*	3	3	1	21	0.55498440	1.930e+03	2.063e-02	4.332e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.14p	3P*	3	1	1	9	0.55583100	1.969e+03	9.834e-02	8.851e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.13f	3F*	3	3	1	21	0.55602420	1.555e+03	4.064e-02	8.534e-01
3s.16d	3D	3	2	0	15	0.55786900	3s.15p	3P*	3	1	1	9	0.55666200	1.763e+03	2.511e-01	2.260e+00
3s.16d	3D	3	2	0	15	0.55786900	3s.14f	3F*	3	3	1	21	0.55684840	1.184e+03	1.011e-01	2.122e+00
3s.16d	3D	3	2	0	15	0.55786900	3s.16p	3P*	3	1	1	9	0.55733200	1.567e+03	1.128e+00	1.015e+01
3s.16d	3D	3	2	0	15	0.55786900	3s.15f	3F*	3	3	1	21	0.55751290	5.880e+02	4.123e-01	8.659e+00
3s.17p	3P*	3	1	1	9	0.55788000	3s.4s	3S	3	0	0	3	0.37541836	4.609e+05	5.170e-03	1.551e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.3d	3D	3	2	0	15	0.43701672	4.596e+05	2.350e-03	3.525e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.5s	3S	3	0	0	3	0.47269724	5.583e+04	2.873e-03	8.620e-03
3s.17p	3P*	3	1	1	9	0.55788000	3s.4d	3D	3	2	0	15	0.49383643	7.232e+04	1.317e-03	1.976e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.6s	3S	3	0	0	3	0.50932360	1.567e+04	2.482e-03	7.447e-03
3s.17p	3P*	3	1	1	9	0.55788000	3s.5d	3D	3	2	0	15	0.51913279	1.256e+04	6.247e-04	9.371e-03
3s.17p	3P*	3	1	1	9	0.55788000	3p2	3P	3	1	0	9	0.52720103	4.151e+00	5.490e-07	4.941e-06
3s.17p	3P*	3	1	1	9	0.55788000	3s.7s	3S	3	0	0	3	0.52721550	6.395e+03	2.540e-03	7.620e-03
3s.17p	3P*	3	1	1	9	0.55788000	3s.6d	3D	3	2	0	15	0.53257046	1.860e+03	2.168e-04	3.253e-03
3s.17p	3P*	3	1	1	9	0.55788000	3s.8s	3S	3	0	0	3	0.53730801	3.283e+03	2.897e-03	8.691e-03
3s.17p	3P*	3	1	1	9	0.55788000	3s.7d	3D	3	2	0	15	0.54055244	9.377e+01	2.333e-05	3.499e-04
3s.17p	3P*	3	1	1	9	0.55788000	3s.9s	3S	3	0	0	3	0.54356300	1.961e+03	3.572e-03	1.072e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.8d	3D	3	2	0	15	0.54567744	6.143e+01	3.081e-05	4.622e-04
3s.17p	3P*	3	1	1	9	0.55788000	3s.10s	3S	3	0	0	3	0.54770790	1.304e+03	4.708e-03	1.412e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.9d	3D	3	2	0	15	0.54916218	3.051e+02	2.998e-04	4.497e-03
3s.17p	3P*	3	1	1	9	0.55788000	3s.11s	3S	3	0	0	3	0.55059550	9.412e+02	6.624e-03	1.987e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.10d	3D	3	2	0	15	0.55163860	5.234e+02	1.004e-03	1.506e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.12s	3S	3	0	0	3	0.55268770	7.243e+02	1.003e-02	3.010e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.11d	3D	3	2	0	15	0.55346150	6.704e+02	2.565e-03	3.847e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.13s	3S	3	0	0	3	0.55425240	5.878e+02	1.668e-02	5.005e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.12d	3D	3	2	0	15	0.55484160	7.525e+02	6.088e-03	9.133e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.14s	3S	3	0	0	3	0.55545280	4.995e+02	3.167e-02	9.500e-02
3s.17p	3P*	3	1	1	9	0.55788000	3s.13d	3D	3	2	0	15	0.55591240	7.764e+02	1.498e-02	2.247e-01
3s.17p	3P*	3	1	1	9	0.55788000	3s.15s	3S	3	0	0	3	0.55626800	5.622e+02	8.080e-02	2.424e-01
3s.17p	3P*	3	1	1	9	0.55788000	3s.14d	3D	3	2	0	15	0.55675930	7.262e+02	4.319e-02	6.478e-01
3s.17p	3P*	3	1	1	9	0.55788000	3s.16s	3S	3	0	0	3	0.55701300	6.383e+02	3.171e-01	9.514e-01
3s.17p	3P*	3	1	1	9	0.55788000	3s.15d	3D	3	2	0	15	0.55732000	9.964e+02	2.373e-01	3.560e+00
3s.17p	3P*	3	1	1	9	0.55788000	3s.17s	3S	3	0	0	3	0.55761800	1.241e+03	6.752e+00	2.026e+01
3s.17p	3P*	3	1	1	9	0.55788000	3s.16d	3D	3	2	0	15	0.55786900	3.383e-01	2.088e-01	3.132e+00
3s.17p	1P*	1	1	1	3	0.55805840	3s2	1S	1	0	0	1	0.00000000	2.174e+06	2.608e-03	2.608e-03
3s.17p	1P*	1	1	1	3	0.55805840	3s.4s	1S	1	0	0	1	0.39643154	8.425e+02	1.205e-05	1.205e-05
3s.17p	1P*	1	1	1	3	0.55805840	3s.3d	1D	1	2	0	5	0.42285584	2.515e+06	1.028e-02	5.138e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.5s	1S	1	0	0	1	0.47892739	1.336e+04	7.966e-04	7.966e-04
3s.17p	1P*	1	1	1	3	0.55805840	3s.4d	1D	1	2	0	5	0.48419848	7.461e+05	1.022e-02	5.108e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.6s	1S	1	0	0	1	0.51201246	8.909e+03	1.569e-03	1.569e-03
3s.17p	1P*	1	1	1	3	0.55805840	3s.5d	1D	1	2	0	5	0.51311972	2.129e+05	7.873e-03	3.937e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.7s	1S	1	0	0	1	0.52862060	6.006e+03	2.588e-03	2.588e-03
3s.17p	1P*	1	1	1	3	0.55805840	3s.6d	1D	1	2	0	5	0.52874672	7.714e+04	6.707e-03	3.353e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.7d	1D	1	2	0	5	0.53802135	3.228e+04	6.006e-03	3.003e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.8s	1S	1	0	0	1	0.53813530	4.155e+03	3.910e-03	3.910e-03
3s.17p	1P*	1	1	1	3	0.55805840	3s.8d	1D	1	2	0	5	0.54393522	1.522e+04	5.699e-03	2.850e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.9s	1S	1	0	0	1	0.54409120	2.974e+03	5.693e-03	5.693e-03
3s.17p	1P*	1	1	1	3	0.55805840	3s.9d	1D	1	2	0	5	0.54791972	7.945e+03	5.774e-03	2.887e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.10s	1S	1	0	0	1	0.54806540	2.197e+03	8.216e-03	8.216e-03
3s.17p	1P*	1	1	1	3	0.55805840	3s.10d	1D	1	2	0	5	0.55072514	4.538e+03	6.304e-03	3.152e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.11s	1S	1	0	0	1	0.55111500	1.491e+03	1.155e-02	1.155e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.11d	1D	1	2	0	5	0.55277180	2.818e+03	7.532e-03	3.766e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.12s	1S	1	0	0	1	0.55304500	1.177e+03	1.749e-02	1.749e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.12d	1D	1	2	0	5	0.55430930	1.900e+03	1.010e-02	5.049e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.13s	1S	1	0	0	1	0.55449800	9.549e+02	2.813e-02	2.813e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.13d	1D	1	2	0	5	0.55549300	1.402e+03	1.591e-02	7.956e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.14s	1S	1	0	0	1	0.55561900	8.022e+02	5.035e-02	5.035e-02
3s.17p	1P*	1	1	1	3	0.55805840	3s.14d	1D	1	2	0	5	0.55642400	1.163e+03	3.252e-02	1.626e-01
3s.17p	1P*	1	1	1	3	0.55805840	3s.15s	1S	1	0	0	1	0.55650300	7.128e+02	1.100e-01	1.100e-01
3s.17p	1P*	1	1	1	3	0.55805840	3s.15d	1D	1	2	0	5	0.55716800	1.207e+03	1.137e-01	5.687e-01
3s.17p	1P*	1	1	1	3	0.55805840	3s.16s	1S	1	0	0	1	0.55721200	7.286e+02	3.798e-01	3.798e-01
3s.17p	1P*	1	1	1	3	0.55805840	3s.16d	1D	1	2	0	5	0.55777000	3.653e+03	3.281e+00	1.640e+01
3s.17p	1P*	1	1	1	3	0.55805840	3s.17s	1S	1	0	0	1	0.55779100	1.523e+03	7.958e+00	7.958e+00
3s.18s	3S	3	0	0	3	0.55811500	3s.3p	3P*	3	1	1	9	0.19948414	9.879e+06	3.187e-03	2.869e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.4p	3P*	3	1	1	9	0.43602120	4.378e+05	1.219e-03	1.097e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.5p	3P*	3	1	1	9	0.49437523	9.940e+04	1.015e-03	9.138e-03
3s.18s	3S	3	0	0	3	0.55811500	3s.6p	3P*	3	1	1	9	0.51958967	3.561e+04	9.958e-04	8.962e-03
3s.18s	3S	3	0	0	3	0.55811500	3s.7p	3P*	3	1	1	9	0.53288523	1.695e+04	1.105e-03	9.943e-03
3s.18s	3S	3	0	0	3	0.55811500	3s.8p	3P*	3	1	1	9	0.54076870	9.495e+03	1.310e-03	1.179e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.9p	3P*	3	1	1	9	0.54582950	5.943e+03	1.634e-03	1.471e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.10p	3P*	3	1	1	9	0.54922800	4.092e+03	2.150e-03	1.935e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.11p	3P*	3	1	1	9	0.55164600	3.010e+03	2.985e-03	2.687e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.12p	3P*	3	1	1	9	0.55342800	2.342e+03	4.424e-03	3.982e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.13p	3P*	3	1	1	9	0.55478100	1.916e+03	7.154e-03	6.439e-02
3s.18s	3S	3	0	0	3	0.55811500	3s.14p	3P*	3	1	1	9	0.55583100	1.656e+03	1.317e-02	1.185e-01
3s.18s	3S	3	0	0	3	0.55811500	3s.15p	3P*	3	1	1	9	0.55666200	1.536e+03	3.018e-02	2.717e-01
3s.18s	3S	3	0	0	3	0.55811500	3s.16p	3P*	3	1	1	9	0.55733200	1.615e+03	1.093e-01	9.836e-01
3s.18s	3S	3	0	0	3	0.55811500	3s.17p	3P*	3	1	1	9	0.55788000	2.757e+03	2.072e+00	1.865e+01
3s.17d	1D	1	2	0	5	0.55826900	3s.3p	1P*	1	1	1	3	0.31941062	1.707e+06	6.207e-03	1.862e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.4p	1P*	1	1	1	3	0.44968048	2.614e+05	4.600e-03	1.380e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.4f	1F*	1	3	1	7	0.49824836	1.593e+04	3.932e-04	2.752e-03
3s.17d	1D	1	2	0	5	0.55826900	3s.5p	1P*	1	1	1	3	0.49852264	7.655e+04	4.449e-03	1.335e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.5f	1F*	1	3	1	7	0.52128269	1.053e+04	6.846e-04	4.792e-03
3s.17d	1D	1	2	0	5	0.55826900	3s.6p	1P*	1	1	1	3	0.52138137	2.931e+04	4.469e-03	1.341e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.6f	1F*	1	3	1	7	0.53377902	6.600e+03	9.786e-04	6.850e-03
3s.17d	1D	1	2	0	5	0.55826900	3s.7p	1P*	1	1	1	3	0.53382230	1.409e+04	4.891e-03	1.467e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.7f	1F*	1	3	1	7	0.54129958	4.539e+03	1.402e-03	9.812e-03
3s.17d	1D	1	2	0	5	0.55826900	3s.8p	1P*	1	1	1	3	0.54132160	7.893e+03	5.702e-03	1.711e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.8f	3F*	3	3	1	21	0.54617128	3.355e+03	6.795e-04	1.427e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.9p	1P*	1	1	1	3	0.54618280	4.926e+03	6.997e-03	2.099e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.9f	1F*	1	3	1	7	0.54950572	2.614e+03	3.027e-03	2.119e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.10p	1P*	1	1	1	3	0.54951500	3.324e+03	9.001e-03	2.700e-02
3s.17d	1D	1	2	0	5	0.55826900	3s.10f	1F*	1	3	1	7	0.55188736	2.115e+03	4.618e-03	3.233e-02
