Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	fik	gf
3s.3d	3D	3	2	0	5	0.43701659	3s.3p	3P*	3	1	1	3	0.19929833	1.210e+08	4.450e-01	1.335e+00
3s.3d	3D	3	2	0	5	0.43701659	3s.3p	3P*	3	1	1	5	0.19966935	4.030e+07	8.910e-02	4.455e-01
3s.3d	3D	3	2	0	5	0.43701659	3s.3p	1P*	1	1	1	3	0.31941062	4.863e+00	7.296e-08	2.189e-07
3s.3d	3D	3	2	0	5	0.43701659	3s.4p	3P*	3	1	1	3	0.43599038	7.443e+01	1.467e-02	4.400e-02
3s.3d	3D	3	2	0	5	0.43701659	3s.4p	3P*	3	1	1	5	0.43605187	1.998e+01	2.672e-03	1.336e-02
3s.3d	3D	3	2	0	7	0.43701675	3s.3p	3P*	3	1	1	5	0.19966935	1.610e+08	4.990e-01	2.495e+00
3s.3d	3D	3	2	0	7	0.43701675	3s.4p	3P*	3	1	1	5	0.43605187	8.020e+01	1.501e-02	7.507e-02
3s.4p	1P*	1	1	1	3	0.44968048	3s2	1S	1	0	0	1	0.00000000	6.120e+07	1.130e-01	1.130e-01
3s.4p	1P*	1	1	1	3	0.44968048	3s.4s	3S	3	0	0	3	0.37541836	1.924e+02	4.343e-06	1.303e-05
3s.4p	1P*	1	1	1	3	0.44968048	3s.4s	1S	1	0	0	1	0.39643154	8.810e+06	1.160e+00	1.160e+00
3s.4p	1P*	1	1	1	3	0.44968048	3s.3d	1D	1	2	0	5	0.42285584	1.410e+06	1.460e-01	7.300e-01
3s.4p	1P*	1	1	1	3	0.44968048	3s.3d	3D	3	2	0	3	0.43701687	5.663e-01	4.396e-07	1.319e-06
3s.4p	1P*	1	1	1	3	0.44968048	3s.3d	3D	3	2	0	5	0.43701659	1.722e+00	8.022e-07	4.011e-06
3s.5s	3S	3	0	0	3	0.47269724	3s.3p	3P*	3	1	1	1	0.19911554	3.090e+06	1.540e-02	1.540e-02
3s.5s	3S	3	0	0	3	0.47269724	3s.3p	3P*	3	1	1	3	0.19929833	1.020e+07	1.700e-02	5.100e-02
3s.5s	3S	3	0	0	3	0.47269724	3s.3p	3P*	3	1	1	5	0.19966935	1.700e+07	1.700e-02	8.500e-02
3s.5s	3S	3	0	0	3	0.47269724	3s.3p	1P*	1	1	1	3	0.31941062	2.263e+01	1.199e-07	3.597e-07
3s.5s	3S	3	0	0	3	0.47269724	3s.4p	3P*	3	1	1	1	0.43596035	1.000e+06	2.780e-01	2.780e-01
3s.5s	3S	3	0	0	3	0.47269724	3s.4p	3P*	3	1	1	3	0.43599038	3.010e+06	2.780e-01	8.340e-01
3s.5s	3S	3	0	0	3	0.47269724	3s.4p	3P*	3	1	1	5	0.43605187	4.980e+06	2.770e-01	1.385e+00
3s.5s	3S	3	0	0	3	0.47269724	3s.4p	1P*	1	1	1	3	0.44968048	4.166e+00	9.789e-07	2.937e-06
3s.5s	1S	1	0	0	1	0.47892739	3s.3p	3P*	3	1	1	3	0.19929833	6.466e+01	3.431e-08	1.029e-07
3s.5s	1S	1	0	0	1	0.47892739	3s.3p	1P*	1	1	1	3	0.31941062	3.860e+06	6.300e-03	1.890e-02
3s.5s	1S	1	0	0	1	0.47892739	3s.4p	3P*	3	1	1	3	0.43599038	2.101e+02	4.730e-06	1.419e-05
3s.5s	1S	1	0	0	1	0.47892739	3s.4p	1P*	1	1	1	3	0.44968048	6.100e+06	2.960e-01	8.880e-01
3s.4d	1D	1	2	0	5	0.48419848	3s.3p	3P*	3	1	1	3	0.19929833	2.498e+02	6.385e-07	1.915e-06
3s.4d	1D	1	2	0	5	0.48419848	3s.3p	3P*	3	1	1	5	0.19966935	3.205e+02	4.929e-07	2.465e-06
3s.4d	1D	1	2	0	5	0.48419848	3s.3p	1P*	1	1	1	3	0.31941062	1.390e+07	1.060e-01	3.180e-01
3s.4d	1D	1	2	0	5	0.48419848	3s.4p	3P*	3	1	1	3	0.43599038	1.535e+02	1.370e-05	4.111e-05
3s.4d	1D	1	2	0	5	0.48419848	3s.4p	1P*	1	1	1	3	0.44968048	5.360e+06	9.340e-01	2.802e+00
3s.4d	3D	3	2	0	3	0.49383689	3s.3p	3P*	3	1	1	1	0.19911554	3.090e+07	1.330e-01	1.330e-01
3s.4d	3D	3	2	0	3	0.49383689	3s.3p	3P*	3	1	1	3	0.19929833	1.962e+07	2.815e-02	8.446e-02
3s.4d	3D	3	2	0	3	0.49383689	3s.3p	3P*	3	1	1	5	0.19966935	1.305e+06	1.126e-03	5.631e-03
3s.4d	3D	3	2	0	3	0.49383689	3s.3p	1P*	1	1	1	3	0.31941062	1.763e+01	7.213e-08	2.164e-07
3s.4d	3D	3	2	0	3	0.49383689	3s.4p	3P*	3	1	1	1	0.43596035	5.510e+06	6.140e-01	6.140e-01
3s.4d	3D	3	2	0	3	0.49383689	3s.4p	3P*	3	1	1	3	0.43599038	3.700e+06	1.376e-01	4.129e-01
3s.4d	3D	3	2	0	3	0.49383689	3s.4p	3P*	3	1	1	5	0.43605187	2.457e+05	5.495e-03	2.748e-02
3s.4d	3D	3	2	0	3	0.49383689	3s.4p	1P*	1	1	1	3	0.44968048	6.813e+00	4.350e-07	1.305e-06
3s.4d	3D	3	2	0	5	0.49383652	3s.3p	3P*	3	1	1	3	0.19929833	3.740e+07	8.940e-02	2.682e-01
3s.4d	3D	3	2	0	5	0.49383652	3s.3p	3P*	3	1	1	5	0.19966935	1.174e+07	1.689e-02	8.445e-02
3s.4d	3D	3	2	0	5	0.49383652	3s.3p	1P*	1	1	1	3	0.31941062	3.311e+01	2.258e-07	6.774e-07
3s.4d	3D	3	2	0	5	0.49383652	3s.4p	3P*	3	1	1	3	0.43599038	7.420e+06	4.600e-01	1.380e+00
3s.4d	3D	3	2	0	5	0.49383652	3s.4p	3P*	3	1	1	5	0.43605187	2.211e+06	8.243e-02	4.122e-01
3s.4d	3D	3	2	0	5	0.49383652	3s.4p	1P*	1	1	1	3	0.44968048	1.310e+01	1.394e-06	4.182e-06
3s.4d	3D	3	2	0	7	0.49383617	3s.3p	3P*	3	1	1	5	0.19966935	4.960e+07	1.000e-01	5.000e-01
3s.4d	3D	3	2	0	7	0.49383617	3s.4p	3P*	3	1	1	5	0.43605187	9.870e+06	5.150e-01	2.575e+00
3s.5p	3P*	3	1	1	1	0.49435152	3s.4s	3S	3	0	0	3	0.37541836	1.230e+06	3.610e-03	1.083e-02
3s.5p	3P*	3	1	1	1	0.49435152	3s.3d	3D	3	2	0	3	0.43701687	3.540e+05	4.470e-03	1.341e-02
3s.5p	3P*	3	1	1	1	0.49435152	3s.5s	3S	3	0	0	3	0.47269724	2.240e+06	1.980e-01	5.940e-01
3s.5p	3P*	3	1	1	1	0.49435152	3s.4d	3D	3	2	0	3	0.49383689	9.216e+01	1.444e-02	4.332e-02
3s.5p	3P*	3	1	1	3	0.49436316	3s2	1S	1	0	0	1	0.00000000	1.474e+03	2.253e-06	2.253e-06
3s.5p	3P*	3	1	1	3	0.49436316	3s.4s	3S	3	0	0	3	0.37541836	1.230e+06	1.080e-02	3.240e-02
3s.5p	3P*	3	1	1	3	0.49436316	3s.4s	1S	1	0	0	1	0.39643154	3.518e+01	1.370e-06	1.370e-06
3s.5p	3P*	3	1	1	3	0.49436316	3s.3d	1D	1	2	0	5	0.42285584	2.491e+01	3.639e-07	1.819e-06
3s.5p	3P*	3	1	1	3	0.49436316	3s.3d	3D	3	2	0	3	0.43701687	9.700e+04	3.672e-03	1.102e-02
3s.5p	3P*	3	1	1	3	0.49436316	3s.3d	3D	3	2	0	5	0.43701659	2.650e+05	6.030e-03	3.015e-02
3s.5p	3P*	3	1	1	3	0.49436316	3s.5s	3S	3	0	0	3	0.47269724	2.240e+06	5.950e-01	1.785e+00
3s.5p	3P*	3	1	1	3	0.49436316	3s.5s	1S	1	0	0	1	0.47892739	1.360e+01	2.132e-05	2.132e-05
3s.5p	3P*	3	1	1	3	0.49436316	3s.4d	1D	1	2	0	5	0.48419848	3.889e+00	2.811e-06	1.406e-05
3s.5p	3P*	3	1	1	3	0.49436316	3s.4d	3D	3	2	0	3	0.49383689	2.509e+01	1.128e-02	3.384e-02
3s.5p	3P*	3	1	1	3	0.49436316	3s.4d	3D	3	2	0	5	0.49383652	7.522e+01	2.026e-02	1.013e-01
3s.5p	3P*	3	1	1	5	0.49438722	3s.4s	3S	3	0	0	3	0.37541836	1.230e+06	1.800e-02	5.400e-02
3s.5p	3P*	3	1	1	5	0.49438722	3s.3d	3D	3	2	0	3	0.43701687	3.888e+03	2.451e-04	7.353e-04
3s.5p	3P*	3	1	1	5	0.49438722	3s.3d	3D	3	2	0	5	0.43701659	5.833e+04	2.206e-03	1.103e-02
3s.5p	3P*	3	1	1	5	0.49438722	3s.3d	3D	3	2	0	7	0.43701675	2.980e+05	8.040e-03	5.628e-02
3s.5p	3P*	3	1	1	5	0.49438722	3s.5s	3S	3	0	0	3	0.47269724	2.250e+06	9.930e-01	2.979e+00
3s.5p	3P*	3	1	1	5	0.49438722	3s.4d	3D	3	2	0	3	0.49383689	1.183e+00	8.107e-04	2.432e-03
3s.5p	3P*	3	1	1	5	0.49438722	3s.4d	3D	3	2	0	5	0.49383652	1.774e+01	7.281e-03	3.641e-02
3s.5p	3P*	3	1	1	5	0.49438722	3s.4d	3D	3	2	0	7	0.49383617	9.922e+01	2.906e-02	2.034e-01
3s.4f	1F*	1	3	1	7	0.49824836	3s.3d	1D	1	2	0	5	0.42285584	1.680e+07	5.140e-01	2.570e+00
3s.4f	1F*	1	3	1	7	0.49824836	3s.3d	3D	3	2	0	5	0.43701659	2.478e+05	1.152e-02	5.759e-02
3s.4f	1F*	1	3	1	7	0.49824836	3s.3d	3D	3	2	0	7	0.43701675	3.093e+04	1.027e-03	7.190e-03
3s.4f	1F*	1	3	1	7	0.49824836	3s.4d	1D	1	2	0	5	0.48419848	8.373e+05	7.393e-01	3.696e+00
3s.4f	1F*	1	3	1	7	0.49824836	3s.4d	3D	3	2	0	5	0.49383652	3.291e+02	2.947e-03	1.473e-02
3s.4f	1F*	1	3	1	7	0.49824836	3s.4d	3D	3	2	0	7	0.49383617	4.112e+01	2.629e-04	1.841e-03
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	1D	1	2	0	5	0.42285584	1.021e-02	2.236e-10	1.118e-09
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	3D	3	2	0	3	0.43701687	1.400e+07	7.760e-01	2.328e+00
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	3D	3	2	0	5	0.43701659	2.995e+06	9.944e-02	4.972e-01
3s.4f	3F*	3	3	1	5	0.49825033	3s.3d	3D	3	2	0	7	0.43701675	8.557e+04	2.029e-03	1.420e-02
3s.4f	3F*	3	3	1	5	0.49825033	3s.4d	3D	3	2	0	3	0.49383689	2.153e+04	2.293e-01	6.880e-01
3s.4f	3F*	3	3	1	5	0.49825033	3s.4d	3D	3	2	0	5	0.49383652	3.986e+03	2.547e-02	1.274e-01
3s.4f	3F*	3	3	1	5	0.49825033	3s.4d	3D	3	2	0	7	0.49383617	1.139e+02	5.197e-04	3.638e-03
3s.4f	3F*	3	3	1	7	0.49825076	3s.3d	1D	1	2	0	5	0.42285584	2.773e+05	8.503e-03	4.251e-02
3s.4f	3F*	3	3	1	7	0.49825076	3s.3d	3D	3	2	0	5	0.43701659	1.480e+07	6.890e-01	3.445e+00
3s.4f	3F*	3	3	1	7	0.49825076	3s.3d	3D	3	2	0	7	0.43701675	2.108e+06	7.000e-02	4.900e-01
3s.4f	3F*	3	3	1	7	0.49825076	3s.4d	1D	1	2	0	5	0.48419848	1.230e+04	1.086e-02	5.428e-02
3s.4f	3F*	3	3	1	7	0.49825076	3s.4d	3D	3	2	0	5	0.49383652	2.246e+04	2.009e-01	1.004e+00
3s.4f	3F*	3	3	1	7	0.49825076	3s.4d	3D	3	2	0	7	0.49383617	2.807e+03	1.793e-02	1.255e-01
3s.4f	3F*	3	3	1	9	0.49825125	3s.3d	3D	3	2	0	7	0.43701675	1.670e+07	7.120e-01	4.984e+00
3s.4f	3F*	3	3	1	9	0.49825125	3s.4d	3D	3	2	0	7	0.49383617	2.564e+04	2.105e-01	1.474e+00
3s.5p	1P*	1	1	1	3	0.49852264	3s2	1S	1	0	0	1	0.00000000	1.600e+07	2.400e-02	2.400e-02
3s.5p	1P*	1	1	1	3	0.49852264	3s.4s	3S	3	0	0	3	0.37541836	4.729e+01	3.885e-07	1.166e-06
3s.5p	1P*	1	1	1	3	0.49852264	3s.4s	1S	1	0	0	1	0.39643154	5.860e+05	2.100e-02	2.100e-02
3s.5p	1P*	1	1	1	3	0.49852264	3s.3d	1D	1	2	0	5	0.42285584	4.520e+05	5.900e-03	2.950e-02
3s.5p	1P*	1	1	1	3	0.49852264	3s.3d	3D	3	2	0	3	0.43701687	1.363e+00	4.484e-08	1.345e-07
3s.5p	1P*	1	1	1	3	0.49852264	3s.3d	3D	3	2	0	5	0.43701659	4.228e+00	8.349e-08	4.175e-07
3s.5p	1P*	1	1	1	3	0.49852264	3s.5s	3S	3	0	0	3	0.47269724	6.221e+01	1.161e-05	3.484e-05
3s.5p	1P*	1	1	1	3	0.49852264	3s.5s	1S	1	0	0	1	0.47892739	1.810e+06	1.760e+00	1.760e+00
3s.5p	1P*	1	1	1	3	0.49852264	3s.4d	1D	1	2	0	5	0.48419848	7.823e+05	2.848e-01	1.424e+00
3s.5p	1P*	1	1	1	3	0.49852264	3s.4d	3D	3	2	0	3	0.49383689	2.735e-01	1.551e-06	4.652e-06
3s.5p	1P*	1	1	1	3	0.49852264	3s.4d	3D	3	2	0	5	0.49383652	8.251e-01	2.806e-06	1.403e-05
3s.6s	3S	3	0	0	3	0.50932360	3s.3p	3P*	3	1	1	1	0.19911554	1.370e+06	5.330e-03	5.330e-03
3s.6s	3S	3	0	0	3	0.50932360	3s.3p	3P*	3	1	1	3	0.19929833	4.120e+06	5.330e-03	1.599e-02
3s.6s	3S	3	0	0	3	0.50932360	3s.3p	3P*	3	1	1	5	0.19966935	6.830e+06	5.320e-03	2.660e-02
3s.6s	3S	3	0	0	3	0.50932360	3s.3p	1P*	1	1	1	3	0.31941062	9.221e+00	3.183e-08	9.549e-08
3s.6s	3S	3	0	0	3	0.50932360	3s.4p	3P*	3	1	1	1	0.43596035	3.130e+05	2.170e-02	2.170e-02
3s.6s	3S	3	0	0	3	0.50932360	3s.4p	3P*	3	1	1	3	0.43599038	9.330e+05	2.160e-02	6.480e-02
3s.6s	3S	3	0	0	3	0.50932360	3s.4p	3P*	3	1	1	5	0.43605187	1.550e+06	2.160e-02	1.080e-01
3s.6s	3S	3	0	0	3	0.50932360	3s.4p	1P*	1	1	1	3	0.44968048	1.087e+01	3.804e-07	1.141e-06
3s.6s	3S	3	0	0	3	0.50932360	3s.5p	3P*	3	1	1	1	0.49435152	2.634e+05	4.388e-01	4.388e-01
3s.6s	3S	3	0	0	3	0.50932360	3s.5p	3P*	3	1	1	3	0.49436316	7.877e+05	4.382e-01	1.315e+00
3s.6s	3S	3	0	0	3	0.50932360	3s.5p	3P*	3	1	1	5	0.49438722	1.305e+06	4.369e-01	2.185e+00
3s.6s	3S	3	0	0	3	0.50932360	3s.5p	1P*	1	1	1	3	0.49852264	3.793e+00	4.047e-06	1.214e-05
3s.6s	1S	1	0	0	1	0.51201246	3s.3p	3P*	3	1	1	3	0.19929833	4.387e+01	1.862e-08	5.585e-08
3s.6s	1S	1	0	0	1	0.51201246	3s.3p	1P*	1	1	1	3	0.31941062	1.340e+06	1.500e-03	4.500e-03
3s.6s	1S	1	0	0	1	0.51201246	3s.4p	3P*	3	1	1	3	0.43599038	4.337e+01	3.114e-07	9.343e-07
3s.6s	1S	1	0	0	1	0.51201246	3s.4p	1P*	1	1	1	3	0.44968048	1.870e+06	2.000e-02	6.000e-02
3s.6s	1S	1	0	0	1	0.51201246	3s.5p	3P*	3	1	1	3	0.49436316	8.727e+01	1.163e-05	3.488e-05
3s.6s	1S	1	0	0	1	0.51201246	3s.5p	1P*	1	1	1	3	0.49852264	2.591e+06	5.910e-01	1.773e+00
3s.5d	1D	1	2	0	5	0.51311972	3s.3p	3P*	3	1	1	3	0.19929833	8.704e+02	1.834e-06	5.501e-06
3s.5d	1D	1	2	0	5	0.51311972	3s.3p	3P*	3	1	1	5	0.19966935	1.728e+03	2.190e-06	1.095e-05
3s.5d	1D	1	2	0	5	0.51311972	3s.3p	1P*	1	1	1	3	0.31941062	2.190e+07	1.210e-01	3.630e-01
3s.5d	1D	1	2	0	5	0.51311972	3s.4p	3P*	3	1	1	3	0.43599038	2.647e+00	9.231e-08	2.769e-07
3s.5d	1D	1	2	0	5	0.51311972	3s.4p	3P*	3	1	1	5	0.43605187	2.136e-02	4.477e-10	2.238e-09
3s.5d	1D	1	2	0	5	0.51311972	3s.4p	1P*	1	1	1	3	0.44968048	2.910e+04	1.500e-03	4.500e-03
3s.5d	1D	1	2	0	5	0.51311972	3s.5p	3P*	3	1	1	3	0.49436316	5.824e+01	3.435e-05	1.030e-04
3s.5d	1D	1	2	0	5	0.51311972	3s.4f	1F*	1	3	1	7	0.49824836	1.620e+05	6.512e-02	4.558e-01
3s.5d	1D	1	2	0	5	0.51311972	3s.4f	3F*	3	3	1	7	0.49825076	2.378e+03	9.563e-04	6.694e-03
3s.5d	1D	1	2	0	5	0.51311972	3s.5p	1P*	1	1	1	3	0.49852264	1.803e+06	1.756e+00	5.268e+00
3s.5d	3D	3	2	0	3	0.51913308	3s.3p	3P*	3	1	1	1	0.19911554	1.310e+07	4.790e-02	4.790e-02
3s.5d	3D	3	2	0	3	0.51913308	3s.3p	3P*	3	1	1	3	0.19929833	8.377e+06	1.020e-02	3.059e-02
3s.5d	3D	3	2	0	3	0.51913308	3s.3p	3P*	3	1	1	5	0.19966935	5.572e+05	4.078e-04	2.039e-03
3s.5d	3D	3	2	0	3	0.51913308	3s.3p	1P*	1	1	1	3	0.31941062	9.790e+00	3.056e-08	9.167e-08
3s.5d	3D	3	2	0	3	0.51913308	3s.4p	3P*	3	1	1	1	0.43596035	2.540e+06	1.370e-01	1.370e-01
3s.5d	3D	3	2	0	3	0.51913308	3s.4p	3P*	3	1	1	3	0.43599038	1.666e+06	3.001e-02	9.003e-02
3s.5d	3D	3	2	0	3	0.51913308	3s.4p	3P*	3	1	1	5	0.43605187	1.108e+05	1.199e-03	5.995e-03
3s.5d	3D	3	2	0	3	0.51913308	3s.4p	1P*	1	1	1	3	0.44968048	1.019e+01	2.630e-07	7.890e-07
3s.5d	3D	3	2	0	3	0.51913308	3s.5p	3P*	3	1	1	1	0.49435152	1.030e+06	6.260e-01	6.260e-01
3s.5d	3D	3	2	0	3	0.51913308	3s.5p	3P*	3	1	1	3	0.49436316	7.207e+05	1.462e-01	4.387e-01
3s.5d	3D	3	2	0	3	0.51913308	3s.5p	3P*	3	1	1	5	0.49438722	4.787e+04	5.839e-03	2.920e-02
3s.5d	3D	3	2	0	3	0.51913308	3s.4f	3F*	3	3	1	5	0.49825033	1.054e+05	1.806e-02	9.029e-02
3s.5d	3D	3	2	0	3	0.51913308	3s.5p	1P*	1	1	1	3	0.49852264	4.380e+00	1.284e-06	3.851e-06
3s.5d	3D	3	2	0	5	0.51913287	3s.3p	3P*	3	1	1	3	0.19929833	1.770e+07	3.590e-02	1.077e-01
3s.5d	3D	3	2	0	5	0.51913287	3s.3p	3P*	3	1	1	5	0.19966935	5.015e+06	6.117e-03	3.059e-02
3s.5d	3D	3	2	0	5	0.51913287	3s.3p	1P*	1	1	1	3	0.31941062	1.678e+01	8.729e-08	2.619e-07
3s.5d	3D	3	2	0	5	0.51913287	3s.4p	3P*	3	1	1	3	0.43599038	3.430e+06	1.030e-01	3.090e-01
3s.5d	3D	3	2	0	5	0.51913287	3s.4p	3P*	3	1	1	5	0.43605187	9.971e+05	1.798e-02	8.992e-02
3s.5d	3D	3	2	0	5	0.51913287	3s.4p	1P*	1	1	1	3	0.44968048	1.827e+01	7.859e-07	2.358e-06
3s.5d	3D	3	2	0	5	0.51913287	3s.5p	3P*	3	1	1	3	0.49436316	1.390e+06	4.690e-01	1.407e+00
3s.5d	3D	3	2	0	5	0.51913287	3s.5p	3P*	3	1	1	5	0.49438722	4.308e+05	8.759e-02	4.379e-01
3s.5d	3D	3	2	0	5	0.51913287	3s.4f	1F*	1	3	1	7	0.49824836	1.355e+03	2.762e-04	1.934e-03
3s.5d	3D	3	2	0	5	0.51913287	3s.4f	3F*	3	3	1	5	0.49825033	1.171e+04	3.344e-03	1.672e-02
3s.5d	3D	3	2	0	5	0.51913287	3s.4f	3F*	3	3	1	7	0.49825076	1.230e+05	2.510e-02	1.757e-01
3s.5d	3D	3	2	0	5	0.51913287	3s.5p	1P*	1	1	1	3	0.49852264	8.053e+00	3.934e-06	1.180e-05
3s.5d	3D	3	2	0	7	0.51913260	3s.3p	3P*	3	1	1	5	0.19966935	2.350e+07	4.020e-02	2.010e-01
3s.5d	3D	3	2	0	7	0.51913260	3s.4p	3P*	3	1	1	5	0.43605187	4.550e+06	1.150e-01	5.750e-01
3s.5d	3D	3	2	0	7	0.51913260	3s.5p	3P*	3	1	1	5	0.49438722	1.840e+06	5.250e-01	2.625e+00
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	1F*	1	3	1	7	0.49824836	1.209e+02	3.452e-05	2.416e-04
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	3F*	3	3	1	5	0.49825033	2.391e+02	9.555e-05	4.778e-04
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	3F*	3	3	1	7	0.49825076	8.247e+03	2.355e-03	1.648e-02
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	3F*	3	3	1	9	0.49825125	1.270e+05	2.830e-02	2.547e-01
3s.6p	3P*	3	1	1	1	0.51957785	3s.4s	3S	3	0	0	3	0.37541836	2.630e+05	5.250e-04	1.575e-03
3s.6p	3P*	3	1	1	1	0.51957785	3s.3d	3D	3	2	0	3	0.43701687	2.050e+05	1.250e-03	3.750e-03
3s.6p	3P*	3	1	1	1	0.51957785	3s.5s	3S	3	0	0	3	0.47269724	3.540e+05	6.690e-03	2.007e-02
3s.6p	3P*	3	1	1	1	0.51957785	3s.4d	3D	3	2	0	3	0.49383689	1.883e+05	1.179e-02	3.538e-02
3s.6p	3P*	3	1	1	1	0.51957785	3s.6s	3S	3	0	0	3	0.50932360	6.210e+05	2.450e-01	7.350e-01
3s.6p	3P*	3	1	1	1	0.51957785	3s.5d	3D	3	2	0	3	0.51913308	1.683e+02	3.530e-02	1.059e-01
3s.6p	3P*	3	1	1	3	0.51958373	3s2	1S	1	0	0	1	0.00000000	1.010e+03	1.398e-06	1.398e-06
3s.6p	3P*	3	1	1	3	0.51958373	3s.4s	3S	3	0	0	3	0.37541836	2.640e+05	1.580e-03	4.740e-03
3s.6p	3P*	3	1	1	3	0.51958373	3s.4s	1S	1	0	0	1	0.39643154	7.757e+00	1.910e-07	1.910e-07
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	1D	1	2	0	5	0.42285584	3.010e+01	2.403e-07	1.202e-06
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	3D	3	2	0	3	0.43701687	1.113e+04	2.033e-04	6.099e-04
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	3D	3	2	0	5	0.43701659	1.540e+05	1.690e-03	8.450e-03
3s.6p	3P*	3	1	1	3	0.51958373	3s.5s	3S	3	0	0	3	0.47269724	3.550e+05	2.010e-02	6.030e-02
3s.6p	3P*	3	1	1	3	0.51958373	3s.5s	1S	1	0	0	1	0.47892739	1.531e+01	3.459e-06	3.459e-06
3s.6p	3P*	3	1	1	3	0.51958373	3s.4d	1D	1	2	0	5	0.48419848	1.482e+01	8.840e-07	4.420e-06
3s.6p	3P*	3	1	1	3	0.51958373	3s.4d	3D	3	2	0	3	0.49383689	4.713e+04	8.851e-03	2.655e-02
3s.6p	3P*	3	1	1	3	0.51958373	3s.4d	3D	3	2	0	5	0.49383652	1.500e+05	1.690e-02	8.450e-02
3s.6p	3P*	3	1	1	3	0.51958373	3s.6s	3S	3	0	0	3	0.50932360	6.220e+05	7.360e-01	2.208e+00
