Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki
3s.9p	3P*	3	1	1	9	0.54582950	3s.5f	3F*	3	3	1	21	0.52128370	1.342e-02
3s.9p	3P*	3	1	1	9	0.54582950	3s.7p	3P*	3	1	1	9	0.53288523	3.098e-02
3s.9p	3P*	3	1	1	9	0.54582950	3s.6f	3F*	3	3	1	21	0.53377948	1.041e-02
3s.9p	3P*	3	1	1	9	0.54582950	3s.8p	3P*	3	1	1	9	0.54076870	1.527e-02
3s.9p	3P*	3	1	1	9	0.54582950	3s.7f	3F*	3	3	1	21	0.54129958	5.965e-03
3s.8f	1F*	1	3	1	7	0.54617128	3s.3p	3P*	3	1	1	9	0.19948414	1.626e+02
3s.8f	1F*	1	3	1	7	0.54617128	3s.4p	3P*	3	1	1	9	0.43602120	2.210e-01
3s.8f	1F*	1	3	1	7	0.54617128	3s.5p	3P*	3	1	1	9	0.49437523	2.992e-02
3s.8f	1F*	1	3	1	7	0.54617128	3s.4f	3F*	3	3	1	21	0.49825087	1.885e-02
3s.8f	1F*	1	3	1	7	0.54617128	3s.6p	3P*	3	1	1	9	0.51958967	5.409e-02
3s.8f	1F*	1	3	1	7	0.54617128	3s.5f	3F*	3	3	1	21	0.52128370	1.984e-02
3s.8f	1F*	1	3	1	7	0.54617128	3s.7p	3P*	3	1	1	9	0.53288523	4.182e-02
3s.8f	1F*	1	3	1	7	0.54617128	3s.6f	3F*	3	3	1	21	0.53377948	1.362e-02
3s.8f	1F*	1	3	1	7	0.54617128	3s.6h	1H*	1	5	1	11	0.53417510	6.606e-04
3s.8f	1F*	1	3	1	7	0.54617128	3s.8p	3P*	3	1	1	9	0.54076870	2.585e-02
3s.8f	1F*	1	3	1	7	0.54617128	3s.7f	3F*	3	3	1	21	0.54129958	7.841e-03
3s.8f	1F*	1	3	1	7	0.54617128	3s.7h	3H*	3	5	1	33	0.54155556	8.996e-04
3s.8f	1F*	1	3	1	7	0.54617128	3s.9p	3P*	3	1	1	9	0.54582950	1.770e-07
3s.8f	3F*	3	3	1	21	0.54617128	3s.3p	1P*	1	1	1	3	0.31941062	1.872e-01
3s.8f	3F*	3	3	1	21	0.54617128	3s.4p	1P*	1	1	1	3	0.44968048	5.756e-01
3s.8f	3F*	3	3	1	21	0.54617128	3s.4f	1F*	1	3	1	7	0.49824836	1.869e-02
3s.8f	3F*	3	3	1	21	0.54617128	3s.5p	1P*	1	1	1	3	0.49852264	6.771e-02
3s.8f	3F*	3	3	1	21	0.54617128	3s.5f	1F*	1	3	1	7	0.52128269	1.981e-02
3s.8f	3F*	3	3	1	21	0.54617128	3s.6p	1P*	1	1	1	3	0.52138137	8.218e-04
3s.8f	3F*	3	3	1	21	0.54617128	3s.6f	1F*	1	3	1	7	0.53377902	1.361e-02
3s.8f	3F*	3	3	1	21	0.54617128	3s.7p	1P*	1	1	1	3	0.53382230	6.706e-03
3s.8f	3F*	3	3	1	21	0.54617128	3s.6h	3H*	3	5	1	33	0.53417510	6.619e-04
3s.8f	3F*	3	3	1	21	0.54617128	3s.7f	1F*	1	3	1	7	0.54129958	7.834e-03
3s.8f	3F*	3	3	1	21	0.54617128	3s.8p	1P*	1	1	1	3	0.54132160	3.721e-02
3s.8f	3F*	3	3	1	21	0.54617128	3s.7h	1H*	1	5	1	11	0.54155556	9.029e-04
3s.9p	1P*	1	1	1	3	0.54618280	3s.3p	1P*	1	1	1	3	0.31941062	2.489e+02
3s.9p	1P*	1	1	1	3	0.54618280	3s.4p	1P*	1	1	1	3	0.44968048	2.214e+00
3s.9p	1P*	1	1	1	3	0.54618280	3s.4f	1F*	1	3	1	7	0.49824836	1.197e-02
3s.9p	1P*	1	1	1	3	0.54618280	3s.5p	1P*	1	1	1	3	0.49852264	1.360e-05
3s.9p	1P*	1	1	1	3	0.54618280	3s.5f	1F*	1	3	1	7	0.52128269	7.139e-03
3s.9p	1P*	1	1	1	3	0.54618280	3s.6p	1P*	1	1	1	3	0.52138137	3.520e-02
3s.9p	1P*	1	1	1	3	0.54618280	3s.6f	1F*	1	3	1	7	0.53377902	3.786e-03
3s.9p	1P*	1	1	1	3	0.54618280	3s.7p	1P*	1	1	1	3	0.53382230	2.993e-02
3s.9p	1P*	1	1	1	3	0.54618280	3s.7f	1F*	1	3	1	7	0.54129958	1.331e-03
3s.9p	1P*	1	1	1	3	0.54618280	3s.8p	1P*	1	1	1	3	0.54132160	1.608e-02
3s.8g	3G	3	4	0	27	0.54631250	3s.3d	1D	1	2	0	5	0.42285584	8.617e+00
3s.8g	3G	3	4	0	27	0.54631250	3s.4d	1D	1	2	0	5	0.48419848	3.960e-06
3s.8g	3G	3	4	0	27	0.54631250	3s.5d	1D	1	2	0	5	0.51311972	2.043e-01
3s.8g	3G	3	4	0	27	0.54631250	3s.5g	1G	1	4	0	9	0.52181666	8.152e-03
3s.8g	3G	3	4	0	27	0.54631250	3s.6d	1D	1	2	0	5	0.52874672	1.968e-01
3s.8g	3G	3	4	0	27	0.54631250	3s.6g	3G	3	4	0	27	0.53410086	8.689e-03
3s.8g	3G	3	4	0	27	0.54631250	3s.7d	1D	1	2	0	5	0.53802135	1.327e-01
3s.8g	3G	3	4	0	27	0.54631250	3s.7g	1G	1	4	0	9	0.54150711	6.227e-03
3s.8g	3G	3	4	0	27	0.54631250	3s.7i	3I	3	6	0	39	0.54157072	2.011e-04
3s.8g	3G	3	4	0	27	0.54631250	3s.8d	1D	1	2	0	5	0.54393522	2.701e-03
3s.8g	1G	1	4	0	9	0.54631250	3s.3d	3D	3	2	0	15	0.43701672	6.691e+00
3s.8g	1G	1	4	0	9	0.54631250	3s.4d	3D	3	2	0	15	0.49383643	1.703e-01
3s.8g	1G	1	4	0	9	0.54631250	3s.5d	3D	3	2	0	15	0.51913279	1.113e-02
3s.8g	1G	1	4	0	9	0.54631250	3s.5g	3G	3	4	0	27	0.52181666	8.146e-03
3s.8g	1G	1	4	0	9	0.54631250	3s.6d	3D	3	2	0	15	0.53257046	4.670e-02
3s.8g	1G	1	4	0	9	0.54631250	3s.6g	1G	1	4	0	9	0.53410086	8.686e-03
3s.8g	1G	1	4	0	9	0.54631250	3s.7d	3D	3	2	0	15	0.54055244	4.481e-02
3s.8g	1G	1	4	0	9	0.54631250	3s.7g	3G	3	4	0	27	0.54150711	6.226e-03
3s.8g	1G	1	4	0	9	0.54631250	3s.7i	1I	1	6	0	13	0.54157072	2.012e-04
3s.8g	1G	1	4	0	9	0.54631250	3s.8d	3D	3	2	0	15	0.54567744	3.684e-06
3s.8h	1H*	1	5	1	11	0.54634581	3s.4f	1F*	1	3	1	7	0.49824836	1.773e+00
3s.8h	1H*	1	5	1	11	0.54634581	3s.5f	1F*	1	3	1	7	0.52128269	1.508e-01
3s.8h	1H*	1	5	1	11	0.54634581	3s.6f	1F*	1	3	1	7	0.53377902	1.174e-03
3s.8h	1H*	1	5	1	11	0.54634581	3s.6h	3H*	3	5	1	33	0.53417510	3.942e-03
3s.8h	1H*	1	5	1	11	0.54634581	3s.7f	1F*	1	3	1	7	0.54129958	3.737e-02
3s.8h	1H*	1	5	1	11	0.54634581	3s.7h	1H*	1	5	1	11	0.54155556	4.621e-03
3s.8h	3H*	3	5	1	33	0.54634581	3s.4f	3F*	3	3	1	21	0.49825087	1.775e+00
3s.8h	3H*	3	5	1	33	0.54634581	3s.5f	3F*	3	3	1	21	0.52128370	1.519e-01
3s.8h	3H*	3	5	1	33	0.54634581	3s.6f	3F*	3	3	1	21	0.53377948	1.130e-03
3s.8h	3H*	3	5	1	33	0.54634581	3s.6h	1H*	1	5	1	11	0.53417510	3.942e-03
3s.8h	3H*	3	5	1	33	0.54634581	3s.7f	3F*	3	3	1	21	0.54129958	3.743e-02
3s.8h	3H*	3	5	1	33	0.54634581	3s.7h	3H*	3	5	1	33	0.54155556	4.621e-03
3s.10s	3S	3	0	0	3	0.54770790	3s.3d	3D	3	2	0	15	0.43701672	3.504e+00
3s.10s	3S	3	0	0	3	0.54770790	3s.4d	3D	3	2	0	15	0.49383643	8.219e-02
3s.10s	3S	3	0	0	3	0.54770790	3s.5d	3D	3	2	0	15	0.51913279	9.193e-04
3s.10s	3S	3	0	0	3	0.54770790	3s.6d	3D	3	2	0	15	0.53257046	1.967e-04
3s.10s	3S	3	0	0	3	0.54770790	3s.7d	3D	3	2	0	15	0.54055244	6.064e-04
3s.10s	3S	3	0	0	3	0.54770790	3s.8d	3D	3	2	0	15	0.54567744	3.284e-03
3s.9d	1D	1	2	0	5	0.54791972	3s2	1S	1	0	0	1	0.00000000	4.675e+02
3s.9d	1D	1	2	0	5	0.54791972	3s.4s	1S	1	0	0	1	0.39643154	1.193e+01
3s.9d	1D	1	2	0	5	0.54791972	3s.3d	1D	1	2	0	5	0.42285584	7.925e+01
3s.9d	1D	1	2	0	5	0.54791972	3s.5s	1S	1	0	0	1	0.47892739	8.470e-01
3s.9d	1D	1	2	0	5	0.54791972	3s.4d	1D	1	2	0	5	0.48419848	3.916e+00
3s.9d	1D	1	2	0	5	0.54791972	3s.6s	1S	1	0	0	1	0.51201246	1.493e-01
3s.9d	1D	1	2	0	5	0.54791972	3s.5d	1D	1	2	0	5	0.51311972	1.140e-01
3s.9d	1D	1	2	0	5	0.54791972	3s.5g	1G	1	4	0	9	0.52181666	4.642e-05
3s.9d	1D	1	2	0	5	0.54791972	3s.7s	1S	1	0	0	1	0.52862060	4.395e-02
3s.9d	1D	1	2	0	5	0.54791972	3s.6d	1D	1	2	0	5	0.52874672	6.807e-04
3s.9d	1D	1	2	0	5	0.54791972	3s.6g	3G	3	4	0	27	0.53410086	1.075e-03
3s.9d	1D	1	2	0	5	0.54791972	3s.7d	1D	1	2	0	5	0.53802135	8.493e-03
3s.9d	1D	1	2	0	5	0.54791972	3s.8s	1S	1	0	0	1	0.53813530	1.595e-02
3s.9d	1D	1	2	0	5	0.54791972	3s.7g	1G	1	4	0	9	0.54150711	8.866e-04
3s.9d	1D	1	2	0	5	0.54791972	3s.8d	1D	1	2	0	5	0.54393522	6.825e-03
3s.9d	1D	1	2	0	5	0.54791972	3s.9s	1S	1	0	0	1	0.54409120	4.843e-03
3s.9d	1D	1	2	0	5	0.54791972	3s.8g	3G	3	4	0	27	0.54631250	1.426e-04
3s.10s	1S	1	0	0	1	0.54806540	3s.3d	1D	1	2	0	5	0.42285584	5.948e-01
3s.10s	1S	1	0	0	1	0.54806540	3s.4d	1D	1	2	0	5	0.48419848	3.179e-01
3s.10s	1S	1	0	0	1	0.54806540	3s.5d	1D	1	2	0	5	0.51311972	1.450e-01
3s.10s	1S	1	0	0	1	0.54806540	3s.6d	1D	1	2	0	5	0.52874672	7.146e-02
3s.10s	1S	1	0	0	1	0.54806540	3s.7d	1D	1	2	0	5	0.53802135	3.952e-02
3s.10s	1S	1	0	0	1	0.54806540	3s.8d	1D	1	2	0	5	0.54393522	2.761e-02
3s.9d	3D	3	2	0	15	0.54916218	3s.4s	3S	3	0	0	3	0.37541836	2.303e-02
3s.9d	3D	3	2	0	15	0.54916218	3s.3d	3D	3	2	0	15	0.43701672	1.685e+00
3s.9d	3D	3	2	0	15	0.54916218	3s.5s	3S	3	0	0	3	0.47269724	1.228e-01
3s.9d	3D	3	2	0	15	0.54916218	3s.4d	3D	3	2	0	15	0.49383643	6.577e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.6s	3S	3	0	0	3	0.50932360	4.840e-02
3s.9d	3D	3	2	0	15	0.54916218	3s.5d	3D	3	2	0	15	0.51913279	9.444e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.7s	3S	3	0	0	3	0.52721550	1.727e-02
3s.9d	3D	3	2	0	15	0.54916218	3s.6d	3D	3	2	0	15	0.53257046	1.168e-02
3s.9d	3D	3	2	0	15	0.54916218	3s.6g	1G	1	4	0	9	0.53410086	1.437e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.8s	3S	3	0	0	3	0.53730801	5.471e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.7d	3D	3	2	0	15	0.54055244	8.043e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.7g	3G	3	4	0	27	0.54150711	1.844e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.9s	3S	3	0	0	3	0.54356300	9.825e-04
3s.9d	3D	3	2	0	15	0.54916218	3s.8d	3D	3	2	0	15	0.54567744	4.456e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.8g	1G	1	4	0	9	0.54631250	1.232e-03
3s.9d	3D	3	2	0	15	0.54916218	3s.10s	3S	3	0	0	3	0.54770790	3.397e-04
3s.10p	3P*	3	1	1	9	0.54922800	3s.3p	3P*	3	1	1	9	0.19948414	1.097e+03
3s.10p	3P*	3	1	1	9	0.54922800	3s.4p	3P*	3	1	1	9	0.43602120	1.374e+00
3s.10p	3P*	3	1	1	9	0.54922800	3s.5p	3P*	3	1	1	9	0.49437523	2.427e-03
3s.10p	3P*	3	1	1	9	0.54922800	3s.4f	3F*	3	3	1	21	0.49825087	3.153e-03
3s.10p	3P*	3	1	1	9	0.54922800	3s.6p	3P*	3	1	1	9	0.51958967	2.550e-02
3s.10p	3P*	3	1	1	9	0.54922800	3s.5f	3F*	3	3	1	21	0.52128370	7.649e-03
3s.10p	3P*	3	1	1	9	0.54922800	3s.7p	3P*	3	1	1	9	0.53288523	1.997e-02
3s.10p	3P*	3	1	1	9	0.54922800	3s.6f	3F*	3	3	1	21	0.53377948	7.212e-03
3s.10p	3P*	3	1	1	9	0.54922800	3s.8p	3P*	3	1	1	9	0.54076870	1.179e-02
3s.10p	3P*	3	1	1	9	0.54922800	3s.7f	3F*	3	3	1	21	0.54129958	5.031e-03
3s.10p	3P*	3	1	1	9	0.54922800	3s.9p	3P*	3	1	1	9	0.54582950	5.872e-03
3s.10p	3P*	3	1	1	9	0.54922800	3s.8f	1F*	1	3	1	7	0.54617128	2.720e-03
3s.9f	1F*	1	3	1	7	0.54950572	3s.3p	1P*	1	1	1	3	0.31941062	3.276e+00
3s.9f	1F*	1	3	1	7	0.54950572	3s.4p	1P*	1	1	1	3	0.44968048	1.272e-01
3s.9f	1F*	1	3	1	7	0.54950572	3s.4f	1F*	1	3	1	7	0.49824836	7.955e-03
3s.9f	1F*	1	3	1	7	0.54950572	3s.5p	1P*	1	1	1	3	0.49852264	3.721e-02
3s.9f	1F*	1	3	1	7	0.54950572	3s.5f	1F*	1	3	1	7	0.52128269	1.160e-02
3s.9f	1F*	1	3	1	7	0.54950572	3s.6p	1P*	1	1	1	3	0.52138137	2.860e-03
3s.9f	1F*	1	3	1	7	0.54950572	3s.6f	1F*	1	3	1	7	0.53377902	8.993e-03
3s.9f	1F*	1	3	1	7	0.54950572	3s.7p	1P*	1	1	1	3	0.53382230	3.158e-04
3s.9f	1F*	1	3	1	7	0.54950572	3s.6h	3H*	3	5	1	33	0.53417510	4.391e-04
3s.9f	1F*	1	3	1	7	0.54950572	3s.7f	1F*	1	3	1	7	0.54129958	5.889e-03
3s.9f	1F*	1	3	1	7	0.54950572	3s.8p	1P*	1	1	1	3	0.54132160	3.743e-03
3s.9f	1F*	1	3	1	7	0.54950572	3s.7h	1H*	1	5	1	11	0.54155556	7.025e-04
3s.9f	1F*	1	3	1	7	0.54950572	3s.8f	3F*	3	3	1	21	0.54617128	3.394e-03
3s.9f	1F*	1	3	1	7	0.54950572	3s.9p	1P*	1	1	1	3	0.54618280	1.482e-02
3s.9f	1F*	1	3	1	7	0.54950572	3s.8h	1H*	1	5	1	11	0.54634581	6.391e-04
3s.9f	3F*	3	3	1	21	0.54950572	3s.3p	3P*	3	1	1	9	0.19948414	2.106e+02
3s.9f	3F*	3	3	1	21	0.54950572	3s.4p	3P*	3	1	1	9	0.43602120	4.325e-01
3s.9f	3F*	3	3	1	21	0.54950572	3s.5p	3P*	3	1	1	9	0.49437523	4.231e-03
3s.9f	3F*	3	3	1	21	0.54950572	3s.4f	3F*	3	3	1	21	0.49825087	8.089e-03
3s.9f	3F*	3	3	1	21	0.54950572	3s.6p	3P*	3	1	1	9	0.51958967	2.442e-02
3s.9f	3F*	3	3	1	21	0.54950572	3s.5f	3F*	3	3	1	21	0.52128370	1.165e-02
3s.9f	3F*	3	3	1	21	0.54950572	3s.7p	3P*	3	1	1	9	0.53288523	2.234e-02
3s.9f	3F*	3	3	1	21	0.54950572	3s.6f	3F*	3	3	1	21	0.53377948	9.003e-03
3s.9f	3F*	3	3	1	21	0.54950572	3s.6h	1H*	1	5	1	11	0.53417510	4.387e-04
3s.9f	3F*	3	3	1	21	0.54950572	3s.8p	3P*	3	1	1	9	0.54076870	1.577e-02
3s.9f	3F*	3	3	1	21	0.54950572	3s.7f	3F*	3	3	1	21	0.54129958	5.894e-03
3s.9f	3F*	3	3	1	21	0.54950572	3s.7h	3H*	3	5	1	33	0.54155556	7.012e-04
3s.9f	3F*	3	3	1	21	0.54950572	3s.9p	3P*	3	1	1	9	0.54582950	9.662e-03
3s.9f	3F*	3	3	1	21	0.54950572	3s.8f	1F*	1	3	1	7	0.54617128	3.397e-03
3s.9f	3F*	3	3	1	21	0.54950572	3s.8h	3H*	3	5	1	33	0.54634581	6.373e-04
3s.9f	3F*	3	3	1	21	0.54950572	3s.10p	3P*	3	1	1	9	0.54922800	1.677e-07
3s.10p	1P*	1	1	1	3	0.54951500	3s.3p	1P*	1	1	1	3	0.31941062	3.334e+02
3s.10p	1P*	1	1	1	3	0.54951500	3s.4p	1P*	1	1	1	3	0.44968048	4.152e+00
3s.10p	1P*	1	1	1	3	0.54951500	3s.4f	1F*	1	3	1	7	0.49824836	1.176e-02
3s.10p	1P*	1	1	1	3	0.54951500	3s.5p	1P*	1	1	1	3	0.49852264	4.129e-02
3s.10p	1P*	1	1	1	3	0.54951500	3s.5f	1F*	1	3	1	7	0.52128269	6.524e-03
3s.10p	1P*	1	1	1	3	0.54951500	3s.6p	1P*	1	1	1	3	0.52138137	9.530e-03
3s.10p	1P*	1	1	1	3	0.54951500	3s.6f	1F*	1	3	1	7	0.53377902	3.589e-03
3s.10p	1P*	1	1	1	3	0.54951500	3s.7p	1P*	1	1	1	3	0.53382230	1.678e-02
3s.10p	1P*	1	1	1	3	0.54951500	3s.7f	1F*	1	3	1	7	0.54129958	1.925e-03
3s.10p	1P*	1	1	1	3	0.54951500	3s.8p	1P*	1	1	1	3	0.54132160	1.212e-02
3s.10p	1P*	1	1	1	3	0.54951500	3s.8f	3F*	3	3	1	21	0.54617128	6.597e-04
3s.10p	1P*	1	1	1	3	0.54951500	3s.9p	1P*	1	1	1	3	0.54618280	6.632e-03
3s.9g	3G	3	4	0	27	0.54960627	3s.3d	1D	1	2	0	5	0.42285584	8.619e+00
3s.9g	3G	3	4	0	27	0.54960627	3s.4d	1D	1	2	0	5	0.48419848	4.208e-02
3s.9g	3G	3	4	0	27	0.54960627	3s.5d	1D	1	2	0	5	0.51311972	7.772e-02
3s.9g	3G	3	4	0	27	0.54960627	3s.5g	1G	1	4	0	9	0.52181666	2.492e-03
3s.9g	3G	3	4	0	27	0.54960627	3s.6d	1D	1	2	0	5	0.52874672	9.898e-02
3s.9g	3G	3	4	0	27	0.54960627	3s.6g	3G	3	4	0	27	0.53410086	4.690e-03
3s.9g	3G	3	4	0	27	0.54960627	3s.7d	1D	1	2	0	5	0.53802135	7.306e-02
3s.9g	3G	3	4	0	27	0.54960627	3s.7g	1G	1	4	0	9	0.54150711	4.142e-03
3s.9g	3G	3	4	0	27	0.54960627	3s.7i	3I	3	6	0	39	0.54157072	1.342e-04
3s.9g	3G	3	4	0	27	0.54960627	3s.8d	1D	1	2	0	5	0.54393522	4.901e-02
3s.9g	3G	3	4	0	27	0.54960627	3s.8g	3G	3	4	0	27	0.54631250	2.818e-03
3s.9g	3G	3	4	0	27	0.54960627	3s.9d	1D	1	2	0	5	0.54791972	1.364e-03
3s.9g	1G	1	4	0	9	0.54960627	3s.3d	3D	3	2	0	15	0.43701672	5.432e+00
3s.9g	1G	1	4	0	9	0.54960627	3s.4d	3D	3	2	0	15	0.49383643	2.024e-01
3s.9g	1G	1	4	0	9	0.54960627	3s.5d	3D	3	2	0	15	0.51913279	1.767e-04
3s.9g	1G	1	4	0	9	0.54960627	3s.5g	3G	3	4	0	27	0.52181666	2.486e-03
3s.9g	1G	1	4	0	9	0.54960627	3s.6d	3D	3	2	0	15	0.53257046	1.616e-02
3s.9g	1G	1	4	0	9	0.54960627	3s.6g	1G	1	4	0	9	0.53410086	4.679e-03
3s.9g	1G	1	4	0	9	0.54960627	3s.7d	3D	3	2	0	15	0.54055244	2.068e-02
3s.9g	1G	1	4	0	9	0.54960627	3s.7g	3G	3	4	0	27	0.54150711	4.138e-03
3s.9g	1G	1	4	0	9	0.54960627	3s.7i	1I	1	6	0	13	0.54157072	1.343e-04
3s.9g	1G	1	4	0	9	0.54960627	3s.8d	3D	3	2	0	15	0.54567744	1.642e-02
3s.9g	1G	1	4	0	9	0.54960627	3s.8g	1G	1	4	0	9	0.54631250	2.818e-03
3s.9g	1G	1	4	0	9	0.54960627	3s.9d	3D	3	2	0	15	0.54916218	1.749e-06
3s.9h	1H*	1	5	1	11	0.54962983	3s.4f	3F*	3	3	1	21	0.49825087	1.288e+00
3s.9h	1H*	1	5	1	11	0.54962983	3s.5f	3F*	3	3	1	21	0.52128370	1.722e-01
3s.9h	1H*	1	5	1	11	0.54962983	3s.6f	3F*	3	3	1	21	0.53377948	5.708e-03
3s.9h	1H*	1	5	1	11	0.54962983	3s.6h	1H*	1	5	1	11	0.53417510	2.226e-03
3s.9h	1H*	1	5	1	11	0.54962983	3s.7f	3F*	3	3	1	21	0.54129958	4.651e-03
3s.9h	1H*	1	5	1	11	0.54962983	3s.7h	3H*	3	5	1	33	0.54155556	2.806e-03
3s.9h	1H*	1	5	1	11	0.54962983	3s.8f	1F*	1	3	1	7	0.54617128	1.460e-02
3s.9h	1H*	1	5	1	11	0.54962983	3s.8h	3H*	3	5	1	33	0.54634581	2.337e-03
3s.9h	3H*	3	5	1	33	0.54962983	3s.4f	1F*	1	3	1	7	0.49824836	1.287e+00
3s.9h	3H*	3	5	1	33	0.54962983	3s.5f	1F*	1	3	1	7	0.52128269	1.713e-01
3s.9h	3H*	3	5	1	33	0.54962983	3s.6f	1F*	1	3	1	7	0.53377902	5.608e-03
3s.9h	3H*	3	5	1	33	0.54962983	3s.6h	3H*	3	5	1	33	0.53417510	2.226e-03
3s.9h	3H*	3	5	1	33	0.54962983	3s.7f	1F*	1	3	1	7	0.54129958	4.685e-03
3s.9h	3H*	3	5	1	33	0.54962983	3s.7h	1H*	1	5	1	11	0.54155556	2.806e-03
3s.9h	3H*	3	5	1	33	0.54962983	3s.8f	3F*	3	3	1	21	0.54617128	1.458e-02
3s.9h	3H*	3	5	1	33	0.54962983	3s.8h	1H*	1	5	1	11	0.54634581	2.337e-03
3s.9i	1I	1	6	0	13	0.54963730	3s.5g	1G	1	4	0	9	0.52181666	5.594e-01
3s.9i	1I	1	6	0	13	0.54963730	3s.6g	3G	3	4	0	27	0.53410086	9.692e-02
3s.9i	1I	1	6	0	13	0.54963730	3s.7g	1G	1	4	0	9	0.54150711	7.601e-04
3s.9i	1I	1	6	0	13	0.54963730	3s.7i	3I	3	6	0	39	0.54157072	1.216e-03
3s.9i	1I	1	6	0	13	0.54963730	3s.8g	3G	3	4	0	27	0.54631250	1.428e-02
3s.9i	3I	3	6	0	39	0.54963730	3s.5g	3G	3	4	0	27	0.52181666	5.594e-01
3s.9i	3I	3	6	0	39	0.54963730	3s.6g	1G	1	4	0	9	0.53410086	9.693e-02
3s.9i	3I	3	6	0	39	0.54963730	3s.7g	3G	3	4	0	27	0.54150711	7.593e-04
3s.9i	3I	3	6	0	39	0.54963730	3s.7i	1I	1	6	0	13	0.54157072	1.216e-03
3s.9i	3I	3	6	0	39	0.54963730	3s.8g	1G	1	4	0	9	0.54631250	1.428e-02
3s.9k	1K*	1	7	1	15	0.54964021	3s.6h	1H*	1	5	1	11	0.53417510	2.881e-01
3s.9k	1K*	1	7	1	15	0.54964021	3s.7h	3H*	3	5	1	33	0.54155556	3.009e-02
3s.9k	1K*	1	7	1	15	0.54964021	3s.8h	3H*	3	5	1	33	0.54634581	1.326e-02
3s.9k	3K*	3	7	1	45	0.54964021	3s.6h	3H*	3	5	1	33	0.53417510	2.881e-01
3s.9k	3K*	3	7	1	45	0.54964021	3s.7h	1H*	1	5	1	11	0.54155556	3.009e-02
3s.9k	3K*	3	7	1	45	0.54964021	3s.8h	1H*	1	5	1	11	0.54634581	1.326e-02
3s.11s	3S	3	0	0	3	0.55059550	3s.3d	3D	3	2	0	15	0.43701672	5.620e+00
3s.11s	3S	3	0	0	3	0.55059550	3s.4d	3D	3	2	0	15	0.49383643	1.777e-01
3s.11s	3S	3	0	0	3	0.55059550	3s.5d	3D	3	2	0	15	0.51913279	5.933e-03
3s.11s	3S	3	0	0	3	0.55059550	3s.6d	3D	3	2	0	15	0.53257046	4.476e-05
3s.11s	3S	3	0	0	3	0.55059550	3s.7d	3D	3	2	0	15	0.54055244	7.270e-05
3s.11s	3S	3	0	0	3	0.55059550	3s.8d	3D	3	2	0	15	0.54567744	2.227e-04
3s.11s	3S	3	0	0	3	0.55059550	3s.9d	3D	3	2	0	15	0.54916218	1.521e-03
3s.10d	1D	1	2	0	5	0.55072514	3s2	1S	1	0	0	1	0.00000000	5.211e+02
3s.10d	1D	1	2	0	5	0.55072514	3s.4s	1S	1	0	0	1	0.39643154	1.364e+01
3s.10d	1D	1	2	0	5	0.55072514	3s.3d	1D	1	2	0	5	0.42285584	1.102e+02
3s.10d	1D	1	2	0	5	0.55072514	3s.5s	1S	1	0	0	1	0.47892739	8.956e-01
3s.10d	1D	1	2	0	5	0.55072514	3s.4d	1D	1	2	0	5	0.48419848	6.507e+00
3s.10d	1D	1	2	0	5	0.55072514	3s.6s	1S	1	0	0	1	0.51201246	1.432e-01
3s.10d	1D	1	2	0	5	0.55072514	3s.5d	1D	1	2	0	5	0.51311972	3.155e-01
3s.10d	1D	1	2	0	5	0.55072514	3s.5g	1G	1	4	0	9	0.52181666	5.977e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.7s	1S	1	0	0	1	0.52862060	3.940e-02
3s.10d	1D	1	2	0	5	0.55072514	3s.6d	1D	1	2	0	5	0.52874672	5.389e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.6g	3G	3	4	0	27	0.53410086	2.590e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.7d	1D	1	2	0	5	0.53802135	2.212e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.8s	1S	1	0	0	1	0.53813530	1.452e-02
3s.10d	1D	1	2	0	5	0.55072514	3s.7g	1G	1	4	0	9	0.54150711	1.325e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.8d	1D	1	2	0	5	0.54393522	4.367e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.9s	1S	1	0	0	1	0.54409120	5.899e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.8g	3G	3	4	0	27	0.54631250	5.811e-04
3s.10d	1D	1	2	0	5	0.55072514	3s.9d	1D	1	2	0	5	0.54791972	3.112e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.10s	1S	1	0	0	1	0.54806540	1.870e-03
3s.10d	1D	1	2	0	5	0.55072514	3s.9g	3G	3	4	0	27	0.54960627	6.942e-05
3s.11s	1S	1	0	0	1	0.55111500	3s.3d	1D	1	2	0	5	0.42285584	1.376e-01
3s.11s	1S	1	0	0	1	0.55111500	3s.4d	1D	1	2	0	5	0.48419848	1.949e-01
3s.11s	1S	1	0	0	1	0.55111500	3s.5d	1D	1	2	0	5	0.51311972	1.113e-01
