Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki
3s.6d	1D	1	2	0	5	0.52874672	3s.5d	1D	1	2	0	5	0.51311972	1.059e-01
3s.6d	1D	1	2	0	5	0.52874672	3s.5g	1G	1	4	0	9	0.52181666	1.531e-03
3s.6d	3D	3	2	0	15	0.53257046	3s.4s	3S	3	0	0	3	0.37541836	2.009e+00
3s.6d	3D	3	2	0	15	0.53257046	3s.3d	3D	3	2	0	15	0.43701672	2.245e-03
3s.6d	3D	3	2	0	15	0.53257046	3s.5s	3S	3	0	0	3	0.47269724	4.680e-01
3s.6d	3D	3	2	0	15	0.53257046	3s.4d	3D	3	2	0	15	0.49383643	1.450e-01
3s.6d	3D	3	2	0	15	0.53257046	3s.6s	3S	3	0	0	3	0.50932360	6.073e-02
3s.6d	3D	3	2	0	15	0.53257046	3s.5d	3D	3	2	0	15	0.51913279	9.174e-02
3s.6d	3D	3	2	0	15	0.53257046	3s.5g	3G	3	4	0	27	0.52181666	5.582e-03
3s.6d	3D	3	2	0	15	0.53257046	3s.7s	3S	3	0	0	3	0.52721550	7.686e-03
3s.7p	3P*	3	1	1	9	0.53288523	3s.3p	3P*	3	1	1	9	0.19948414	2.444e+02
3s.7p	3P*	3	1	1	9	0.53288523	3s.4p	3P*	3	1	1	9	0.43602120	1.592e-01
3s.7p	3P*	3	1	1	9	0.53288523	3s.5p	3P*	3	1	1	9	0.49437523	3.117e-01
3s.7p	3P*	3	1	1	9	0.53288523	3s.4f	3F*	3	3	1	21	0.49825087	3.695e-02
3s.7p	3P*	3	1	1	9	0.53288523	3s.6p	3P*	3	1	1	9	0.51958967	1.397e-01
3s.7p	3P*	3	1	1	9	0.53288523	3s.5f	3F*	3	3	1	21	0.52128370	2.831e-02
3s.6f	1F*	1	3	1	7	0.53377902	3s.3p	1P*	1	1	1	3	0.31941062	2.867e+01
3s.6f	1F*	1	3	1	7	0.53377902	3s.4p	1P*	1	1	1	3	0.44968048	2.118e+00
3s.6f	1F*	1	3	1	7	0.53377902	3s.4f	1F*	1	3	1	7	0.49824836	7.484e-02
3s.6f	1F*	1	3	1	7	0.53377902	3s.5p	1P*	1	1	1	3	0.49852264	3.899e-03
3s.6f	1F*	1	3	1	7	0.53377902	3s.5f	1F*	1	3	1	7	0.52128269	5.594e-02
3s.6f	1F*	1	3	1	7	0.53377902	3s.6p	1P*	1	1	1	3	0.52138137	3.691e-01
3s.6f	3F*	3	3	1	21	0.53377948	3s.3p	3P*	3	1	1	9	0.19948414	1.335e+02
3s.6f	3F*	3	3	1	21	0.53377948	3s.4p	3P*	3	1	1	9	0.43602120	1.296e-02
3s.6f	3F*	3	3	1	21	0.53377948	3s.5p	3P*	3	1	1	9	0.49437523	4.057e-01
3s.6f	3F*	3	3	1	21	0.53377948	3s.4f	3F*	3	3	1	21	0.49825087	7.511e-02
3s.6f	3F*	3	3	1	21	0.53377948	3s.6p	3P*	3	1	1	9	0.51958967	3.118e-01
3s.6f	3F*	3	3	1	21	0.53377948	3s.5f	3F*	3	3	1	21	0.52128370	5.604e-02
3s.6f	3F*	3	3	1	21	0.53377948	3s.7p	3P*	3	1	1	9	0.53288523	1.791e-06
3s.7p	1P*	1	1	1	3	0.53382230	3s.3p	1P*	1	1	1	3	0.31941062	1.126e+02
3s.7p	1P*	1	1	1	3	0.53382230	3s.4p	1P*	1	1	1	3	0.44968048	3.982e-02
3s.7p	1P*	1	1	1	3	0.53382230	3s.4f	1F*	1	3	1	7	0.49824836	1.239e-02
3s.7p	1P*	1	1	1	3	0.53382230	3s.5p	1P*	1	1	1	3	0.49852264	2.290e-01
3s.7p	1P*	1	1	1	3	0.53382230	3s.5f	1F*	1	3	1	7	0.52128269	5.747e-03
3s.7p	1P*	1	1	1	3	0.53382230	3s.6p	1P*	1	1	1	3	0.52138137	1.448e-01
3s.6g	1G	1	4	0	9	0.53410086	3s.3d	3D	3	2	0	15	0.43701672	1.226e+01
3s.6g	1G	1	4	0	9	0.53410086	3s.4d	3D	3	2	0	15	0.49383643	5.761e-03
3s.6g	1G	1	4	0	9	0.53410086	3s.5d	3D	3	2	0	15	0.51913279	5.344e-01
3s.6g	1G	1	4	0	9	0.53410086	3s.5g	3G	3	4	0	27	0.52181666	3.096e-02
3s.6g	1G	1	4	0	9	0.53410086	3s.6d	3D	3	2	0	15	0.53257046	1.973e-05
3s.6g	3G	3	4	0	27	0.53410086	3s.3d	1D	1	2	0	5	0.42285584	1.151e+01
3s.6g	3G	3	4	0	27	0.53410086	3s.4d	1D	1	2	0	5	0.48419848	8.038e-01
3s.6g	3G	3	4	0	27	0.53410086	3s.5d	1D	1	2	0	5	0.51311972	1.536e+00
3s.6g	3G	3	4	0	27	0.53410086	3s.5g	1G	1	4	0	9	0.52181666	3.096e-02
3s.6g	3G	3	4	0	27	0.53410086	3s.6d	1D	1	2	0	5	0.52874672	1.069e-02
3s.6h	1H*	1	5	1	11	0.53417510	3s.4f	3F*	3	3	1	21	0.49825087	3.260e+00
3s.6h	1H*	1	5	1	11	0.53417510	3s.5f	3F*	3	3	1	21	0.52128370	2.935e-01
3s.6h	3H*	3	5	1	33	0.53417510	3s.4f	1F*	1	3	1	7	0.49824836	3.248e+00
3s.6h	3H*	3	5	1	33	0.53417510	3s.5f	1F*	1	3	1	7	0.52128269	2.932e-01
3s.8s	3S	3	0	0	3	0.53730801	3s.3d	3D	3	2	0	15	0.43701672	8.560e-01
3s.8s	3S	3	0	0	3	0.53730801	3s.4d	3D	3	2	0	15	0.49383643	6.370e-04
3s.8s	3S	3	0	0	3	0.53730801	3s.5d	3D	3	2	0	15	0.51913279	5.458e-03
3s.8s	3S	3	0	0	3	0.53730801	3s.6d	3D	3	2	0	15	0.53257046	2.050e-02
3s.7d	1D	1	2	0	5	0.53802135	3s2	1S	1	0	0	1	0.00000000	4.081e+02
3s.7d	1D	1	2	0	5	0.53802135	3s.4s	1S	1	0	0	1	0.39643154	9.756e+00
3s.7d	1D	1	2	0	5	0.53802135	3s.3d	1D	1	2	0	5	0.42285584	3.286e+01
3s.7d	1D	1	2	0	5	0.53802135	3s.5s	1S	1	0	0	1	0.47892739	9.226e-01
3s.7d	1D	1	2	0	5	0.53802135	3s.4d	1D	1	2	0	5	0.48419848	6.332e-01
3s.7d	1D	1	2	0	5	0.53802135	3s.6s	1S	1	0	0	1	0.51201246	2.040e-01
3s.7d	1D	1	2	0	5	0.53802135	3s.5d	1D	1	2	0	5	0.51311972	1.397e-02
3s.7d	1D	1	2	0	5	0.53802135	3s.5g	1G	1	4	0	9	0.52181666	2.467e-03
3s.7d	1D	1	2	0	5	0.53802135	3s.7s	1S	1	0	0	1	0.52862060	5.359e-02
3s.7d	1D	1	2	0	5	0.53802135	3s.6d	1D	1	2	0	5	0.52874672	4.064e-02
3s.7d	1D	1	2	0	5	0.53802135	3s.6g	3G	3	4	0	27	0.53410086	7.503e-04
3s.8s	1S	1	0	0	1	0.53813530	3s.3d	1D	1	2	0	5	0.42285584	1.758e+00
3s.8s	1S	1	0	0	1	0.53813530	3s.4d	1D	1	2	0	5	0.48419848	5.682e-01
3s.8s	1S	1	0	0	1	0.53813530	3s.5d	1D	1	2	0	5	0.51311972	2.390e-01
3s.8s	1S	1	0	0	1	0.53813530	3s.6d	1D	1	2	0	5	0.52874672	1.335e-01
3s.7d	3D	3	2	0	15	0.54055244	3s.4s	3S	3	0	0	3	0.37541836	7.793e-01
3s.7d	3D	3	2	0	15	0.54055244	3s.3d	3D	3	2	0	15	0.43701672	2.436e-01
3s.7d	3D	3	2	0	15	0.54055244	3s.5s	3S	3	0	0	3	0.47269724	3.237e-01
3s.7d	3D	3	2	0	15	0.54055244	3s.4d	3D	3	2	0	15	0.49383643	4.220e-02
3s.7d	3D	3	2	0	15	0.54055244	3s.6s	3S	3	0	0	3	0.50932360	7.951e-02
3s.7d	3D	3	2	0	15	0.54055244	3s.5d	3D	3	2	0	15	0.51913279	5.242e-02
3s.7d	3D	3	2	0	15	0.54055244	3s.5g	3G	3	4	0	27	0.52181666	4.182e-03
3s.7d	3D	3	2	0	15	0.54055244	3s.7s	3S	3	0	0	3	0.52721550	1.205e-02
3s.7d	3D	3	2	0	15	0.54055244	3s.6d	3D	3	2	0	15	0.53257046	2.909e-02
3s.7d	3D	3	2	0	15	0.54055244	3s.6g	1G	1	4	0	9	0.53410086	3.979e-03
3s.7d	3D	3	2	0	15	0.54055244	3s.8s	3S	3	0	0	3	0.53730801	2.314e-03
3s.8p	3P*	3	1	1	9	0.54076870	3s.3p	3P*	3	1	1	9	0.19948414	4.468e+02
3s.8p	3P*	3	1	1	9	0.54076870	3s.4p	3P*	3	1	1	9	0.43602120	2.598e-02
3s.8p	3P*	3	1	1	9	0.54076870	3s.5p	3P*	3	1	1	9	0.49437523	1.356e-01
3s.8p	3P*	3	1	1	9	0.54076870	3s.4f	3F*	3	3	1	21	0.49825087	2.104e-02
3s.8p	3P*	3	1	1	9	0.54076870	3s.6p	3P*	3	1	1	9	0.51958967	9.059e-02
3s.8p	3P*	3	1	1	9	0.54076870	3s.5f	3F*	3	3	1	21	0.52128370	2.088e-02
3s.8p	3P*	3	1	1	9	0.54076870	3s.7p	3P*	3	1	1	9	0.53288523	4.238e-02
3s.8p	3P*	3	1	1	9	0.54076870	3s.6f	3F*	3	3	1	21	0.53377948	1.282e-02
3s.7f	1F*	1	3	1	7	0.54129958	3s.3p	1P*	1	1	1	3	0.31941062	7.432e+00
3s.7f	1F*	1	3	1	7	0.54129958	3s.4p	1P*	1	1	1	3	0.44968048	1.300e+00
3s.7f	1F*	1	3	1	7	0.54129958	3s.4f	1F*	1	3	1	7	0.49824836	3.759e-02
3s.7f	1F*	1	3	1	7	0.54129958	3s.5p	1P*	1	1	1	3	0.49852264	6.910e-02
3s.7f	1F*	1	3	1	7	0.54129958	3s.5f	1F*	1	3	1	7	0.52128269	3.323e-02
3s.7f	1F*	1	3	1	7	0.54129958	3s.6p	1P*	1	1	1	3	0.52138137	7.525e-03
3s.7f	1F*	1	3	1	7	0.54129958	3s.6f	1F*	1	3	1	7	0.53377902	1.991e-02
3s.7f	1F*	1	3	1	7	0.54129958	3s.7p	1P*	1	1	1	3	0.53382230	1.073e-01
3s.7f	1F*	1	3	1	7	0.54129958	3s.6h	3H*	3	5	1	33	0.53417510	9.545e-04
3s.7f	3F*	3	3	1	21	0.54129958	3s.3p	3P*	3	1	1	9	0.19948414	1.382e+02
3s.7f	3F*	3	3	1	21	0.54129958	3s.4p	3P*	3	1	1	9	0.43602120	6.188e-02
3s.7f	3F*	3	3	1	21	0.54129958	3s.5p	3P*	3	1	1	9	0.49437523	1.139e-01
3s.7f	3F*	3	3	1	21	0.54129958	3s.4f	3F*	3	3	1	21	0.49825087	3.778e-02
3s.7f	3F*	3	3	1	21	0.54129958	3s.6p	3P*	3	1	1	9	0.51958967	1.248e-01
3s.7f	3F*	3	3	1	21	0.54129958	3s.5f	3F*	3	3	1	21	0.52128370	3.327e-02
3s.7f	3F*	3	3	1	21	0.54129958	3s.7p	3P*	3	1	1	9	0.53288523	8.077e-02
3s.7f	3F*	3	3	1	21	0.54129958	3s.6f	3F*	3	3	1	21	0.53377948	1.993e-02
3s.7f	3F*	3	3	1	21	0.54129958	3s.6h	1H*	1	5	1	11	0.53417510	9.501e-04
3s.7f	3F*	3	3	1	21	0.54129958	3s.8p	3P*	3	1	1	9	0.54076870	5.108e-07
3s.8p	1P*	1	1	1	3	0.54132160	3s.3p	1P*	1	1	1	3	0.31941062	1.768e+02
3s.8p	1P*	1	1	1	3	0.54132160	3s.4p	1P*	1	1	1	3	0.44968048	7.965e-01
3s.8p	1P*	1	1	1	3	0.54132160	3s.4f	1F*	1	3	1	7	0.49824836	1.222e-02
3s.8p	1P*	1	1	1	3	0.54132160	3s.5p	1P*	1	1	1	3	0.49852264	4.826e-02
3s.8p	1P*	1	1	1	3	0.54132160	3s.5f	1F*	1	3	1	7	0.52128269	7.520e-03
3s.8p	1P*	1	1	1	3	0.54132160	3s.6p	1P*	1	1	1	3	0.52138137	8.138e-02
3s.8p	1P*	1	1	1	3	0.54132160	3s.6f	1F*	1	3	1	7	0.53377902	2.774e-03
3s.8p	1P*	1	1	1	3	0.54132160	3s.7p	1P*	1	1	1	3	0.53382230	4.450e-02
3s.7g	3G	3	4	0	27	0.54150711	3s.3d	3D	3	2	0	15	0.43701672	8.831e+00
3s.7g	3G	3	4	0	27	0.54150711	3s.4d	3D	3	2	0	15	0.49383643	8.873e-02
3s.7g	3G	3	4	0	27	0.54150711	3s.5d	3D	3	2	0	15	0.51913279	8.633e-02
3s.7g	3G	3	4	0	27	0.54150711	3s.5g	3G	3	4	0	27	0.52181666	1.525e-02
3s.7g	3G	3	4	0	27	0.54150711	3s.6d	3D	3	2	0	15	0.53257046	1.415e-01
3s.7g	3G	3	4	0	27	0.54150711	3s.6g	1G	1	4	0	9	0.53410086	1.432e-02
3s.7g	3G	3	4	0	27	0.54150711	3s.7d	3D	3	2	0	15	0.54055244	8.352e-06
3s.7g	1G	1	4	0	9	0.54150711	3s.3d	1D	1	2	0	5	0.42285584	9.569e+00
3s.7g	1G	1	4	0	9	0.54150711	3s.4d	1D	1	2	0	5	0.48419848	8.934e-02
3s.7g	1G	1	4	0	9	0.54150711	3s.5d	1D	1	2	0	5	0.51311972	5.313e-01
3s.7g	1G	1	4	0	9	0.54150711	3s.5g	1G	1	4	0	9	0.52181666	1.526e-02
3s.7g	1G	1	4	0	9	0.54150711	3s.6d	1D	1	2	0	5	0.52874672	4.147e-01
3s.7g	1G	1	4	0	9	0.54150711	3s.6g	3G	3	4	0	27	0.53410086	1.432e-02
3s.7g	1G	1	4	0	9	0.54150711	3s.7d	1D	1	2	0	5	0.53802135	5.477e-03
3s.7h	1H*	1	5	1	11	0.54155556	3s.4f	1F*	1	3	1	7	0.49824836	2.490e+00
3s.7h	1H*	1	5	1	11	0.54155556	3s.5f	1F*	1	3	1	7	0.52128269	5.020e-02
3s.7h	1H*	1	5	1	11	0.54155556	3s.6f	1F*	1	3	1	7	0.53377902	1.047e-01
3s.7h	1H*	1	5	1	11	0.54155556	3s.6h	3H*	3	5	1	33	0.53417510	8.139e-03
3s.7h	3H*	3	5	1	33	0.54155556	3s.4f	3F*	3	3	1	21	0.49825087	2.495e+00
3s.7h	3H*	3	5	1	33	0.54155556	3s.5f	3F*	3	3	1	21	0.52128370	5.097e-02
3s.7h	3H*	3	5	1	33	0.54155556	3s.6f	3F*	3	3	1	21	0.53377948	1.049e-01
3s.7h	3H*	3	5	1	33	0.54155556	3s.6h	1H*	1	5	1	11	0.53417510	8.139e-03
3s.7i	1I	1	6	0	13	0.54157072	3s.5g	3G	3	4	0	27	0.52181666	1.015e+00
3s.7i	1I	1	6	0	13	0.54157072	3s.6g	1G	1	4	0	9	0.53410086	7.289e-02
3s.7i	3I	3	6	0	39	0.54157072	3s.5g	1G	1	4	0	9	0.52181666	1.015e+00
3s.7i	3I	3	6	0	39	0.54157072	3s.6g	3G	3	4	0	27	0.53410086	7.290e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.3d	3D	3	2	0	15	0.43701672	1.948e+00
3s.9s	3S	3	0	0	3	0.54356300	3s.4d	3D	3	2	0	15	0.49383643	2.444e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.5d	3D	3	2	0	15	0.51913279	2.750e-04
3s.9s	3S	3	0	0	3	0.54356300	3s.6d	3D	3	2	0	15	0.53257046	1.778e-03
3s.9s	3S	3	0	0	3	0.54356300	3s.7d	3D	3	2	0	15	0.54055244	7.758e-03
3s.8d	1D	1	2	0	5	0.54393522	3s2	1S	1	0	0	1	0.00000000	4.295e+02
3s.8d	1D	1	2	0	5	0.54393522	3s.4s	1S	1	0	0	1	0.39643154	1.062e+01
3s.8d	1D	1	2	0	5	0.54393522	3s.3d	1D	1	2	0	5	0.42285584	5.397e+01
3s.8d	1D	1	2	0	5	0.54393522	3s.5s	1S	1	0	0	1	0.47892739	8.461e-01
3s.8d	1D	1	2	0	5	0.54393522	3s.4d	1D	1	2	0	5	0.48419848	1.968e+00
3s.8d	1D	1	2	0	5	0.54393522	3s.6s	1S	1	0	0	1	0.51201246	1.672e-01
3s.8d	1D	1	2	0	5	0.54393522	3s.5d	1D	1	2	0	5	0.51311972	1.232e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.5g	1G	1	4	0	9	0.52181666	1.566e-03
3s.8d	1D	1	2	0	5	0.54393522	3s.7s	1S	1	0	0	1	0.52862060	5.085e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.6d	1D	1	2	0	5	0.52874672	1.482e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.6g	3G	3	4	0	27	0.53410086	1.690e-03
3s.8d	1D	1	2	0	5	0.54393522	3s.7d	1D	1	2	0	5	0.53802135	1.610e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.8s	1S	1	0	0	1	0.53813530	1.458e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.7g	1G	1	4	0	9	0.54150711	3.232e-04
3s.9s	1S	1	0	0	1	0.54409120	3s.3d	1D	1	2	0	5	0.42285584	1.186e+00
3s.9s	1S	1	0	0	1	0.54409120	3s.4d	1D	1	2	0	5	0.48419848	4.464e-01
3s.9s	1S	1	0	0	1	0.54409120	3s.5d	1D	1	2	0	5	0.51311972	1.871e-01
3s.9s	1S	1	0	0	1	0.54409120	3s.6d	1D	1	2	0	5	0.52874672	9.312e-02
3s.9s	1S	1	0	0	1	0.54409120	3s.7d	1D	1	2	0	5	0.53802135	5.914e-02
3s.8d	3D	3	2	0	15	0.54567744	3s.4s	3S	3	0	0	3	0.37541836	2.225e-01
3s.8d	3D	3	2	0	15	0.54567744	3s.3d	3D	3	2	0	15	0.43701672	8.084e-01
3s.8d	3D	3	2	0	15	0.54567744	3s.5s	3S	3	0	0	3	0.47269724	2.036e-01
3s.8d	3D	3	2	0	15	0.54567744	3s.4d	3D	3	2	0	15	0.49383643	3.078e-03
3s.8d	3D	3	2	0	15	0.54567744	3s.6s	3S	3	0	0	3	0.50932360	6.568e-02
3s.8d	3D	3	2	0	15	0.54567744	3s.5d	3D	3	2	0	15	0.51913279	2.541e-02
3s.8d	3D	3	2	0	15	0.54567744	3s.5g	3G	3	4	0	27	0.52181666	2.286e-03
3s.8d	3D	3	2	0	15	0.54567744	3s.7s	3S	3	0	0	3	0.52721550	1.864e-02
3s.8d	3D	3	2	0	15	0.54567744	3s.6d	3D	3	2	0	15	0.53257046	1.964e-02
3s.8d	3D	3	2	0	15	0.54567744	3s.6g	1G	1	4	0	9	0.53410086	3.265e-03
3s.8d	3D	3	2	0	15	0.54567744	3s.8s	3S	3	0	0	3	0.53730801	3.126e-03
3s.8d	3D	3	2	0	15	0.54567744	3s.7d	3D	3	2	0	15	0.54055244	1.073e-02
3s.8d	3D	3	2	0	15	0.54567744	3s.7g	3G	3	4	0	27	0.54150711	2.268e-03
3s.8d	3D	3	2	0	15	0.54567744	3s.9s	3S	3	0	0	3	0.54356300	8.311e-04
3s.9p	3P*	3	1	1	9	0.54582950	3s.3p	3P*	3	1	1	9	0.19948414	7.211e+02
3s.9p	3P*	3	1	1	9	0.54582950	3s.4p	3P*	3	1	1	9	0.43602120	4.509e-01
3s.9p	3P*	3	1	1	9	0.54582950	3s.5p	3P*	3	1	1	9	0.49437523	4.074e-02
3s.9p	3P*	3	1	1	9	0.54582950	3s.4f	3F*	3	3	1	21	0.49825087	1.025e-02
3s.9p	3P*	3	1	1	9	0.54582950	3s.6p	3P*	3	1	1	9	0.51958967	5.172e-02
