AtomicNumber	IonCharge	ModelIndex	LowerLevel	UpperLevel	Temperature	CollisionStrength	Source
12	0	1	1	6	10000.0	2.73	999
12	0	1	1	6	11000.0	2.71	999
12	0	1	1	6	12000.0	2.68	999
12	0	1	1	6	13000.0	2.66	999
12	0	1	1	6	14000.0	2.63	999
12	0	1	1	6	15000.0	2.6	999
12	0	1	1	6	16000.0	2.57	999
12	0	1	2	6	3000.0	10.7	999
12	0	1	2	6	4000.0	12.2	999
12	0	1	2	6	5000.0	13.2	999
12	0	1	2	6	6000.0	13.9	999
12	0	1	2	6	7000.0	14.4	999
12	0	1	2	6	8000.0	14.8	999
12	0	1	2	6	9000.0	15.2	999
12	0	1	2	6	10000.0	15.4	999
12	0	1	2	6	11000.0	15.6	999
12	0	1	2	6	12000.0	15.7	999
12	0	1	2	6	13000.0	15.8	999
12	0	1	2	6	14000.0	15.9	999
12	0	1	2	6	15000.0	15.9	999
12	0	1	2	6	16000.0	16.0	999
12	0	1	3	6	3000.0	60.8	999
12	0	1	3	6	4000.0	68.7	999
12	0	1	3	6	5000.0	73.6	999
12	0	1	3	6	6000.0	76.8	999
12	0	1	3	6	7000.0	79.0	999
12	0	1	3	6	8000.0	80.4	999
12	0	1	3	6	9000.0	81.5	999
12	0	1	3	6	10000.0	82.2	999
12	0	1	3	6	11000.0	82.7	999
12	0	1	3	6	12000.0	83.1	999
12	0	1	3	6	13000.0	83.4	999
12	0	1	3	6	14000.0	83.6	999
12	0	1	3	6	15000.0	83.7	999
12	0	1	3	6	16000.0	83.8	999
12	0	1	4	6	3000.0	4.07	999
12	0	1	4	6	4000.0	4.67	999
12	0	1	4	6	5000.0	5.08	999
12	0	1	4	6	6000.0	5.38	999
12	0	1	4	6	7000.0	5.62	999
12	0	1	4	6	8000.0	5.8	999
12	0	1	4	6	9000.0	5.95	999
12	0	1	4	6	10000.0	6.06	999
12	0	1	4	6	11000.0	6.16	999
12	0	1	4	6	12000.0	6.23	999
12	0	1	4	6	13000.0	6.28	999
12	0	1	4	6	14000.0	6.32	999
12	0	1	4	6	15000.0	6.35	999
12	0	1	4	6	16000.0	6.37	999
12	0	1	5	6	3000.0	7.35	999
12	0	1	5	6	4000.0	8.67	999
12	0	1	5	6	5000.0	9.68	999
12	0	1	5	6	6000.0	10.5	999
12	0	1	5	6	7000.0	11.2	999
12	0	1	5	6	8000.0	11.9	999
12	0	1	5	6	9000.0	12.5	999
12	0	1	5	6	10000.0	13.0	999
12	0	1	5	6	11000.0	13.5	999
12	0	1	5	6	12000.0	13.9	999
12	0	1	5	6	13000.0	14.3	999
12	0	1	5	6	14000.0	14.7	999
12	0	1	5	6	15000.0	15.1	999
12	0	1	5	6	16000.0	15.4	999
12	0	1	1	7	3000.0	1.58	999
12	0	1	1	7	4000.0	1.77	999
12	0	1	1	7	5000.0	1.88	999
12	0	1	1	7	6000.0	1.94	999
12	0	1	1	7	7000.0	1.97	999
12	0	1	1	7	8000.0	1.99	999
12	0	1	1	7	9000.0	1.99	999
12	0	1	1	7	10000.0	1.98	999
12	0	1	1	7	11000.0	1.97	999
12	0	1	1	7	12000.0	1.96	999
12	0	1	1	7	13000.0	1.94	999
12	0	1	1	7	14000.0	1.92	999
12	0	1	1	7	15000.0	1.9	999
12	0	1	1	7	16000.0	1.87	999
12	0	1	2	7	3000.0	11.9	999
12	0	1	2	7	4000.0	13.7	999
12	0	1	2	7	5000.0	14.9	999
12	0	1	2	7	6000.0	15.9	999
12	0	1	2	7	7000.0	16.6	999
12	0	1	2	7	8000.0	17.2	999
12	0	1	2	7	9000.0	17.6	999
12	0	1	2	7	10000.0	18.0	999
12	0	1	2	7	11000.0	18.4	999
12	0	1	2	7	12000.0	18.6	999
12	0	1	2	7	13000.0	18.9	999
12	0	1	2	7	14000.0	19.1	999
12	0	1	2	7	15000.0	19.2	999
12	0	1	2	7	16000.0	19.3	999
12	0	1	3	7	3000.0	6.06	999
12	0	1	3	7	4000.0	6.88	999
12	0	1	3	7	5000.0	7.41	999
12	0	1	3	7	6000.0	7.77	999
12	0	1	3	7	7000.0	8.03	999
12	0	1	3	7	8000.0	8.21	999
12	0	1	3	7	9000.0	8.34	999
12	0	1	3	7	10000.0	8.44	999
12	0	1	3	7	11000.0	8.5	999
12	0	1	3	7	12000.0	8.54	999
12	0	1	3	7	13000.0	8.56	999
12	0	1	3	7	14000.0	8.56	999
12	0	1	3	7	15000.0	8.55	999
12	0	1	3	7	16000.0	8.54	999
12	0	1	4	7	3000.0	332.0	999
12	0	1	4	7	4000.0	372.0	999
12	0	1	4	7	5000.0	397.0	999
12	0	1	4	7	6000.0	412.0	999
12	0	1	4	7	7000.0	421.0	999
12	0	1	4	7	8000.0	427.0	999
12	0	1	4	7	9000.0	430.0	999
12	0	1	4	7	10000.0	432.0	999
12	0	1	4	7	11000.0	433.0	999
12	0	1	4	7	12000.0	434.0	999
12	0	1	4	7	13000.0	434.0	999
12	0	1	4	7	14000.0	433.0	999
12	0	1	4	7	15000.0	433.0	999
12	0	1	4	7	16000.0	433.0	999
12	0	1	5	7	3000.0	1.73	999
12	0	1	5	7	4000.0	2.01	999
12	0	1	5	7	5000.0	2.21	999
12	0	1	5	7	6000.0	2.37	999
12	0	1	5	7	7000.0	2.5	999
12	0	1	5	7	8000.0	2.61	999
12	0	1	5	7	9000.0	2.7	999
12	0	1	5	7	10000.0	2.78	999
12	0	1	5	7	11000.0	2.84	999
12	0	1	5	7	12000.0	2.89	999
12	0	1	5	7	13000.0	2.94	999
12	0	1	5	7	14000.0	2.97	999
12	0	1	5	7	15000.0	3.0	999
12	0	1	5	7	16000.0	3.03	999
12	0	1	6	7	3000.0	12.4	999
12	0	1	6	7	4000.0	14.1	999
12	0	1	6	7	5000.0	15.3	999
12	0	1	6	7	6000.0	16.2	999
12	0	1	6	7	7000.0	16.8	999
12	0	1	6	7	8000.0	17.2	999
12	0	1	6	7	9000.0	17.6	999
12	0	1	6	7	10000.0	17.9	999
12	0	1	6	7	11000.0	18.1	999
12	0	1	6	7	12000.0	18.2	999
12	0	1	6	7	13000.0	18.3	999
12	0	1	6	7	14000.0	18.4	999
12	0	1	6	7	15000.0	18.4	999
12	0	1	6	7	16000.0	18.4	999
12	0	1	1	8	3000.0	2.85	999
12	0	1	1	8	4000.0	3.2	999
12	0	1	1	8	5000.0	3.41	999
12	0	1	1	8	6000.0	3.54	999
12	0	1	1	8	7000.0	3.61	999
12	0	1	1	8	8000.0	3.66	999
12	0	1	1	8	9000.0	3.68	999
12	0	1	1	8	10000.0	3.69	999
12	0	1	1	8	11000.0	3.68	999
12	0	1	1	8	12000.0	3.67	999
12	0	1	1	8	13000.0	3.64	999
12	0	1	1	8	14000.0	3.62	999
12	0	1	1	8	15000.0	3.59	999
12	0	1	1	8	16000.0	3.56	999
12	0	1	2	8	3000.0	24.0	999
12	0	1	2	8	4000.0	28.1	999
12	0	1	2	8	5000.0	31.3	999
12	0	1	2	8	6000.0	33.8	999
12	0	1	2	8	7000.0	36.0	999
12	0	1	2	8	8000.0	37.9	999
12	0	1	2	8	9000.0	39.7	999
12	0	1	2	8	10000.0	41.3	999
12	0	1	2	8	11000.0	42.7	999
12	0	1	2	8	12000.0	44.1	999
12	0	1	2	8	13000.0	45.4	999
12	0	1	2	8	14000.0	46.6	999
12	0	1	2	8	15000.0	47.8	999
12	0	1	2	8	16000.0	48.9	999
12	0	1	3	8	3000.0	9.27	999
12	0	1	3	8	4000.0	10.8	999
12	0	1	3	8	5000.0	11.9	999
12	0	1	3	8	6000.0	12.7	999
12	0	1	3	8	7000.0	13.4	999
12	0	1	3	8	8000.0	14.0	999
12	0	1	3	8	9000.0	14.5	999
12	0	1	3	8	10000.0	14.9	999
12	0	1	3	8	11000.0	15.3	999
12	0	1	3	8	12000.0	15.6	999
12	0	1	3	8	13000.0	15.8	999
12	0	1	3	8	14000.0	16.0	999
12	0	1	3	8	15000.0	16.2	999
12	0	1	3	8	16000.0	16.3	999
12	0	1	4	8	3000.0	17.1	999
12	0	1	4	8	4000.0	20.5	999
12	0	1	4	8	5000.0	23.3	999
12	0	1	4	8	6000.0	25.8	999
12	0	1	4	8	7000.0	27.9	999
12	0	1	4	8	8000.0	29.9	999
12	0	1	4	8	9000.0	31.8	999
12	0	1	4	8	10000.0	33.5	999
12	0	1	4	8	11000.0	35.0	999
12	0	1	4	8	12000.0	36.5	999
12	0	1	4	8	13000.0	37.9	999
12	0	1	4	8	14000.0	39.2	999
12	0	1	4	8	15000.0	40.4	999
12	0	1	4	8	16000.0	41.5	999
12	0	1	5	8	3000.0	3.87	999
12	0	1	5	8	4000.0	4.45	999
12	0	1	5	8	5000.0	4.84	999
12	0	1	5	8	6000.0	5.13	999
12	0	1	5	8	7000.0	5.35	999
12	0	1	5	8	8000.0	5.53	999
12	0	1	5	8	9000.0	5.67	999
12	0	1	5	8	10000.0	5.78	999
12	0	1	5	8	11000.0	5.87	999
12	0	1	5	8	12000.0	5.94	999
12	0	1	5	8	13000.0	5.99	999
12	0	1	5	8	14000.0	6.03	999
12	0	1	5	8	15000.0	6.06	999
12	0	1	5	8	16000.0	6.07	999
12	0	1	6	8	3000.0	11.0	999
12	0	1	6	8	4000.0	13.4	999
12	0	1	6	8	5000.0	15.3	999
12	0	1	6	8	6000.0	17.0	999
12	0	1	6	8	7000.0	18.6	999
12	0	1	6	8	8000.0	20.0	999
12	0	1	6	8	9000.0	21.2	999
12	0	1	6	8	10000.0	22.3	999
12	0	1	6	8	11000.0	23.4	999
12	0	1	6	8	12000.0	24.3	999
12	0	1	6	8	13000.0	25.1	999
12	0	1	6	8	14000.0	25.8	999
12	0	1	6	8	15000.0	26.4	999
12	0	1	6	8	16000.0	27.0	999
12	0	1	7	8	3000.0	1700.0	999
12	0	1	7	8	4000.0	2020.0	999
12	0	1	7	8	5000.0	2260.0	999
12	0	1	7	8	6000.0	2470.0	999
12	0	1	7	8	7000.0	2650.0	999
12	0	1	7	8	8000.0	2820.0	999
12	0	1	7	8	9000.0	2970.0	999
12	0	1	7	8	10000.0	3100.0	999
12	0	1	7	8	11000.0	3230.0	999
12	0	1	7	8	12000.0	3350.0	999
12	0	1	7	8	13000.0	3470.0	999
12	0	1	7	8	14000.0	3570.0	999
12	0	1	7	8	15000.0	3670.0	999
12	0	1	7	8	16000.0	3770.0	999
12	0	1	1	9	3000.0	1.3	999
12	0	1	1	9	4000.0	1.47	999
12	0	1	1	9	5000.0	1.58	999
12	0	1	1	9	6000.0	1.65	999
12	0	1	1	9	7000.0	1.7	999
12	0	1	1	9	8000.0	1.74	999
12	0	1	1	9	9000.0	1.76	999
12	0	1	1	9	10000.0	1.78	999
12	0	1	1	9	11000.0	1.8	999
12	0	1	1	9	12000.0	1.81	999
12	0	1	1	9	13000.0	1.83	999
12	0	1	1	9	14000.0	1.84	999
12	0	1	1	9	15000.0	1.85	999
12	0	1	1	9	16000.0	1.86	999
12	0	1	2	9	3000.0	4.87	999
12	0	1	2	9	4000.0	5.59	999
12	0	1	2	9	5000.0	6.08	999
12	0	1	2	9	6000.0	6.44	999
12	0	1	2	9	7000.0	6.71	999
12	0	1	2	9	8000.0	6.93	999
12	0	1	2	9	9000.0	7.1	999
12	0	1	2	9	10000.0	7.23	999
12	0	1	2	9	11000.0	7.34	999
12	0	1	2	9	12000.0	7.42	999
12	0	1	2	9	13000.0	7.49	999
12	0	1	2	9	14000.0	7.53	999
12	0	1	2	9	15000.0	7.56	999
12	0	1	2	9	16000.0	7.58	999
12	0	1	3	9	3000.0	3.13	999
12	0	1	3	9	4000.0	3.83	999
12	0	1	3	9	5000.0	4.43	999
12	0	1	3	9	6000.0	4.96	999
12	0	1	3	9	7000.0	5.45	999
12	0	1	3	9	8000.0	5.91	999
12	0	1	3	9	9000.0	6.34	999
12	0	1	3	9	10000.0	6.76	999
12	0	1	3	9	11000.0	7.15	999
12	0	1	3	9	12000.0	7.52	999
12	0	1	3	9	13000.0	7.88	999
12	0	1	3	9	14000.0	8.22	999
12	0	1	3	9	15000.0	8.55	999
12	0	1	3	9	16000.0	8.86	999
12	0	1	4	9	3000.0	1.56	999
12	0	1	4	9	4000.0	1.8	999
12	0	1	4	9	5000.0	1.97	999
12	0	1	4	9	6000.0	2.09	999
12	0	1	4	9	7000.0	2.19	999
12	0	1	4	9	8000.0	2.27	999
12	0	1	4	9	9000.0	2.34	999
12	0	1	4	9	10000.0	2.4	999
12	0	1	4	9	11000.0	2.44	999
12	0	1	4	9	12000.0	2.48	999
12	0	1	4	9	13000.0	2.5	999
12	0	1	4	9	14000.0	2.53	999
12	0	1	4	9	15000.0	2.54	999
12	0	1	4	9	16000.0	2.55	999
12	0	1	5	9	3000.0	128.0	999
12	0	1	5	9	4000.0	144.0	999
12	0	1	5	9	5000.0	153.0	999
12	0	1	5	9	6000.0	159.0	999
12	0	1	5	9	7000.0	162.0	999
12	0	1	5	9	8000.0	164.0	999
12	0	1	5	9	9000.0	165.0	999
12	0	1	5	9	10000.0	166.0	999
12	0	1	5	9	11000.0	166.0	999
12	0	1	5	9	12000.0	166.0	999
12	0	1	5	9	13000.0	166.0	999
12	0	1	5	9	14000.0	165.0	999
12	0	1	5	9	15000.0	165.0	999
12	0	1	5	9	16000.0	164.0	999
12	0	1	6	9	3000.0	162.0	999
12	0	1	6	9	4000.0	183.0	999
12	0	1	6	9	5000.0	196.0	999
12	0	1	6	9	6000.0	204.0	999
12	0	1	6	9	7000.0	210.0	999
12	0	1	6	9	8000.0	214.0	999
12	0	1	6	9	9000.0	216.0	999
12	0	1	6	9	10000.0	218.0	999
12	0	1	6	9	11000.0	220.0	999
12	0	1	6	9	12000.0	221.0	999
12	0	1	6	9	13000.0	221.0	999
12	0	1	6	9	14000.0	222.0	999
12	0	1	6	9	15000.0	222.0	999
12	0	1	6	9	16000.0	223.0	999
12	0	1	7	9	3000.0	5.48	999
12	0	1	7	9	4000.0	6.24	999
12	0	1	7	9	5000.0	6.76	999
12	0	1	7	9	6000.0	7.12	999
12	0	1	7	9	7000.0	7.39	999
12	0	1	7	9	8000.0	7.59	999
12	0	1	7	9	9000.0	7.75	999
12	0	1	7	9	10000.0	7.87	999
12	0	1	7	9	11000.0	7.96	999
12	0	1	7	9	12000.0	8.04	999
12	0	1	7	9	13000.0	8.09	999
12	0	1	7	9	14000.0	8.13	999
12	0	1	7	9	15000.0	8.16	999
12	0	1	7	9	16000.0	8.17	999
12	0	1	8	9	3000.0	14.2	999
12	0	1	8	9	4000.0	16.0	999
12	0	1	8	9	5000.0	17.2	999
12	0	1	8	9	6000.0	17.9	999
12	0	1	8	9	7000.0	18.4	999
12	0	1	8	9	8000.0	18.7	999
12	0	1	8	9	9000.0	18.8	999
12	0	1	8	9	10000.0	18.9	999
12	0	1	8	9	11000.0	19.0	999
12	0	1	8	9	12000.0	18.9	999
12	0	1	8	9	13000.0	18.9	999
12	0	1	8	9	14000.0	18.8	999
12	0	1	8	9	15000.0	18.7	999
12	0	1	8	9	16000.0	18.6	999
12	0	1	1	10	3000.0	0.306	999
12	0	1	1	10	4000.0	0.344	999
12	0	1	1	10	5000.0	0.368	999
12	0	1	1	10	6000.0	0.382	999
12	0	1	1	10	7000.0	0.391	999
12	0	1	1	10	8000.0	0.397	999
12	0	1	1	10	9000.0	0.4	999
12	0	1	1	10	10000.0	0.401	999
12	0	1	1	10	11000.0	0.401	999
12	0	1	1	10	12000.0	0.4	999
12	0	1	1	10	13000.0	0.39899999999999997	999
12	0	1	1	10	14000.0	0.397	999
12	0	1	1	10	15000.0	0.39399999999999996	999
12	0	1	1	10	16000.0	0.391	999
12	0	1	2	10	3000.0	2.38	999
12	0	1	2	10	4000.0	2.78	999
12	0	1	2	10	5000.0	3.09	999
12	0	1	2	10	6000.0	3.34	999
12	0	1	2	10	7000.0	3.55	999
12	0	1	2	10	8000.0	3.73	999
12	0	1	2	10	9000.0	3.89	999
12	0	1	2	10	10000.0	4.03	999
12	0	1	2	10	11000.0	4.15	999
12	0	1	2	10	12000.0	4.26	999
12	0	1	2	10	13000.0	4.36	999
12	0	1	2	10	14000.0	4.44	999
12	0	1	2	10	15000.0	4.52	999
12	0	1	2	10	16000.0	4.58	999
12	0	1	3	10	3000.0	1.54	999
12	0	1	3	10	4000.0	1.76	999
12	0	1	3	10	5000.0	1.89	999
12	0	1	3	10	6000.0	1.99	999
12	0	1	3	10	7000.0	2.06	999
12	0	1	3	10	8000.0	2.11	999
12	0	1	3	10	9000.0	2.14	999
12	0	1	3	10	10000.0	2.17	999
12	0	1	3	10	11000.0	2.19	999
12	0	1	3	10	12000.0	2.2	999
12	0	1	3	10	13000.0	2.2	999
12	0	1	3	10	14000.0	2.2	999
12	0	1	3	10	15000.0	2.2	999
12	0	1	3	10	16000.0	2.2	999
12	0	1	4	10	3000.0	3.34	999
12	0	1	4	10	4000.0	4.02	999
12	0	1	4	10	5000.0	4.56	999
12	0	1	4	10	6000.0	5.04	999
12	0	1	4	10	7000.0	5.46	999
12	0	1	4	10	8000.0	5.85	999
12	0	1	4	10	9000.0	6.21	999
12	0	1	4	10	10000.0	6.54	999
12	0	1	4	10	11000.0	6.85	999
12	0	1	4	10	12000.0	7.14	999
12	0	1	4	10	13000.0	7.42	999
12	0	1	4	10	14000.0	7.68	999
12	0	1	4	10	15000.0	7.93	999
12	0	1	4	10	16000.0	8.16	999
12	0	1	5	10	3000.0	1.46	999
12	0	1	5	10	4000.0	1.64	999
12	0	1	5	10	5000.0	1.75	999
12	0	1	5	10	6000.0	1.81	999
12	0	1	5	10	7000.0	1.86	999
12	0	1	5	10	8000.0	1.88	999
12	0	1	5	10	9000.0	1.89	999
12	0	1	5	10	10000.0	1.89	999
12	0	1	5	10	11000.0	1.89	999
12	0	1	5	10	12000.0	1.89	999
12	0	1	5	10	13000.0	1.87	999
12	0	1	5	10	14000.0	1.86	999
12	0	1	5	10	15000.0	1.85	999
12	0	1	5	10	16000.0	1.83	999
12	0	1	6	10	3000.0	4.44	999
12	0	1	6	10	4000.0	5.01	999
12	0	1	6	10	5000.0	5.37	999
12	0	1	6	10	6000.0	5.6	999
12	0	1	6	10	7000.0	5.76	999
12	0	1	6	10	8000.0	5.86	999
12	0	1	6	10	9000.0	5.92	999
12	0	1	6	10	10000.0	5.96	999
12	0	1	6	10	11000.0	5.97	999
12	0	1	6	10	12000.0	5.97	999
12	0	1	6	10	13000.0	5.96	999
12	0	1	6	10	14000.0	5.93	999
12	0	1	6	10	15000.0	5.9	999
12	0	1	6	10	16000.0	5.86	999
12	0	1	7	10	3000.0	435.0	999
12	0	1	7	10	4000.0	489.0	999
12	0	1	7	10	5000.0	521.0	999
12	0	1	7	10	6000.0	541.0	999
12	0	1	7	10	7000.0	554.0	999
12	0	1	7	10	8000.0	562.0	999
12	0	1	7	10	9000.0	566.0	999
12	0	1	7	10	10000.0	569.0	999
12	0	1	7	10	11000.0	570.0	999
12	0	1	7	10	12000.0	571.0	999
12	0	1	7	10	13000.0	571.0	999
12	0	1	7	10	14000.0	570.0	999
12	0	1	7	10	15000.0	569.0	999
12	0	1	7	10	16000.0	568.0	999
12	0	1	8	10	3000.0	17.7	999
12	0	1	8	10	4000.0	20.4	999
12	0	1	8	10	5000.0	22.2	999
12	0	1	8	10	6000.0	23.7	999
12	0	1	8	10	7000.0	24.8	999
12	0	1	8	10	8000.0	25.7	999
12	0	1	8	10	9000.0	26.4	999
12	0	1	8	10	10000.0	27.1	999
12	0	1	8	10	11000.0	27.7	999
12	0	1	8	10	12000.0	28.2	999
12	0	1	8	10	13000.0	28.6	999
12	0	1	8	10	14000.0	29.0	999
12	0	1	8	10	15000.0	29.3	999
12	0	1	8	10	16000.0	29.6	999
12	0	1	9	10	3000.0	4.24	999
12	0	1	9	10	4000.0	4.76	999
12	0	1	9	10	5000.0	5.06	999
12	0	1	9	10	6000.0	5.24	999
12	0	1	9	10	7000.0	5.35	999
12	0	1	9	10	8000.0	5.4	999
12	0	1	9	10	9000.0	5.42	999
12	0	1	9	10	10000.0	5.42	999
12	0	1	9	10	11000.0	5.4	999
12	0	1	9	10	12000.0	5.37	999
12	0	1	9	10	13000.0	5.33	999
12	0	1	9	10	14000.0	5.28	999
12	0	1	9	10	15000.0	5.23	999
12	0	1	9	10	16000.0	5.17	999
12	0	1	1	11	3000.0	0.213	999
12	0	1	1	11	4000.0	0.24100000000000002	999
12	0	1	1	11	5000.0	0.258	999
12	0	1	1	11	6000.0	0.26899999999999996	999
12	0	1	1	11	7000.0	0.27699999999999997	999
12	0	1	1	11	8000.0	0.282	999
12	0	1	1	11	9000.0	0.28600000000000003	999
12	0	1	1	11	10000.0	0.289	999
12	0	1	1	11	11000.0	0.292	999
12	0	1	1	11	12000.0	0.294	999
12	0	1	1	11	13000.0	0.29600000000000004	999
12	0	1	1	11	14000.0	0.297	999
12	0	1	1	11	15000.0	0.299	999
12	0	1	1	11	16000.0	0.301	999
12	0	1	2	11	3000.0	0.782	999
12	0	1	2	11	4000.0	0.91	999
12	0	1	2	11	5000.0	1.01	999
12	0	1	2	11	6000.0	1.08	999
12	0	1	2	11	7000.0	1.14	999
12	0	1	2	11	8000.0	1.19	999
12	0	1	2	11	9000.0	1.24	999
12	0	1	2	11	10000.0	1.27	999
12	0	1	2	11	11000.0	1.3	999
12	0	1	2	11	12000.0	1.33	999
