Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	fik	gf
3s.7h	1H*	1	5	1	11	0.54155556	3s.5g	3G	3	4	0	11	0.52181666	5.720e+03	1.828e-03	2.010e-02
3s.7h	1H*	1	5	1	11	0.54155556	3s.6g	1G	1	4	0	9	0.53410086	4.073e+04	1.115e-01	1.004e+00
3s.7h	1H*	1	5	1	11	0.54155556	3s.6g	3G	3	4	0	9	0.53410086	4.943e+05	1.353e+00	1.218e+01
3s.7h	1H*	1	5	1	11	0.54155556	3s.6g	3G	3	4	0	11	0.53410086	5.847e+03	1.310e-02	1.441e-01
3s.7h	1H*	1	5	1	11	0.54155556	3s.7g	3G	3	4	0	9	0.54150711	2.178e-02	1.412e-03	1.271e-02
3s.7h	1H*	1	5	1	11	0.54155556	3s.7g	1G	1	4	0	9	0.54150711	3.427e-01	2.222e-02	2.000e-01
3s.7h	3H*	3	5	1	9	0.54155556	3s.5g	3G	3	4	0	7	0.52181666	5.029e+05	2.066e-01	1.446e+00
3s.7h	3H*	3	5	1	9	0.54155556	3s.5g	1G	1	4	0	9	0.52181666	1.115e+04	3.564e-03	3.207e-02
3s.7h	3H*	3	5	1	9	0.54155556	3s.5g	3G	3	4	0	9	0.52181666	1.471e+04	4.700e-03	4.230e-02
3s.7h	3H*	3	5	1	9	0.54155556	3s.5g	3G	3	4	0	11	0.52181666	2.612e+02	6.830e-05	7.513e-04
3s.7h	3H*	3	5	1	9	0.54155556	3s.6g	3G	3	4	0	7	0.53410086	5.141e+05	1.481e+00	1.037e+01
3s.7h	3H*	3	5	1	9	0.54155556	3s.6g	1G	1	4	0	9	0.53410086	1.238e+04	2.773e-02	2.496e-01
3s.7h	3H*	3	5	1	9	0.54155556	3s.6g	3G	3	4	0	9	0.53410086	1.406e+04	3.150e-02	2.835e-01
3s.7h	3H*	3	5	1	9	0.54155556	3s.6g	3G	3	4	0	11	0.53410086	2.671e+02	4.895e-04	5.385e-03
3s.7h	3H*	3	5	1	9	0.54155556	3s.7g	3G	3	4	0	7	0.54150711	3.509e-01	2.393e-02	1.675e-01
3s.7h	3H*	3	5	1	11	0.54155556	3s.5g	1G	1	4	0	9	0.52181666	4.692e+05	1.832e-01	1.649e+00
3s.7h	3H*	3	5	1	11	0.54155556	3s.5g	3G	3	4	0	9	0.52181666	4.443e+04	1.735e-02	1.562e-01
3s.7h	3H*	3	5	1	11	0.54155556	3s.5g	3G	3	4	0	11	0.52181666	1.544e+04	4.934e-03	5.427e-02
3s.7h	3H*	3	5	1	11	0.54155556	3s.6g	1G	1	4	0	9	0.53410086	4.900e+05	1.342e+00	1.207e+01
3s.7h	3H*	3	5	1	11	0.54155556	3s.6g	3G	3	4	0	9	0.53410086	3.506e+04	9.600e-02	8.640e-01
3s.7h	3H*	3	5	1	11	0.54155556	3s.6g	3G	3	4	0	11	0.53410086	1.579e+04	3.536e-02	3.890e-01
3s.7h	3H*	3	5	1	11	0.54155556	3s.7g	3G	3	4	0	9	0.54150711	3.398e-01	2.203e-02	1.982e-01
3s.7h	3H*	3	5	1	11	0.54155556	3s.7g	1G	1	4	0	9	0.54150711	1.841e-02	1.193e-03	1.074e-02
3s.7h	3H*	3	5	1	11	0.54155556	3s.7g	3G	3	4	0	11	0.54150711	1.075e-02	5.702e-04	6.272e-03
3s.7h	3H*	3	5	1	13	0.54155556	3s.5g	3G	3	4	0	11	0.52181666	5.290e+05	1.998e-01	2.197e+00
3s.7h	3H*	3	5	1	13	0.54155556	3s.6g	3G	3	4	0	11	0.53410086	5.408e+05	1.432e+00	1.575e+01
3s.7h	3H*	3	5	1	13	0.54155556	3s.7g	3G	3	4	0	11	0.54150711	3.684e-01	2.309e-02	2.540e-01
3s.7i	1I	1	6	0	13	0.54157072	3s.6h	1H*	1	5	1	11	0.53417510	7.434e+05	2.000e+00	2.200e+01
3s.7i	1I	1	6	0	13	0.54157072	3s.6h	3H*	3	5	1	11	0.53417510	1.699e+02	4.570e-04	5.027e-03
3s.7i	1I	1	6	0	13	0.54157072	3s.6h	3H*	3	5	1	13	0.53417510	5.460e+03	1.243e-02	1.616e-01
3s.7i	3I	3	6	0	11	0.54157072	3s.6h	1H*	1	5	1	11	0.53417510	6.647e+03	1.513e-02	1.664e-01
3s.7i	3I	3	6	0	11	0.54157072	3s.6h	3H*	3	5	1	9	0.53417510	7.243e+05	2.015e+00	1.813e+01
3s.7i	3I	3	6	0	11	0.54157072	3s.6h	3H*	3	5	1	11	0.53417510	1.794e+04	4.084e-02	4.493e-01
3s.7i	3I	3	6	0	11	0.54157072	3s.6h	3H*	3	5	1	13	0.53417510	1.720e+02	3.312e-04	4.305e-03
3s.7i	3I	3	6	0	13	0.54157072	3s.6h	1H*	1	5	1	11	0.53417510	5.439e+00	1.463e-05	1.609e-04
3s.7i	3I	3	6	0	13	0.54157072	3s.6h	3H*	3	5	1	11	0.53417510	7.337e+05	1.974e+00	2.171e+01
3s.7i	3I	3	6	0	13	0.54157072	3s.6h	3H*	3	5	1	13	0.53417510	1.535e+04	3.493e-02	4.541e-01
3s.7i	3I	3	6	0	15	0.54157072	3s.6h	3H*	3	5	1	13	0.53417510	7.491e+05	1.967e+00	2.557e+01
3s.9s	3S	3	0	0	3	0.54356300	3s.3p	3P*	3	1	1	1	0.19911554	5.247e+05	1.652e-03	1.652e-03
3s.9s	3S	3	0	0	3	0.54356300	3s.3p	3P*	3	1	1	3	0.19929833	1.573e+06	1.653e-03	4.958e-03
3s.9s	3S	3	0	0	3	0.54356300	3s.3p	3P*	3	1	1	5	0.19966935	2.619e+06	1.654e-03	8.272e-03
3s.9s	3S	3	0	0	3	0.54356300	3s.3p	1P*	1	1	1	3	0.31941062	3.224e+00	7.989e-09	2.397e-08
3s.9s	3S	3	0	0	3	0.54356300	3s.4p	3P*	3	1	1	1	0.43596035	7.799e+04	2.516e-03	2.516e-03
3s.9s	3S	3	0	0	3	0.54356300	3s.4p	3P*	3	1	1	3	0.43599038	2.338e+05	2.515e-03	7.545e-03
3s.9s	3S	3	0	0	3	0.54356300	3s.4p	3P*	3	1	1	5	0.43605187	3.890e+05	2.514e-03	1.257e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.4p	1P*	1	1	1	3	0.44968048	2.354e+00	3.325e-08	9.974e-08
3s.9s	3S	3	0	0	3	0.54356300	3s.5p	3P*	3	1	1	1	0.49435152	3.277e+04	5.053e-03	5.053e-03
3s.9s	3S	3	0	0	3	0.54356300	3s.5p	3P*	3	1	1	3	0.49436316	9.822e+04	5.051e-03	1.515e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.5p	3P*	3	1	1	5	0.49438722	1.634e+05	5.048e-03	2.524e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.5p	1P*	1	1	1	3	0.49852264	1.896e+00	1.164e-07	3.491e-07
3s.9s	3S	3	0	0	3	0.54356300	3s.6p	3P*	3	1	1	1	0.51957785	1.895e+04	1.230e-02	1.230e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.6p	3P*	3	1	1	3	0.51958373	5.680e+04	1.230e-02	3.689e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.6p	3P*	3	1	1	5	0.51959559	9.450e+04	1.229e-02	6.144e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.6p	1P*	1	1	1	3	0.52138137	1.545e+00	3.910e-07	1.173e-06
3s.9s	3S	3	0	0	3	0.54356300	3s.7p	3P*	3	1	1	1	0.53287880	1.417e+04	4.638e-02	4.638e-02
3s.9s	3S	3	0	0	3	0.54356300	3s.7p	3P*	3	1	1	3	0.53288182	4.247e+04	4.635e-02	1.390e-01
3s.9s	3S	3	0	0	3	0.54356300	3s.7p	3P*	3	1	1	5	0.53288856	7.062e+04	4.630e-02	2.315e-01
3s.9s	3S	3	0	0	3	0.54356300	3s.7p	1P*	1	1	1	3	0.53382230	1.397e+00	1.833e-06	5.499e-06
3s.9s	3S	3	0	0	3	0.54356300	3s.8p	3P*	3	1	1	1	0.54076870	1.804e+04	8.627e-01	8.627e-01
3s.9s	3S	3	0	0	3	0.54356300	3s.8p	3P*	3	1	1	3	0.54076870	5.395e+04	8.602e-01	2.581e+00
3s.9s	3S	3	0	0	3	0.54356300	3s.8p	3P*	3	1	1	5	0.54076870	8.940e+04	8.552e-01	4.276e+00
3s.9s	3S	3	0	0	3	0.54356300	3s.8p	1P*	1	1	1	3	0.54132160	7.918e-01	1.962e-05	5.886e-05
3s.8d	1D	1	2	0	5	0.54393522	3s.3p	3P*	3	1	1	3	0.19929833	4.833e+01	8.443e-08	2.533e-07
3s.8d	1D	1	2	0	5	0.54393522	3s.3p	3P*	3	1	1	5	0.19966935	2.945e+02	3.094e-07	1.547e-06
3s.8d	1D	1	2	0	5	0.54393522	3s.3p	1P*	1	1	1	3	0.31941062	1.020e+07	4.200e-02	1.260e-01
3s.8d	1D	1	2	0	5	0.54393522	3s.4p	1P*	1	1	1	3	0.44968048	2.440e+05	5.700e-03	1.710e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.5p	3P*	3	1	1	3	0.49436316	8.836e-01	7.460e-08	2.238e-07
3s.8d	1D	1	2	0	5	0.54393522	3s.4f	1F*	1	3	1	7	0.49824836	2.089e+04	8.898e-04	6.229e-03
3s.8d	1D	1	2	0	5	0.54393522	3s.4f	3F*	3	3	1	7	0.49825076	3.071e+02	1.309e-05	9.160e-05
3s.8d	1D	1	2	0	5	0.54393522	3s.5p	1P*	1	1	1	3	0.49852264	3.002e+04	3.020e-03	9.060e-03
3s.8d	1D	1	2	0	5	0.54393522	3s.6p	3P*	3	1	1	3	0.51958373	1.783e+00	6.240e-07	1.872e-06
3s.8d	1D	1	2	0	5	0.54393522	3s.5f	1F*	1	3	1	7	0.52128269	2.956e+04	5.123e-03	3.586e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.5f	3F*	3	3	1	7	0.52128364	1.118e+03	1.937e-04	1.356e-03
3s.8d	1D	1	2	0	5	0.54393522	3s.6p	1P*	1	1	1	3	0.52138137	4.777e+04	1.948e-02	5.845e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.7p	3P*	3	1	1	3	0.53288182	2.553e+00	4.336e-06	1.301e-05
3s.8d	1D	1	2	0	5	0.54393522	3s.6f	1F*	1	3	1	7	0.53377902	3.027e+04	2.609e-02	1.826e-01
3s.8d	1D	1	2	0	5	0.54393522	3s.6f	3F*	3	3	1	7	0.53377948	2.147e+03	1.851e-03	1.296e-02
3s.8d	1D	1	2	0	5	0.54393522	3s.7p	1P*	1	1	1	3	0.53382230	5.695e+04	1.155e-01	3.466e-01
3s.8d	1D	1	2	0	5	0.54393522	3s.8p	3P*	3	1	1	3	0.54076870	4.074e+00	8.431e-05	2.529e-04
3s.8d	1D	1	2	0	5	0.54393522	3s.7f	1F*	1	3	1	7	0.54129958	1.203e+04	1.540e-01	1.078e+00
3s.8d	1D	1	2	0	5	0.54393522	3s.7f	3F*	3	3	1	7	0.54129958	5.922e+03	7.581e-02	5.307e-01
3s.8d	1D	1	2	0	5	0.54393522	3s.8p	1P*	1	1	1	3	0.54132160	7.329e+04	2.226e+00	6.678e+00
3s.9s	1S	1	0	0	1	0.54409120	3s.3p	3P*	3	1	1	3	0.19929833	1.807e+02	6.307e-08	1.892e-07
3s.9s	1S	1	0	0	1	0.54409120	3s.3p	1P*	1	1	1	3	0.31941062	3.035e+05	2.495e-04	7.484e-04
3s.9s	1S	1	0	0	1	0.54409120	3s.4p	3P*	3	1	1	3	0.43599038	7.687e+00	2.730e-08	8.189e-08
3s.9s	1S	1	0	0	1	0.54409120	3s.4p	1P*	1	1	1	3	0.44968048	4.229e+05	1.969e-03	5.906e-03
3s.9s	1S	1	0	0	1	0.54409120	3s.5p	3P*	3	1	1	3	0.49436316	6.372e+00	1.069e-07	3.208e-07
3s.9s	1S	1	0	0	1	0.54409120	3s.5p	1P*	1	1	1	3	0.49852264	2.382e+05	4.760e-03	1.428e-02
3s.9s	1S	1	0	0	1	0.54409120	3s.6p	3P*	3	1	1	3	0.51958373	5.721e+00	3.953e-07	1.186e-06
3s.9s	1S	1	0	0	1	0.54409120	3s.6p	1P*	1	1	1	3	0.52138137	1.597e+05	1.285e-02	3.854e-02
3s.9s	1S	1	0	0	1	0.54409120	3s.7p	3P*	3	1	1	3	0.53288182	5.649e+00	1.866e-06	5.597e-06
3s.9s	1S	1	0	0	1	0.54409120	3s.7p	1P*	1	1	1	3	0.53382230	1.270e+05	4.996e-02	1.499e-01
3s.9s	1S	1	0	0	1	0.54409120	3s.8p	3P*	3	1	1	3	0.54076870	1.016e+01	3.820e-05	1.146e-04
3s.9s	1S	1	0	0	1	0.54409120	3s.8p	1P*	1	1	1	3	0.54132160	1.893e+05	1.024e+00	3.073e+00
3s.8d	3D	3	2	0	3	0.54567761	3s.3p	3P*	3	1	1	1	0.19911554	1.012e+06	3.147e-03	3.147e-03
3s.8d	3D	3	2	0	3	0.54567761	3s.3p	3P*	3	1	1	3	0.19929833	7.582e+05	7.867e-04	2.360e-03
3s.8d	3D	3	2	0	3	0.54567761	3s.3p	3P*	3	1	1	5	0.19966935	5.043e+04	3.146e-05	1.573e-04
3s.8d	3D	3	2	0	3	0.54567761	3s.3p	1P*	1	1	1	3	0.31941062	1.071e+00	2.605e-09	7.816e-09
3s.8d	3D	3	2	0	3	0.54567761	3s.4p	3P*	3	1	1	1	0.43596035	5.160e+05	1.600e-02	1.600e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.4p	3P*	3	1	1	3	0.43599038	2.505e+05	2.592e-03	7.775e-03
3s.8d	3D	3	2	0	3	0.54567761	3s.4p	3P*	3	1	1	5	0.43605187	1.666e+04	1.036e-04	5.179e-04
3s.8d	3D	3	2	0	3	0.54567761	3s.4p	1P*	1	1	1	3	0.44968048	1.902e+00	2.570e-08	7.709e-08
3s.8d	3D	3	2	0	3	0.54567761	3s.5p	3P*	3	1	1	1	0.49435152	1.814e+05	2.572e-02	2.572e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.5p	3P*	3	1	1	3	0.49436316	1.359e+05	6.427e-03	1.928e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.5p	3P*	3	1	1	5	0.49438722	9.047e+03	2.569e-04	1.284e-03
3s.8d	3D	3	2	0	3	0.54567761	3s.4f	3F*	3	3	1	5	0.49825033	7.522e+03	2.498e-04	1.249e-03
3s.8d	3D	3	2	0	3	0.54567761	3s.5p	1P*	1	1	1	3	0.49852264	2.077e+00	1.163e-07	3.488e-07
3s.8d	3D	3	2	0	3	0.54567761	3s.6p	3P*	3	1	1	1	0.51957785	1.089e+05	5.972e-02	5.972e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.6p	3P*	3	1	1	3	0.51958373	8.162e+04	1.492e-02	4.477e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.6p	3P*	3	1	1	5	0.51959559	5.432e+03	5.965e-04	2.982e-03
3s.8d	3D	3	2	0	3	0.54567761	3s.5f	3F*	3	3	1	5	0.52128328	1.671e+04	2.097e-03	1.049e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.6p	1P*	1	1	1	3	0.52138137	1.748e+00	3.686e-07	1.106e-06
3s.8d	3D	3	2	0	3	0.54567761	3s.7p	3P*	3	1	1	1	0.53287880	7.103e+04	1.619e-01	1.619e-01
3s.8d	3D	3	2	0	3	0.54567761	3s.7p	3P*	3	1	1	3	0.53288182	5.321e+04	4.046e-02	1.214e-01
3s.8d	3D	3	2	0	3	0.54567761	3s.7p	3P*	3	1	1	5	0.53288856	3.540e+03	1.617e-03	8.084e-03
3s.8d	3D	3	2	0	3	0.54567761	3s.6f	3F*	3	3	1	5	0.53377948	2.317e+04	1.223e-02	6.113e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.7p	1P*	1	1	1	3	0.53382230	1.290e+00	1.143e-06	3.429e-06
3s.8d	3D	3	2	0	3	0.54567761	3s.8p	3P*	3	1	1	1	0.54076870	4.722e+04	7.319e-01	7.319e-01
3s.8d	3D	3	2	0	3	0.54567761	3s.8p	3P*	3	1	1	3	0.54076870	3.536e+04	1.827e-01	5.480e-01
3s.8d	3D	3	2	0	3	0.54567761	3s.8p	3P*	3	1	1	5	0.54076870	2.349e+03	7.282e-03	3.641e-02
3s.8d	3D	3	2	0	3	0.54567761	3s.7f	3F*	3	3	1	5	0.54129958	2.681e+04	1.045e-01	5.224e-01
3s.8d	3D	3	2	0	3	0.54567761	3s.8p	1P*	1	1	1	3	0.54132160	5.926e-01	3.888e-06	1.166e-05
3s.8d	3D	3	2	0	5	0.54567747	3s.3p	3P*	3	1	1	3	0.19929833	1.365e+06	2.360e-03	7.081e-03
3s.8d	3D	3	2	0	5	0.54567747	3s.3p	3P*	3	1	1	5	0.19966935	4.538e+05	4.719e-04	2.360e-03
3s.8d	3D	3	2	0	5	0.54567747	3s.3p	1P*	1	1	1	3	0.31941062	1.879e+00	7.615e-09	2.285e-08
3s.8d	3D	3	2	0	5	0.54567747	3s.4p	3P*	3	1	1	3	0.43599038	9.280e+05	1.600e-02	4.800e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.4p	3P*	3	1	1	5	0.43605187	1.500e+05	1.554e-03	7.768e-03
3s.8d	3D	3	2	0	5	0.54567747	3s.4p	1P*	1	1	1	3	0.44968048	3.413e+00	7.684e-08	2.305e-07
3s.8d	3D	3	2	0	5	0.54567747	3s.5p	3P*	3	1	1	3	0.49436316	3.050e+05	2.400e-02	7.200e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.5p	3P*	3	1	1	5	0.49438722	8.142e+04	3.853e-03	1.927e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.4f	1F*	1	3	1	7	0.49824836	9.638e+01	3.810e-06	2.667e-05
3s.8d	3D	3	2	0	5	0.54567747	3s.4f	3F*	3	3	1	5	0.49825033	8.358e+02	4.626e-05	2.313e-04
3s.8d	3D	3	2	0	5	0.54567747	3s.4f	3F*	3	3	1	7	0.49825076	6.593e+03	2.606e-04	1.824e-03
3s.8d	3D	3	2	0	5	0.54567747	3s.5p	1P*	1	1	1	3	0.49852264	3.737e+00	3.487e-07	1.046e-06
3s.8d	3D	3	2	0	5	0.54567747	3s.6p	3P*	3	1	1	3	0.51958373	1.469e+05	4.477e-02	1.343e-01
3s.8d	3D	3	2	0	5	0.54567747	3s.6p	3P*	3	1	1	5	0.51959559	4.889e+04	8.947e-03	4.474e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.5f	1F*	1	3	1	7	0.52128269	5.403e+02	8.074e-05	5.652e-04
3s.8d	3D	3	2	0	5	0.54567747	3s.5f	3F*	3	3	1	5	0.52128328	1.857e+03	3.884e-04	1.942e-03
3s.8d	3D	3	2	0	5	0.54567747	3s.5f	3F*	3	3	1	7	0.52128364	1.431e+04	2.139e-03	1.497e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.6p	1P*	1	1	1	3	0.52138137	3.146e+00	1.106e-06	3.317e-06
3s.8d	3D	3	2	0	5	0.54567747	3s.7p	3P*	3	1	1	3	0.53288182	9.579e+04	1.214e-01	3.642e-01
3s.8d	3D	3	2	0	5	0.54567747	3s.7p	3P*	3	1	1	5	0.53288856	3.186e+04	2.425e-02	1.213e-01
3s.8d	3D	3	2	0	5	0.54567747	3s.6f	1F*	1	3	1	7	0.53377902	1.364e+03	8.566e-04	5.996e-03
3s.8d	3D	3	2	0	5	0.54567747	3s.6f	3F*	3	3	1	5	0.53377948	2.575e+03	2.264e-03	1.132e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.6f	3F*	3	3	1	7	0.53377948	1.924e+04	1.208e-02	8.458e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.7p	1P*	1	1	1	3	0.53382230	2.323e+00	3.429e-06	1.029e-05
3s.8d	3D	3	2	0	5	0.54567747	3s.8p	3P*	3	1	1	3	0.54076870	6.364e+04	5.480e-01	1.644e+00
3s.8d	3D	3	2	0	5	0.54567747	3s.8p	3P*	3	1	1	5	0.54076870	2.114e+04	1.092e-01	5.462e-01
3s.8d	3D	3	2	0	5	0.54567747	3s.7f	1F*	1	3	1	7	0.54129958	7.861e+03	3.647e-02	2.553e-01
3s.8d	3D	3	2	0	5	0.54567747	3s.7f	3F*	3	3	1	5	0.54129958	2.979e+03	1.935e-02	9.675e-02
3s.8d	3D	3	2	0	5	0.54567747	3s.7f	3F*	3	3	1	7	0.54129958	1.597e+04	7.411e-02	5.188e-01
3s.8d	3D	3	2	0	5	0.54567747	3s.8p	1P*	1	1	1	3	0.54132160	1.067e+00	1.166e-05	3.499e-05
3s.8d	3D	3	2	0	7	0.54567735	3s.3p	3P*	3	1	1	5	0.19966935	1.815e+06	2.643e-03	1.321e-02
3s.8d	3D	3	2	0	7	0.54567735	3s.4p	3P*	3	1	1	5	0.43605187	9.240e+05	1.340e-02	6.700e-02
3s.8d	3D	3	2	0	7	0.54567735	3s.5p	3P*	3	1	1	5	0.49438722	4.060e+05	2.690e-02	1.345e-01
3s.8d	3D	3	2	0	7	0.54567735	3s.4f	1F*	1	3	1	7	0.49824836	8.607e+00	4.764e-07	3.335e-06
3s.8d	3D	3	2	0	7	0.54567735	3s.4f	3F*	3	3	1	5	0.49825033	1.706e+01	1.322e-06	6.609e-06
3s.8d	3D	3	2	0	7	0.54567735	3s.4f	3F*	3	3	1	7	0.49825076	5.886e+02	3.258e-05	2.281e-04
3s.8d	3D	3	2	0	7	0.54567735	3s.4f	3F*	3	3	1	9	0.49825125	6.914e+03	2.977e-04	2.679e-03
3s.8d	3D	3	2	0	7	0.54567735	3s.6p	3P*	3	1	1	5	0.51959559	1.956e+05	5.010e-02	2.505e-01
3s.8d	3D	3	2	0	7	0.54567735	3s.5f	1F*	1	3	1	7	0.52128269	4.824e+01	1.009e-05	7.065e-05
3s.8d	3D	3	2	0	7	0.54567735	3s.5f	3F*	3	3	1	5	0.52128328	3.789e+01	1.110e-05	5.549e-05
3s.8d	3D	3	2	0	7	0.54567735	3s.5f	3F*	3	3	1	7	0.52128364	1.278e+03	2.674e-04	1.872e-03
3s.8d	3D	3	2	0	7	0.54567735	3s.5f	3F*	3	3	1	9	0.52128398	1.535e+04	2.498e-03	2.248e-02
3s.8d	3D	3	2	0	7	0.54567735	3s.7p	3P*	3	1	1	5	0.53288856	1.275e+05	1.358e-01	6.791e-01
3s.8d	3D	3	2	0	7	0.54567735	3s.6f	1F*	1	3	1	7	0.53377902	1.218e+02	1.071e-04	7.496e-04
3s.8d	3D	3	2	0	7	0.54567735	3s.6f	3F*	3	3	1	5	0.53377948	5.255e+01	6.470e-05	3.235e-04
3s.8d	3D	3	2	0	7	0.54567735	3s.6f	3F*	3	3	1	7	0.53377948	1.717e+03	1.510e-03	1.057e-02
3s.8d	3D	3	2	0	7	0.54567735	3s.6f	3F*	3	3	1	9	0.53377948	2.129e+04	1.456e-02	1.310e-01
3s.8d	3D	3	2	0	7	0.54567735	3s.8p	3P*	3	1	1	5	0.54076870	8.457e+04	6.118e-01	3.059e+00
3s.8d	3D	3	2	0	7	0.54567735	3s.7f	1F*	1	3	1	7	0.54129958	7.018e+02	4.559e-03	3.191e-02
3s.8d	3D	3	2	0	7	0.54567735	3s.7f	3F*	3	3	1	5	0.54129958	6.080e+01	5.529e-04	2.765e-03
3s.8d	3D	3	2	0	7	0.54567735	3s.7f	3F*	3	3	1	7	0.54129958	1.426e+03	9.265e-03	6.485e-02
3s.8d	3D	3	2	0	7	0.54567735	3s.7f	3F*	3	3	1	9	0.54129958	2.463e+04	1.244e-01	1.120e+00
3s.9p	3P*	3	1	1	1	0.54582950	3s.4s	3S	3	0	0	3	0.37541836	3.189e+05	4.557e-04	1.367e-03
3s.9p	3P*	3	1	1	1	0.54582950	3s.3d	3D	3	2	0	3	0.43701687	4.950e+04	1.735e-04	5.204e-04
3s.9p	3P*	3	1	1	1	0.54582950	3s.5s	3S	3	0	0	3	0.47269724	7.546e+04	5.855e-04	1.756e-03
3s.9p	3P*	3	1	1	1	0.54582950	3s.4d	3D	3	2	0	3	0.49383689	1.324e+03	2.033e-05	6.099e-05
3s.9p	3P*	3	1	1	1	0.54582950	3s.6s	3S	3	0	0	3	0.50932360	3.951e+04	1.230e-03	3.691e-03
3s.9p	3P*	3	1	1	1	0.54582950	3s.5d	3D	3	2	0	3	0.51913308	1.428e+04	8.317e-04	2.495e-03
3s.9p	3P*	3	1	1	1	0.54582950	3p2	3P	3	1	0	3	0.52701670	1.307e+01	1.533e-06	4.599e-06
3s.9p	3P*	3	1	1	1	0.54582950	3s.7s	3S	3	0	0	3	0.52721550	2.839e+04	3.400e-03	1.020e-02
3s.9p	3P*	3	1	1	1	0.54582950	3s.6d	3D	3	2	0	3	0.53257065	2.314e+04	5.462e-03	1.639e-02
3s.9p	3P*	3	1	1	1	0.54582950	3s.8s	3S	3	0	0	3	0.53730801	2.700e+04	1.543e-02	4.629e-02
3s.9p	3P*	3	1	1	1	0.54582950	3s.7d	3D	3	2	0	3	0.54055262	2.709e+04	4.037e-02	1.211e-01
3s.9p	3P*	3	1	1	1	0.54582950	3s.9s	3S	3	0	0	3	0.54356300	4.804e+04	3.881e-01	1.164e+00
3s.9p	3P*	3	1	1	1	0.54582950	3s.8d	3D	3	2	0	3	0.54567761	4.798e+01	8.631e-02	2.589e-01
3s.9p	3P*	3	1	1	3	0.54582950	3s2	1S	1	0	0	1	0.00000000	3.688e+02	4.623e-07	4.623e-07
3s.9p	3P*	3	1	1	3	0.54582950	3s.4s	3S	3	0	0	3	0.37541836	3.189e+05	1.367e-03	4.101e-03
3s.9p	3P*	3	1	1	3	0.54582950	3s.4s	1S	1	0	0	1	0.39643154	3.132e-02	5.240e-10	5.240e-10
3s.9p	3P*	3	1	1	3	0.54582950	3s.3d	1D	1	2	0	5	0.42285584	4.137e+01	2.044e-07	1.022e-06
3s.9p	3P*	3	1	1	3	0.54582950	3s.3d	3D	3	2	0	3	0.43701687	1.237e+04	1.301e-04	3.902e-04
3s.9p	3P*	3	1	1	3	0.54582950	3s.3d	3D	3	2	0	5	0.43701659	3.711e+04	2.341e-04	1.171e-03
3s.9p	3P*	3	1	1	3	0.54582950	3s.5s	3S	3	0	0	3	0.47269724	7.545e+04	1.756e-03	5.269e-03
3s.9p	3P*	3	1	1	3	0.54582950	3s.5s	1S	1	0	0	1	0.47892739	2.333e+00	1.947e-07	1.947e-07
3s.9p	3P*	3	1	1	3	0.54582950	3s.4d	1D	1	2	0	5	0.48419848	1.401e+01	2.756e-07	1.378e-06
3s.9p	3P*	3	1	1	3	0.54582950	3s.4d	3D	3	2	0	3	0.49383689	3.313e+02	1.526e-05	4.577e-05
3s.9p	3P*	3	1	1	3	0.54582950	3s.4d	3D	3	2	0	5	0.49383652	9.938e+02	2.746e-05	1.373e-04
3s.9p	3P*	3	1	1	3	0.54582950	3s.6s	3S	3	0	0	3	0.50932360	3.951e+04	3.691e-03	1.107e-02
3s.9p	3P*	3	1	1	3	0.54582950	3s.6s	1S	1	0	0	1	0.51201246	1.804e+00	5.892e-07	5.892e-07
3s.9p	3P*	3	1	1	3	0.54582950	3s.5d	1D	1	2	0	5	0.51311972	5.086e+00	3.551e-07	1.776e-06
3s.9p	3P*	3	1	1	3	0.54582950	3s.5d	3D	3	2	0	3	0.51913308	3.572e+03	6.239e-04	1.872e-03
3s.9p	3P*	3	1	1	3	0.54582950	3s.5d	3D	3	2	0	5	0.51913287	1.072e+04	1.123e-03	5.615e-03
3s.9p	3P*	3	1	1	3	0.54582950	3p2	3P	3	1	0	1	0.52682870	4.128e+00	4.270e-06	4.270e-06
