AtomicNumber	IonCharge	ModelIndex	LowerLevel	UpperLevel	Temperature	CollisionStrength	Source
12	0	1	2	8	14000.0	52.678923309933374	999
12	0	1	2	8	15000.0	53.66801104177052	999
12	0	1	2	8	16000.0	54.61041810936126	999
12	0	1	3	8	3000.0	19.1549944809001	999
12	0	1	3	8	4000.0	22.079556952273187	999
12	0	1	3	8	5000.0	24.2039870906731	999
12	0	1	3	8	6000.0	25.758895792349133	999
12	0	1	3	8	7000.0	26.895518870423388	999
12	0	1	3	8	8000.0	27.717287018235126	999
12	0	1	3	8	9000.0	28.297520185856452	999
12	0	1	3	8	10000.0	28.689792862599756	999
12	0	1	3	8	11000.0	28.93424021895915	999
12	0	1	3	8	12000.0	29.06153981510023	999
12	0	1	3	8	13000.0	29.095519076049744	999
12	0	1	3	8	14000.0	29.0549226133287	999
12	0	1	3	8	15000.0	28.954647873790787	999
12	0	1	3	8	16000.0	28.80663272562841	999
12	0	1	4	8	3000.0	27.798506049136606	999
12	0	1	4	8	4000.0	31.959762444758383	999
12	0	1	4	8	5000.0	35.375008604203096	999
12	0	1	4	8	6000.0	38.25692384418456	999
12	0	1	4	8	7000.0	40.73397813116164	999
12	0	1	4	8	8000.0	42.89117583220396	999
12	0	1	4	8	9000.0	44.788579012445375	999
12	0	1	4	8	10000.0	46.470864261919196	999
12	0	1	4	8	11000.0	47.97262816499597	999
12	0	1	4	8	12000.0	49.32148629057558	999
12	0	1	4	8	13000.0	50.539966725769084	999
12	0	1	4	8	14000.0	51.64672308086027	999
12	0	1	4	8	15000.0	52.657352729248316	999
12	0	1	4	8	16000.0	53.58497904930366	999
12	0	1	5	8	3000.0	6.374053276110158	999
12	0	1	5	8	4000.0	6.972046105717562	999
12	0	1	5	8	5000.0	7.3982073969237305	999
12	0	1	5	8	6000.0	7.709342233723143	999
12	0	1	5	8	7000.0	7.937609728815973	999
12	0	1	5	8	8000.0	8.103279695055596	999
12	0	1	5	8	9000.0	8.220148754839608	999
12	0	1	5	8	10000.0	8.298169117121377	999
12	0	1	5	8	11000.0	8.344840410205167	999
12	0	1	5	8	12000.0	8.365998077001347	999
12	0	1	5	8	13000.0	8.366287989078522	999
12	0	1	5	8	14000.0	8.34946924979577	999
12	0	1	5	8	15000.0	8.318618196955844	999
12	0	1	5	8	16000.0	8.276272674584675	999
12	0	1	6	8	3000.0	19.9767487215806	999
12	0	1	6	8	4000.0	23.40496453991932	999
12	0	1	6	8	5000.0	26.16558246994314	999
12	0	1	6	8	6000.0	28.4410114199213	999
12	0	1	6	8	7000.0	30.342884913766284	999
12	0	1	6	8	8000.0	31.943751647064538	999
12	0	1	6	8	9000.0	33.29399314922905	999
12	0	1	6	8	10000.0	34.4310137000505	999
12	0	1	6	8	11000.0	35.38423242942037	999
12	0	1	6	8	12000.0	36.17780932008333	999
12	0	1	6	8	13000.0	36.83216538362592	999
12	0	1	6	8	14000.0	37.364867732274575	999
12	0	1	6	8	15000.0	37.79118055101332	999
12	0	1	6	8	16000.0	38.12443810238804	999
12	0	1	7	8	3000.0	2759.4195522495484	999
12	0	1	7	8	4000.0	3068.5627330765956	999
12	0	1	7	8	5000.0	3314.7008936486973	999
12	0	1	7	8	6000.0	3519.3410388904163	999
12	0	1	7	8	7000.0	3694.533950642754	999
12	0	1	7	8	8000.0	3847.7225790146113	999
12	0	1	7	8	9000.0	3983.8299360783453	999
12	0	1	7	8	10000.0	4106.282957786691	999
12	0	1	7	8	11000.0	4217.563847372412	999
12	0	1	7	8	12000.0	4319.5287791734145	999
12	0	1	7	8	13000.0	4413.602667163761	999
12	0	1	7	8	14000.0	4500.9036629124275	999
12	0	1	7	8	15000.0	4582.325745589687	999
12	0	1	7	8	16000.0	4658.595251294145	999
12	0	1	1	9	3000.0	1.889066653917374	999
12	0	1	1	9	4000.0	1.968614434171788	999
12	0	1	1	9	5000.0	2.00928477527842	999
12	0	1	1	9	6000.0	2.0288892039159805	999
12	0	1	1	9	7000.0	2.0365952999971473	999
12	0	1	1	9	8000.0	2.0376268216352207	999
12	0	1	1	9	9000.0	2.035121430818953	999
12	0	1	1	9	10000.0	2.031012855787204	999
12	0	1	1	9	11000.0	2.026503347386564	999
12	0	1	1	9	12000.0	2.022336592732992	999
12	0	1	1	9	13000.0	2.01896311204471	999
12	0	1	1	9	14000.0	2.0166437418587027	999
12	0	1	1	9	15000.0	2.0155158498516488	999
12	0	1	1	9	16000.0	2.0156364106405595	999
12	0	1	2	9	3000.0	8.76024400148257	999
12	0	1	2	9	4000.0	9.7968288873133	999
12	0	1	2	9	5000.0	10.55173321949482	999
12	0	1	2	9	6000.0	11.104952737290024	999
12	0	1	2	9	7000.0	11.507272087117627	999
12	0	1	2	9	8000.0	11.793813452332431	999
12	0	1	2	9	9000.0	11.990132722961198	999
12	0	1	2	9	10000.0	12.115439273711276	999
12	0	1	2	9	11000.0	12.184492088787929	999
12	0	1	2	9	12000.0	12.208807184188057	999
12	0	1	2	9	13000.0	12.197472159372202	999
12	0	1	2	9	14000.0	12.157719819183182	999
12	0	1	2	9	15000.0	12.09534525882265	999
12	0	1	2	9	16000.0	12.015016476688864	999
12	0	1	3	9	3000.0	4.5761624401060965	999
12	0	1	3	9	4000.0	5.297345485391257	999
12	0	1	3	9	5000.0	5.929846938327281	999
12	0	1	3	9	6000.0	6.498517271639316	999
12	0	1	3	9	7000.0	7.017231276673945	999
12	0	1	3	9	8000.0	7.494962305503352	999
12	0	1	3	9	9000.0	7.938095276214527	999
12	0	1	3	9	10000.0	8.351466557746221	999
12	0	1	3	9	11000.0	8.738895010232989	999
12	0	1	3	9	12000.0	9.103482359869439	999
12	0	1	3	9	13000.0	9.447797946911514	999
12	0	1	3	9	14000.0	9.77400049869737	999
12	0	1	3	9	15000.0	10.083923104499	999
12	0	1	3	9	16000.0	10.37913532636749	999
12	0	1	4	9	3000.0	3.3570769995020844	999
12	0	1	4	9	4000.0	3.8889775478197977	999
12	0	1	4	9	5000.0	4.267742845200728	999
12	0	1	4	9	6000.0	4.536939171987029	999
12	0	1	4	9	7000.0	4.726083130247924	999
12	0	1	4	9	8000.0	4.855685086167979	999
12	0	1	4	9	9000.0	4.9403552073691985	999
12	0	1	4	9	10000.0	4.9907377213010395	999
12	0	1	4	9	11000.0	5.014739506335951	999
12	0	1	4	9	12000.0	5.0183304015253585	999
12	0	1	4	9	13000.0	5.006078790306717	999
12	0	1	4	9	14000.0	4.981519516813407	999
12	0	1	4	9	15000.0	4.947412732555472	999
12	0	1	4	9	16000.0	4.905929886362491	999
12	0	1	5	9	3000.0	187.07703144708967	999
12	0	1	5	9	4000.0	191.1367506560227	999
12	0	1	5	9	5000.0	191.3265800042983	999
12	0	1	5	9	6000.0	189.68774642658212	999
12	0	1	5	9	7000.0	187.20788520244466	999
12	0	1	5	9	8000.0	184.39975052736878	999
12	0	1	5	9	9000.0	181.53803331896808	999
12	0	1	5	9	10000.0	178.77011026957337	999
12	0	1	5	9	11000.0	176.17251201458103	999
12	0	1	5	9	12000.0	173.7814314766243	999
12	0	1	5	9	13000.0	171.60987898051525	999
12	0	1	5	9	14000.0	169.6576021633296	999
12	0	1	5	9	15000.0	167.91693272255924	999
12	0	1	5	9	16000.0	166.3762729890719	999
12	0	1	6	9	3000.0	231.7022442512394	999
12	0	1	6	9	4000.0	237.368777350458	999
12	0	1	6	9	5000.0	238.85405928306307	999
12	0	1	6	9	6000.0	238.42014123037032	999
12	0	1	6	9	7000.0	237.10187159075934	999
12	0	1	6	9	8000.0	235.41175837588258	999
12	0	1	6	9	9000.0	233.61452517858746	999
12	0	1	6	9	10000.0	231.84875453287074	999
12	0	1	6	9	11000.0	230.18573608148597	999
12	0	1	6	9	12000.0	228.65977040765824	999
12	0	1	6	9	13000.0	227.28450073883783	999
12	0	1	6	9	14000.0	226.06201410032014	999
12	0	1	6	9	15000.0	224.98803672826446	999
12	0	1	6	9	16000.0	224.05494763831314	999
12	0	1	7	9	3000.0	9.975532316764992	999
12	0	1	7	9	4000.0	10.915506870132704	999
12	0	1	7	9	5000.0	11.526479768816996	999
12	0	1	7	9	6000.0	11.926251860923845	999
12	0	1	7	9	7000.0	12.183719004033147	999
12	0	1	7	9	8000.0	12.341891908623067	999
12	0	1	7	9	9000.0	12.428938308069839	999
12	0	1	7	9	10000.0	12.46400545928534	999
12	0	1	7	9	11000.0	12.460505034913538	999
12	0	1	7	9	12000.0	12.428065629544522	999
12	0	1	7	9	13000.0	12.373743379578361	999
12	0	1	7	9	14000.0	12.302799498374895	999
12	0	1	7	9	15000.0	12.219214836616635	999
12	0	1	7	9	16000.0	12.126039311346647	999
12	0	1	8	9	3000.0	22.31698110943913	999
12	0	1	8	9	4000.0	23.398093646415944	999
12	0	1	8	9	5000.0	23.976135549312776	999
12	0	1	8	9	6000.0	24.26266161459088	999
12	0	1	8	9	7000.0	24.36548478617153	999
12	0	1	8	9	8000.0	24.3456713889658	999
12	0	1	8	9	9000.0	24.240607068101806	999
12	0	1	8	9	10000.0	24.074633846490357	999
12	0	1	8	9	11000.0	23.864411985530754	999
12	0	1	8	9	12000.0	23.621810905335696	999
12	0	1	8	9	13000.0	23.355558127766873	999
12	0	1	8	9	14000.0	23.072228476478063	999
12	0	1	8	9	15000.0	22.776865791022576	999
12	0	1	8	9	16000.0	22.473390840152266	999
12	0	1	1	10	3000.0	0.4466888289857977	999
12	0	1	1	10	4000.0	0.4647524842334289	999
12	0	1	1	10	5000.0	0.47415117798228895	999
12	0	1	1	10	6000.0	0.4786165475564281	999
12	0	1	1	10	7000.0	0.47996815979116964	999
12	0	1	1	10	8000.0	0.47922433264437353	999
12	0	1	1	10	9000.0	0.47701318004244625	999
12	0	1	1	10	10000.0	0.4737502200584929	999
12	0	1	1	10	11000.0	0.46972458966331876	999
12	0	1	1	10	12000.0	0.4651449627798526	999
12	0	1	1	10	13000.0	0.46016595245157293	999
12	0	1	1	10	14000.0	0.4549042957574256	999
12	0	1	1	10	15000.0	0.44944931994746157	999
12	0	1	1	10	16000.0	0.4438700156370259	999
12	0	1	2	10	3000.0	3.6371369343087934	999
12	0	1	2	10	4000.0	4.043385022448166	999
12	0	1	2	10	5000.0	4.37055915268806	999
12	0	1	2	10	6000.0	4.641715583820039	999
12	0	1	2	10	7000.0	4.869123003098814	999
12	0	1	2	10	8000.0	5.06056139549813	999
12	0	1	2	10	9000.0	5.221638657651867	999
12	0	1	2	10	10000.0	5.3567585888365095	999
12	0	1	2	10	11000.0	5.469561306853008	999
12	0	1	2	10	12000.0	5.563139919085481	999
12	0	1	2	10	13000.0	5.640158101582439	999
12	0	1	2	10	14000.0	5.702922513340259	999
12	0	1	2	10	15000.0	5.75343384430922	999
12	0	1	2	10	16000.0	5.793426990758212	999
12	0	1	3	10	3000.0	2.9404749763848392	999
12	0	1	3	10	4000.0	3.2735293633696485	999
12	0	1	3	10	5000.0	3.4999617760640875	999
12	0	1	3	10	6000.0	3.653008990072834	999
12	0	1	3	10	7000.0	3.7536219539422695	999
12	0	1	3	10	8000.0	3.8158408139892512	999
12	0	1	3	10	9000.0	3.8494728274573418	999
12	0	1	3	10	10000.0	3.8615794507742915	999
12	0	1	3	10	11000.0	3.8573632729484353	999
12	0	1	3	10	12000.0	3.8407259129420983	999
12	0	1	3	10	13000.0	3.814634136277032	999
12	0	1	3	10	14000.0	3.7813685798069154	999
12	0	1	3	10	15000.0	3.7426976084023615	999
12	0	1	3	10	16000.0	3.7000017289266425	999
12	0	1	4	10	3000.0	5.130424640321641	999
12	0	1	4	10	4000.0	5.85185304668684	999
