---------------------------------------------------------------------------------------------------------------------------------------
     Observed          Aki          fik       Acc.         Ei           Ek             Lower level             Upper level        Type 
    Wavelength        (s^-1)                              (Ry)         (Ry)       ---------------------- ------------------------------
     Vac (nm)                                                                      Conf.     Term   J     Conf.    Term   J            
---------------------------------------------------------------------------------------------------------------------------------------
       1394.978     3.23e+05     1.32e-02     D+      0.48419848      0.54950572   3s.4d     1D     2     3s.9f    1F*    3            
       1436.0522    2.91e+04     1.50e-03     B       0.44968048      0.51311972   3s.4p     1P*    1     3s.5d    1D     2            
       1461.5619    1.87e+06     2.00e-02     B+      0.44968048      0.51201246   3s.4p     1P*    1     3s.6s    1S     0            
       1470.0269    4.85e+05     2.20e-02     B       0.48419848      0.54617128   3s.4d     1D     2     3s.8f    1F*    3            
       1487.7529    1.67e+07     7.12e-01     B+      0.43701675      0.49825125   3s.3d     3D     3     3s.4f    3F*    4            
       1487.7608    1.48e+07     6.89e-01     B+      0.43701659      0.49825076   3s.3d     3D     2     3s.4f    3F*    3            
       1487.7781    1.40e+07     7.76e-01     B+      0.43701687      0.49825033   3s.3d     3D     1     3s.4f    3F*    2            
       1502.4997    1.35e+07     7.59e-01     A       0.37541836      0.43605187   3s.4s     3S     1     3s.4p    3P*    2            
       1504.0246    1.34e+07     4.55e-01     A       0.37541836      0.43599038   3s.4s     3S     1     3s.4p    3P*    1            
       1504.7714    1.34e+07     1.52e-01     B+      0.37541836      0.43596035   3s.4s     3S     1     3s.4p    3P*    0            
       1513.5306    1.28e+05     7.31e-03     D       0.47269724      0.53288856   3s.5s     3S     1     3s.7p    3P*    2            
       1513.7027    1.28e+05     4.39e-03     D       0.47269724      0.53288182   3s.5s     3S     1     3s.7p    3P*    1            
       1513.7850    1.27e+05     1.46e-03     E       0.47269724      0.53287880   3s.5s     3S     1     3s.7p    3P*    0            
       1569.3311    2.88e+05     1.37e-02     C       0.49383617      0.55188736   3s.4d     3D     3     3s.10f   3F*    4            
       1574.0706    5.51e+06     6.14e-01     B       0.43596035      0.49383689   3s.4p     3P*    0     3s.4d    3D     1            
       1574.8988    7.42e+06     4.60e-01     B+      0.43599038      0.49383652   3s.4p     3P*    1     3s.4d    3D     2            
       1576.5839    9.87e+06     5.15e-01     B+      0.43605187      0.49383617   3s.4p     3P*    2     3s.4d    3D     3            
       1587.9564    2.98e+05     8.04e-03     C+      0.43701675      0.49438722   3s.3d     3D     3     3s.5p    3P*    2            
       1588.6188    2.65e+05     6.03e-03     C       0.43701659      0.49436316   3s.3d     3D     2     3s.5p    3P*    1            
       1588.9521    3.54e+05     4.47e-03     C       0.43701687      0.49435152   3s.3d     3D     1     3s.5p    3P*    0            
       1591.2830    1.99e+05     1.06e-02     D+      0.49438722      0.5516386    3s.5p     3P*    2     3s.10d   3D     3            
       1594.8379    8.74e+04     2.00e-03     C+      0.48419848      0.5413216    3s.4d     1D     2     3s.8p    1P*    1            
       1595.445     6.55e+05     3.50e-02     B       0.48419848      0.54129958   3s.4d     1D     2     3s.7f    1F*    3            
       1659.5583    6.54e+04     8.10e-03     C       0.47892739      0.5338223    3s.5s     1S     0     3s.7p    1P*    1            
       1662.1191    1.55e+05     1.93e-02     D       0.49435152      0.54916218   3s.5p     3P*    0     3s.9d    3D     1            
       1662.4881    2.10e+05     1.45e-02     D+      0.49436316      0.54916218   3s.5p     3P*    1     3s.9d    3D     2            
       1663.2230    2.79e+05     1.62e-02     D+      0.49438722      0.54916218   3s.5p     3P*    2     3s.9d    3D     3            
       1710.8631    8.81e+06     1.16e+00     A       0.39643154      0.44968048   3s.4s     1S     0     3s.4p    1P*    1            
       1740.7536    5.84e+05     3.41e-02     C       0.49383617      0.54617128   3s.4d     3D     3     3s.8f    3F*    4            
       1740.7536    5.19e+05     3.30e-02     C       0.49383652      0.54617128   3s.4d     3D     2     3s.8f    3F*    3            
       1740.7536    4.91e+05     3.72e-02     C       0.49383689      0.54617128   3s.4d     3D     1     3s.8f    3F*    2            
       1775.373     3.05e+05     2.40e-02     D+      0.49436316      0.54567747   3s.5p     3P*    1     3s.8d    3D     2            
       1776.206     4.06e+05     2.69e-02     C       0.49438722      0.54567735   3s.5p     3P*    2     3s.8d    3D     3            
       1835.837     1.35e+05     4.10e-03     C+      0.48419848      0.5338223    3s.4d     1D     2     3s.7p    1P*    1            
       1837.453     8.89e+05     6.30e-02     B+      0.48419848      0.53377902   3s.4d     1D     2     3s.6f    1F*    3            
       1895.42      4.42e+05     3.06e-02     C       0.49824836      0.5463125    3s.4f     1F*    3     3s.8g    1G     4            
       1895.52      4.42e+05     2.91e-02     C       0.49825125      0.5463125    3s.4f     3F*    4     3s.8g    3G     5            
       1919.412     8.97e+05     6.37e-02     C+      0.49383617      0.54129958   3s.4d     3D     3     3s.7f    3F*    4            
       1919.436     7.96e+05     6.16e-02     C       0.49383652      0.54129958   3s.4d     3D     2     3s.7f    3F*    3            
       1919.448     7.52e+05     6.93e-02     C       0.49383689      0.54129958   3s.4d     3D     1     3s.7f    3F*    2            
       1942.526     3.55e+05     3.35e-02     C+      0.47269724      0.51959559   3s.5s     3S     1     3s.6p    3P*    2            
       1943.023     3.55e+05     2.01e-02     C+      0.47269724      0.51958373   3s.5s     3S     1     3s.6p    3P*    1            
       1943.265     3.54e+05     6.69e-03     C       0.47269724      0.51957785   3s.5s     3S     1     3s.6p    3P*    0            
       1971.849     3.47e+05     6.08e-02     D+      0.49435152      0.54055262   3s.5p     3P*    0     3s.7d    3D     1            
       1972.354     4.69e+05     4.56e-02     C       0.49436316      0.54055245   3s.5p     3P*    1     3s.7d    3D     2            
       1973.387     6.24e+05     5.10e-02     C       0.49438722      0.54055235   3s.5p     3P*    2     3s.7d    3D     3            
       2106.551     7.68e+05     6.57e-02     C+      0.49824836      0.54150711   3s.4f     1F*    3     3s.7g    1G     4            
       2106.65      7.05e+05     6.57e-02     C+      0.49825033      0.54150711   3s.4f     3F*    2     3s.7g    3G     3            
       2106.664     7.19e+05     6.15e-02     C+      0.49825076      0.54150711   3s.4f     3F*    3     3s.7g    3G     4            
       2106.684     7.67e+05     6.24e-02     C+      0.49825125      0.54150711   3s.4f     3F*    4     3s.7g    3G     5            
       2121.393     4.55e+04     9.21e-03     D       0.49435152      0.53730801   3s.5p     3P*    0     3s.8s    3S     1            
       2121.952     1.36e+05     9.21e-03     D+      0.49436316      0.53730801   3s.5p     3P*    1     3s.8s    3S     1            
       2123.141     2.27e+05     9.20e-03     D+      0.49438722      0.53730801   3s.5p     3P*    2     3s.8s    3S     1            
       2146.472     2.32e+05     4.80e-02     B+      0.47892739      0.52138137   3s.5s     1S     0     3s.6p    1P*    1            
       2281.397     1.49e+06     1.49e-01     B+      0.49383617      0.53377948   3s.4d     3D     3     3s.6f    3F*    4            
       2281.425     1.32e+06     1.44e-01     B+      0.49383652      0.53377948   3s.4d     3D     2     3s.6f    3F*    3            
       2281.449     1.25e+06     1.62e-01     B       0.49383689      0.53377948   3s.4d     3D     1     3s.6f    3F*    2            
       2291.170     6.01e+04     3.38e-03     D+      0.49824836      0.53802135   3s.4f     1F*    3     3s.7d    1D     2            
       2300.461     3.44e+05     9.10e-03     C+      0.49852264      0.5381353    3s.5p     1P*    1     3s.8s    1S     0            
       2333.446     7.87e+04     4.59e-03     D+      0.49383617      0.53288856   3s.4d     3D     3     3s.7p    3P*    2            
       2384.318     5.75e+05     1.47e-01     B       0.49435152      0.53257065   3s.5p     3P*    0     3s.6d    3D     1            
       2385.07      7.74e+05     1.10e-01     B       0.49436316      0.53257046   3s.5p     3P*    1     3s.6d    3D     2            
       2386.573     1.03e+06     1.23e-01     B+      0.49438722      0.53257037   3s.5p     3P*    2     3s.6d    3D     3            
       2450.756     2.41e+05     1.30e-02     B+      0.48419848      0.52138137   3s.4d     1D     2     3s.6p    1P*    1            
       2457.300     9.39e+05     1.19e-01     A       0.48419848      0.52128269   3s.4d     1D     2     3s.5f    1F*    3            
       2480.536     1.00e+06     2.78e-01     B       0.43596035      0.47269724   3s.4p     3P*    0     3s.5s    3S     1            
       2482.569     3.01e+06     2.78e-01     B+      0.43599038      0.47269724   3s.4p     3P*    1     3s.5s    3S     1            
       2486.733     4.98e+06     2.77e-01     B+      0.43605187      0.47269724   3s.4p     3P*    2     3s.5s    3S     1            
       2541.709     1.56e+06     1.94e-01     B+      0.49824836      0.53410086   3s.4f     1F*    3     3s.6g    1G     4            
       2541.847     1.44e+06     1.95e-01     B+      0.49825033      0.53410086   3s.4f     3F*    2     3s.6g    3G     3            
       2541.872     1.46e+06     1.82e-01     B+      0.49825076      0.53410086   3s.4f     3F*    3     3s.6g    3G     4            
       2541.908     1.56e+06     1.85e-01     B+      0.49825125      0.53410086   3s.4f     3F*    4     3s.6g    3G     5            
       2640.001     5.36e+06     9.34e-01     A       0.44968048      0.48419848   3s.4p     1P*    1     3s.4d    1D     2            
       2655.284     5.23e+04     4.30e-03     C+      0.49825125      0.53257037   3s.4f     3F*    4     3s.6d    3D     3            
       2772.85      8.39e+04     2.90e-02     D+      0.49435152      0.52721550   3s.5p     3P*    0     3s.7s    3S     1            
       2773.84      2.51e+05     2.90e-02     C       0.49436316      0.52721550   3s.5p     3P*    1     3s.7s    3S     1            
       2775.876     4.17e+05     2.89e-02     C       0.49438722      0.52721550   3s.5p     3P*    2     3s.7s    3S     1            
       2987.927     1.15e+05     1.10e-02     C+      0.49824836      0.52874672   3s.4f     1F*    3     3s.6d    1D     2            
       3015.05      7.04e+04     1.60e-02     B+      0.49852264      0.52874672   3s.5p     1P*    1     3s.6d    1D     2            
       3027.719     6.77e+05     3.10e-02     B       0.49852264      0.5286206    3s.5p     1P*    1     3s.7s    1S     0            
       3115.802     6.10e+06     2.96e-01     A       0.44968048      0.47892739   3s.4p     1P*    1     3s.5s    1S     0            
       3319.999     2.59e+06     5.50e-01     B+      0.49383617      0.52128398   3s.4d     3D     3     3s.5f    3F*    4            
       3320.083     2.30e+06     5.32e-01     B+      0.49383652      0.52128364   3s.4d     3D     2     3s.5f    3F*    3            
       3320.171     2.17e+06     5.99e-01     B+      0.49383689      0.52128328   3s.4d     3D     1     3s.5f    3F*    2            
       3397.084     1.41e+06     1.46e-01     A       0.42285584      0.44968048   3s.3d     1D     2     3s.4p    1P*    1            
       3537.58      1.68e+05     2.25e-02     B       0.49383617      0.51959559   3s.4d     3D     3     3s.6p    3P*    2            
       3539.23      1.50e+05     1.69e-02     B       0.49383652      0.51958373   3s.4d     3D     2     3s.6p    3P*    1            
       3677.24      1.03e+06     6.26e-01     B+      0.49435152      0.51913308   3s.5p     3P*    0     3s.5d    3D     1            
       3679.015     1.39e+06     4.69e-01     B+      0.49436316      0.51913287   3s.5p     3P*    1     3s.5d    3D     2            
       3682.634     1.84e+06     5.25e-01     B+      0.49438722      0.51913260   3s.5p     3P*    2     3s.5d    3D     3            
       3866.486     4.41e+06     1.27e+00     B+      0.49824836      0.52181666   3s.4f     1F*    3     3s.5g    1G     4            
       3866.81      4.05e+06     1.27e+00     B+      0.49825033      0.52181666   3s.4f     3F*    2     3s.5g    3G     3            
       3866.874     3.55e+05     7.96e-02     B+      0.49825076      0.52181666   3s.4f     3F*    3     3s.5g    3G     3            
       3866.945     5.41e+03     9.43e-04     C       0.49825125      0.52181666   3s.4f     3F*    4     3s.5g    3G     3            
       4201.264     2.25e+06     9.93e-01     B+      0.47269724      0.49438722   3s.5s     3S     1     3s.5p    3P*    2            
       4205.931     2.24e+06     5.95e-01     B+      0.47269724      0.49436316   3s.5s     3S     1     3s.5p    3P*    1            
       4208.214     2.24e+06     1.98e-01     B+      0.47269724      0.49435152   3s.5s     3S     1     3s.5p    3P*    0            
       4363.95      1.23e+05     2.51e-02     B       0.49825076      0.51913287   3s.4f     3F*    3     3s.5d    3D     2            
       4363.95      1.27e+05     2.83e-02     B       0.49825125      0.51913260   3s.4f     3F*    4     3s.5d    3D     3            
       4401.68      1.54e+05     2.69e-02     C       0.51311972      0.5338223    3s.5d     1D     2     3s.7p    1P*    1            
       4650.399     1.81e+06     1.76e+00     A       0.47892739      0.49852264   3s.5s     1S     0     3s.5p    1P*    1            
       8871.16      6.25e+05     1.23e+00     B+      0.5093236       0.51959559   3s.6s     3S     1     3s.6p    3P*    2            
       8881.527     6.22e+05     7.36e-01     B+      0.5093236       0.51958373   3s.6s     3S     1     3s.6p    3P*    1            
       8886.588     6.21e+05     2.45e-01     B+      0.5093236       0.51957785   3s.6s     3S     1     3s.6p    3P*    0            
      10439.140     1.94e+05     4.08e-01     B       0.53257037      0.54129958   3s.6d     3D     3     3s.7f    3F*    4            
      10439.671     1.72e+05     3.94e-01     B       0.53257046      0.54129958   3s.6d     3D     2     3s.7f    3F*    3            
      10439.907     1.63e+05     4.44e-01     B       0.53257065      0.54129958   3s.6d     3D     1     3s.7f    3F*    2            
      11029.949     3.68e+05     4.03e-01     B+      0.51311972      0.52138137   3s.5d     1D     2     3s.6p    1P*    1            
      11163.763     4.59e+05     1.20e+00     B+      0.51311972      0.52128269   3s.5d     1D     2     3s.5f    1F*    3            
      11791.482     3.55e+05     9.52e-01     B       0.53377902      0.54150711   3s.6f     1F*    3     3s.7g    1G     4            
      11791.605     3.25e+05     9.50e-01     B       0.53377948      0.54150711   3s.6f     3F*    2     3s.7g    3G     3            
